"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Dalvin Cook","RB","MIN",23.3,0.386,1.78,22.7,23.5,14.9,16.1,15.6,1,1,2,1,"1",NA,NA,16
"2","Alvin Kamara","RB","NO",21.5,2.56,3.33,18.4,24,13.2,11.7,16.1,2,2,1,2,"2",NA,NA,95
"3","Travis Kelce","TE","KC",18.9,2.11,2.15,16.5,20.8,10.8,9.6,11.5,3,4,5,1,"1",NA,NA,92
"4","Mike Davis","RB","CAR",18.2,2.66,0.632,15.6,21.6,9.83,8.91,13.7,4,8,3,3,"2",NA,NA,96
"5","Aaron Jones","RB","GB",17.6,0.382,0.232,17.1,17.8,9.2,10.4,9.92,5,3,9,4,"2",NA,NA,13
"6","DeAndre Hopkins","WR","ARI",22.7,2.32,1.26,20.5,25.4,9.16,9.1,8.98,6,7,14,1,"1",NA,NA,63
"7","Josh Jacobs","RB","LVR",17.3,1.29,0.626,16.1,19,8.97,9.43,11.1,7,5,6,5,"3",NA,NA,65
"8","Darren Waller","TE","LVR",16.8,2.75,1.92,13.5,19.3,8.68,6.55,9.94,8,19,8,2,"2",NA,NA,97
"9","Kyler Murray","QB","ARI",26.7,1.7,0.352,24.7,28.7,8.52,8.21,9.64,9,12,11,1,"1",NA,NA,79
"10","Derrick Henry","RB","TEN",16.7,0.604,0.366,16,17.4,8.34,9.39,9.51,10,6,12,6,"3",NA,NA,24
"11","Patrick Mahomes","QB","KC",26.3,0.717,0.89,25.3,26.7,8.17,8.78,7.69,11,10,21,2,"1",NA,NA,24
"12","Nick Chubb","RB","CLE",16.3,2.66,0.0886,13.7,19.6,7.98,6.99,11.7,12,16,4,7,"3",NA,NA,98
"13","Davante Adams","WR","GB",21.4,2.98,0.0404,17.8,24.4,7.9,6.4,7.98,13,20,19,2,"1",NA,NA,75
"14","James Conner","RB","PIT",16.2,0.724,0.0728,15.5,16.9,7.89,8.84,9,14,9,13,8,"3",NA,NA,33
"15","Keenan Allen","WR","LAC",21.4,3.15,0.105,18,25.1,7.86,6.59,8.64,15,18,15,3,"1",NA,NA,81
"16","Ezekiel Elliott","RB","DAL",16.2,1.21,0.026,15.1,17.8,7.82,8.42,9.86,16,11,10,9,"3",NA,NA,57
"17","Miles Sanders","RB","PHI",16.1,2.78,0.347,13.4,18.7,7.79,6.78,10.8,17,17,7,10,"4",NA,NA,99
"18","Tyreek Hill","WR","KC",21.3,2.16,1.69,18.7,23.8,7.75,7.32,7.34,18,15,24,4,"1",NA,NA,55
"19","James Robinson","RB","JAC",15.8,NA,0.841,NA,NA,7.44,NA,NA,19,NA,NA,11,"5",NA,NA,NA
"20","Russell Wilson","QB","SEA",25.4,1.26,2.69,23.9,26.5,7.28,7.4,7.45,20,14,23,3,"2",NA,NA,55
"21","Mark Andrews","TE","BAL",14.9,1.83,1.52,12.6,16.6,6.76,5.66,7.24,21,24,25,3,"3",NA,NA,87
"22","Antonio Gibson","RB","WAS",15,1.26,1.18,14.1,16.3,6.6,7.48,8.34,22,13,16,12,"6",NA,NA,62
"23","DK Metcalf","WR","SEA",19.6,2.26,0.0965,17.1,22.4,6.06,5.76,5.92,23,22,30,5,"1",NA,NA,61
"24","Terry McLaurin","WR","WAS",19.5,2.46,0.0885,16.9,22.1,5.96,5.54,5.68,24,25,33,6,"2",NA,NA,66
"25","Julio Jones","WR","ATL",19.4,3.2,0.67,16.2,22.3,5.87,4.84,5.9,25,27,31,7,"2",NA,NA,84
"26","Ronald Jones","RB","TB",13.8,1.57,0.422,12.4,15.7,5.42,5.7,7.81,26,23,20,13,"6",NA,NA,76
"27","T.J. Hockenson","TE","DET",13.4,4.42,2.1,7.93,17.6,5.24,1.03,8.28,27,80,17,4,"4",NA,NA,99
"28","Tyler Lockett","WR","SEA",18.7,2.63,1.02,15.2,20.6,5.2,3.81,4.14,28,40,44,8,"2",NA,NA,70
"29","Giovani Bernard","RB","CIN",13.4,2.81,0.0903,10.8,16.1,5,4.1,8.23,29,37,18,14,"6",NA,NA,99
"30","Todd Gurley","RB","ATL",13.3,1.02,0.257,12.6,14.7,4.91,5.91,6.74,30,21,26,15,"6",NA,NA,46
"31","Adrian Peterson","RB","DET",13,2.35,0.18,11.1,15.4,4.65,4.46,7.47,31,32,22,16,"7",NA,NA,94
"32","Justin Herbert","QB","LAC",22.8,1.81,0.593,21.2,24.5,4.59,4.67,5.52,32,30,35,4,"2",NA,NA,84
"33","Kalen Ballage","RB","FA",12.8,1.8,0.181,11,14.2,4.47,4.34,6.29,33,34,27,17,"7",NA,NA,84
"34","Salvon Ahmed","RB","FA",12.7,NA,0.00616,NA,NA,4.29,NA,NA,34,NA,NA,18,"7",NA,NA,NA
"35","Kareem Hunt","RB","CLE",12.6,1.25,0.106,11.3,14.2,4.29,4.68,6.25,35,29,28,19,"7",NA,NA,61
"36","Kenyan Drake","RB","ARI",12.5,1.31,0.0431,11.1,14.1,4.18,4.42,6.22,37,33,29,20,"7",NA,NA,68
"37","Tyler Boyd","WR","CIN",17.7,3.66,0.279,14.1,21.4,4.18,2.75,4.94,36,45,39,9,"3",NA,NA,89
"38","Damien Harris","RB","NE",12.5,1.39,0.063,11.5,13.4,4.14,4.8,5.47,38,28,36,21,"7",NA,NA,70
"39","Carlos Hyde","RB","SEA",12.4,0.901,0.0975,11.8,13.5,4.07,5.17,5.55,39,26,34,22,"7",NA,NA,43
"40","Lamar Jackson","QB","BAL",22.2,1.09,0.646,20.6,22.9,4,4.16,3.91,40,36,46,5,"3",NA,NA,50
"41","J.D. McKissic","RB","WAS",12.3,0.89,0.215,11.3,12.9,3.98,4.66,4.98,41,31,38,23,"7",NA,NA,41
"42","Adam Thielen","WR","MIN",17.4,1.99,0.119,14.7,19.3,3.9,3.29,2.84,42,43,56,10,"3",NA,NA,50
"43","Calvin Ridley","WR","ATL",17.3,2.8,0.391,13.9,19.8,3.78,2.49,3.33,43,49,52,11,"3",NA,NA,74
"44","Duke Johnson","RB","HOU",12.1,1.44,1.19,11,13.7,3.76,4.32,5.81,44,35,32,24,"8",NA,NA,73
"45","A.J. Brown","WR","TEN",16.9,1.61,0.0576,15.1,18.5,3.39,3.71,2.01,45,41,73,12,"3",NA,NA,45
"46","Deshaun Watson","QB","HOU",21.5,0.989,0.303,20.5,22.4,3.35,4.05,3.35,46,38,51,6,"3",NA,NA,45
"47","Marvin Jones","WR","DET",16.8,2.22,0.213,15.2,19.1,3.33,3.84,2.67,47,39,63,13,"3",NA,NA,56
"48","Eric Ebron","TE","PIT",11.3,2.31,1.2,9.35,14.3,3.14,2.45,5.03,48,51,37,5,"5",NA,NA,94
"49","Cooper Kupp","WR","LAR",16.6,4.4,0.0137,13.4,21.1,3.12,2.01,4.69,49,60,40,14,"3",NA,NA,97
"50","Will Fuller","WR","HOU",16.6,2.72,0.0354,14.1,19.1,3.11,2.69,2.66,50,47,65,15,"3",NA,NA,72
"51","Travis Fulgham","WR","FA",16.6,3.75,0.358,13.8,19,3.07,2.47,2.55,51,50,67,16,"3",NA,NA,90
"52","Taysom Hill","QB","NO",21.2,NA,0.437,NA,NA,3.05,NA,NA,52,NA,NA,7,"4",NA,NA,NA
"53","Diontae Johnson","WR","PIT",16.2,3.85,0.359,13.7,20.2,2.71,2.37,3.75,53,54,47,17,"3",NA,NA,92
"54","Ben Roethlisberger","QB","PIT",20.8,2.18,1.3,19,23.7,2.61,2.54,4.66,54,48,41,8,"5",NA,NA,89
"55","Melvin Gordon","RB","DEN",10.9,1.18,0.245,9.37,11.8,2.57,2.71,3.93,55,46,45,25,"8",NA,NA,54
"56","Michael Thomas","WR","NO",15.9,3.97,0.00625,11.8,19.6,2.35,0.385,3.14,56,87,53,18,"3",NA,NA,93
"57","Amari Cooper","WR","DAL",15.9,2.69,0.0526,13.8,19.5,2.35,2.42,3.06,57,52,54,19,"3",NA,NA,71
"58","Nyheim Hines","RB","IND",10.7,1.88,0.105,8.94,12.5,2.32,2.28,4.63,58,55,42,26,"9",NA,NA,89
"59","Jamison Crowder","WR","NYJ",15.8,2.51,0.0551,13.8,18.3,2.3,2.4,1.91,59,53,74,20,"3",NA,NA,68
"60","Tee Higgins","WR","CIN",15.8,3.12,0.14,13,18.8,2.24,1.62,2.38,60,68,69,21,"3",NA,NA,78
"61","Clyde Edwards-Helaire","RB","KC",10.6,1.49,0.29,9.48,12.2,2.22,2.82,4.34,61,44,43,27,"9",NA,NA,74
"62","Mike Evans","WR","TB",15.6,3.37,0.123,11.4,19.2,2.1,0.0306,2.74,62,99,61,22,"3",NA,NA,87
"63","D.J. Chark","WR","JAC",15.5,3.71,0.0598,12.5,19.2,1.98,1.11,2.79,63,79,57,23,"4",NA,NA,90
"64","Leonard Fournette","RB","TB",10.3,0.199,0.469,10.1,10.4,1.93,3.4,2.52,65,42,68,28,"9",NA,NA,9
"65","Hunter Henry","TE","LAC",10,0.978,0.713,8.75,10.8,1.93,1.85,1.49,64,64,77,6,"6",NA,NA,56
"66","Robby Anderson","WR","CAR",15.4,3.52,0.132,12.4,19.8,1.92,1.03,3.37,66,81,49,24,"4",NA,NA,88
"67","Chase Claypool","WR","PIT",15.3,3.21,0.323,12.6,18.5,1.79,1.24,2.07,67,73,71,25,"4",NA,NA,85
"68","James White","RB","NE",9.82,1.01,0.0985,8.79,10.6,1.46,2.12,2.67,69,56,64,29,"9",NA,NA,45
"69","Chris Godwin","WR","TB",15,2.46,0.051,13.4,17.5,1.46,2.05,1.07,68,59,81,26,"4",NA,NA,67
"70","Justin Jefferson","WR","MIN",14.9,2.26,0.225,13.1,17.2,1.41,1.76,0.781,70,67,88,27,"4",NA,NA,60
"71","Kerryon Johnson","RB","DET",9.72,1.67,0.166,8.75,11.6,1.36,2.09,3.72,71,58,48,30,"10",NA,NA,80
