"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Davante Adams","WR","GB",151,200,14.4,22.8,353,140,13.3,340,1,1,1,1,"1",NA,NA,99
"2","Stefon Diggs","WR","BUF",137,184,1.43,19.2,322,125,9.62,309,2,9,2,2,"1",NA,NA,99
"3","Keenan Allen","WR","LAC",135,169,11.9,12.5,245,124,2.92,232,3,59,10,3,"2",NA,NA,98
"4","DeAndre Hopkins","WR","ARI",123,161,4.64,19.7,286,112,10.1,273,4,6,4,4,"3",NA,NA,97
"5","Calvin Ridley","WR","ATL",119,156,4.18,19.6,276,107,10.1,263,5,7,5,5,"4",NA,NA,95
"6","DK Metcalf","WR","SEA",114,152,2.67,17.6,268,103,8.09,255,6,18,6,6,"5",NA,NA,94
"7","Allen Robinson","WR","CHI",112,145,5.08,18.7,258,100,9.13,245,7,14,8,7,"6",NA,NA,91
"8","Tyler Lockett","WR","SEA",107,150,2.39,9.95,258,95.3,0.41,246,8,89,7,8,"7",NA,NA,93
"9","Tyreek Hill","WR","KC",104,149,0.439,18.9,294,92.9,9.37,282,9,13,3,9,"7",NA,NA,92
"10","A.J. Brown","WR","TEN",104,134,0.623,17.9,239,92.5,8.33,226,10,17,12,10,"7",NA,NA,88
"11","Adam Thielen","WR","MIN",103,141,3.77,12.4,246,91.9,2.87,233,11,60,9,11,"8",NA,NA,90
"12","Brandin Cooks","WR","HOU",99.4,127,0.25,15,228,88.1,5.46,215,12,37,14,12,"9",NA,NA,86
"13","Amari Cooper","WR","DAL",99.2,128,2.54,16.3,229,87.9,6.76,216,13,26,13,13,"10",NA,NA,87
"14","Hunter Henry","TE","LAC",145,NA,28.9,NA,NA,87.5,NA,NA,14,NA,NA,1,"1",NA,NA,NA
"15","Marvin Jones","WR","DET",96.7,125,1.49,15.6,223,85.3,6.05,211,15,33,15,14,"11",NA,NA,85
"16","Robert Woods","WR","LAR",95.2,120,5.77,16.6,217,83.8,7.11,204,16,24,16,15,"12",NA,NA,83
"17","Alvin Kamara","RB","NO",88.7,104,16.2,20.9,193,78.7,12.8,182,17,2,18,1,"1",NA,NA,99
"18","D.J. Moore","WR","CAR",89.4,115,4.17,15.7,205,78.1,6.12,193,18,31,17,16,"13",NA,NA,81
"19","Mike Evans","WR","TB",85.2,122,67,13.7,241,73.9,4.15,229,19,48,11,17,"14",NA,NA,84
"20","Mike Davis","RB","CAR",72.5,72.6,15,19.7,120,62.5,11.6,108,20,3,23,2,"2",NA,NA,99
"21","Darren Waller","TE","LVR",116,157,10.1,16.2,275,58.6,7.72,136,21,20,20,2,"2",NA,NA,99
"22","Kyler Murray","QB","ARI",72.7,81,2.01,21.1,154,49.4,3.78,122,22,51,21,1,"1",NA,NA,99
"23","Travis Kelce","TE","KC",106,154,30.5,18.2,303,48.5,9.75,165,23,8,19,3,"3",NA,NA,98
"24","David Montgomery","RB","CHI",57.5,61.5,7.11,17.1,120,47.5,8.94,108,24,15,24,3,"3",NA,NA,97
"25","Lamar Jackson","QB","BAL",70.7,76,8.59,22.3,147,47.4,4.95,115,25,39,22,2,"2",NA,NA,97
"26","Aaron Jones","RB","GB",50.3,49.8,0.055,17.6,101,40.3,9.51,89.3,26,10,27,4,"3",NA,NA,93
"27","Dalvin Cook","RB","MIN",50.3,47.2,2.97,19.3,97.9,40.3,11.2,86.6,27,5,29,5,"4",NA,NA,90
"28","Cam Newton","QB","NE",62.1,73.1,11.8,15.9,136,38.8,-1.43,104,28,139,25,3,"3",NA,NA,94
"29","Ezekiel Elliott","RB","DAL",47.3,56,0.833,9.03,104,37.3,0.921,92.5,29,85,26,6,"5",NA,NA,96
"30","Chris Carson","RB","SEA",46.5,49,0.703,14.5,95.9,36.5,6.42,84.7,30,29,30,7,"5",NA,NA,92
"31","Kareem Hunt","RB","CLE",45.8,52.6,2,11.9,98.8,35.8,3.82,87.6,31,49,28,8,"6",NA,NA,94
"32","David Johnson","RB","HOU",43.8,40.7,7.09,14.5,84.7,33.8,6.36,73.5,32,30,31,9,"7",NA,NA,89
"33","Josh Allen","QB","BUF",50.3,46.8,8.26,19.5,97.5,27,2.14,65.6,33,67,32,4,"4",NA,NA,91
"34","Ronald Jones","RB","TB",36.7,35.6,2.15,9.04,57.9,26.7,0.926,46.6,34,84,35,10,"8",NA,NA,88
"35","Melvin Gordon","RB","DEN",34.5,29.1,0.741,14,63.9,24.5,5.93,52.6,35,35,34,11,"9",NA,NA,85
"36","Josh Jacobs","RB","LVR",33.8,31.6,1.42,12.3,65.7,23.8,4.22,54.4,36,46,33,12,"9",NA,NA,86
"37","Miles Sanders","RB","PHI",32.4,25.2,1.85,15.5,57.8,22.4,7.34,46.5,37,22,36,13,"10",NA,NA,83
"38","Derrick Henry","RB","TEN",30.5,16.4,2.23,19.6,47.1,20.5,11.5,35.8,38,4,40,14,"11",NA,NA,81
"39","Ryan Tannehill","QB","TEN",42,34.9,1.11,19.9,77.2,18.7,2.54,45.3,39,63,37,5,"5",NA,NA,88
"40","Nick Chubb","RB","CLE",28.3,16.2,2.99,17.6,44.7,18.3,9.44,33.4,40,11,44,15,"12",NA,NA,79
"41","Robert Tonyan","TE","GB",75.9,96.4,0.505,13.3,173,18,4.91,34.5,41,40,42,4,"3",NA,NA,96
"42","Deshaun Watson","QB","HOU",40.9,31,1.7,21.1,72.2,17.6,3.79,40.3,42,50,38,6,"5",NA,NA,79
"43","Logan Thomas","TE","WAS",75.4,95.4,0.224,11.5,172,17.5,3.07,33,43,55,46,5,"3",NA,NA,91
"44","T.J. Hockenson","TE","DET",75.1,95.8,2.38,10.8,172,17.3,2.35,33.2,44,65,45,6,"4",NA,NA,93
"45","Russell Wilson","QB","SEA",39.2,31.8,4.68,19,71.3,15.9,1.7,39.4,45,72,39,7,"6",NA,NA,85
"46","Kenyan Drake","RB","ARI",25.3,21.3,3.94,9.94,46.7,15.3,1.83,35.4,46,71,41,16,"13",NA,NA,82
"47","George Kittle","TE","SF",72.7,76.3,0.901,17.3,122,14.9,8.87,-16.4,47,16,246,7,"5",NA,NA,73
"48","Mark Andrews","TE","BAL",71.8,90.2,6.27,12,163,14,3.54,24.2,48,53,47,8,"6",NA,NA,89
"49","Austin Ekeler","RB","LAC",21.4,5.19,3.4,17.5,24.7,11.4,9.43,13.4,49,12,50,17,"14",NA,NA,72
"50","Teddy Bridgewater","QB","CAR",34.5,31.1,0.672,14.9,65.9,11.2,-2.43,34,50,159,43,8,"6",NA,NA,82
"51","Patrick Mahomes","QB","KC",33.8,16,2.15,23.2,54.3,10.6,5.88,22.4,51,36,48,9,"7",NA,NA,74
"52","Aaron Rodgers","QB","GB",31.7,12.1,4.24,23.3,43.9,8.41,5.95,12,52,34,51,10,"8",NA,NA,68
"53","Jonathan Taylor","RB","IND",18,2.67,1.48,16,19.7,7.97,7.89,8.41,53,19,56,18,"14",NA,NA,51
"54","Mike Gesicki","TE","MIA",65.6,89.6,2.39,8.88,156,7.73,0.439,17.4,54,88,49,9,"7",NA,NA,87
"55","Justin Jefferson","WR","MIN",18.2,1.93,0.169,16.8,19.5,6.91,7.29,7,55,23,61,18,"14",NA,NA,52
"56","Brandon Aiyuk","WR","SF",18.1,2.47,0.325,16.3,19.7,6.74,6.72,7.17,56,27,60,19,"14",NA,NA,63
"57","Tony Pollard","RB","DAL",16.5,1.2,0.0719,15.7,17.4,6.5,7.6,6.11,57,21,65,19,"14",NA,NA,19
"58","Antonio Gibson","RB","WAS",16.4,3.95,0.607,13.5,18.9,6.43,5.4,7.68,58,38,57,20,"15",NA,NA,67
"59","Cooper Kupp","WR","LAR",17.8,5.44,0.0536,13.8,21.2,6.41,4.21,8.75,59,47,55,20,"14",NA,NA,78
"60","Mike Williams","WR","LAC",17.7,NA,0.527,NA,NA,6.36,NA,NA,60,NA,NA,21,"15",NA,NA,NA
"61","Emmanuel Sanders","WR","NO",17.2,6.41,0.0383,12.5,21.3,5.83,2.92,8.79,61,58,53,22,"15",NA,NA,80
