"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Dalvin Cook","RB","MIN",23.8,0.398,2.47,23.3,24.3,15.2,15.8,15.1,1,1,1,1,"1",NA,NA,19
"2","Austin Ekeler","RB","LAC",21.3,0.539,1.66,20.8,21.8,12.7,13.2,12.6,2,2,3,2,"2",NA,NA,23
"3","James Robinson","RB","JAC",19.7,NA,0.0714,NA,NA,11,NA,NA,3,NA,NA,3,"2",NA,NA,NA
"4","Derrick Henry","RB","TEN",19.6,1.63,1.31,18.7,22,11,11.2,12.9,4,3,2,4,"3",NA,NA,71
"5","Davante Adams","WR","GB",22.2,2.62,0.935,19.9,25.5,10.7,9.72,12.6,5,5,4,1,"1",NA,NA,78
"6","Travis Kelce","TE","KC",18.4,1.92,0.908,16.1,20,9.92,8.53,10.2,6,8,7,1,"1",NA,NA,79
"7","Tyreek Hill","WR","KC",21.3,1.65,1.33,19.2,23.1,9.79,9.04,10.2,7,7,8,2,"1",NA,NA,46
"8","Alvin Kamara","RB","NO",18.3,1.05,0.444,17.6,19.8,9.66,10.1,10.6,8,4,5,5,"4",NA,NA,47
"9","Aaron Jones","RB","GB",17.8,1.13,0.528,16.8,19.2,9.21,9.3,10,9,6,9,6,"4",NA,NA,49
"10","Darren Waller","TE","LVR",17.5,2.16,4.16,14.9,19.3,9.01,7.29,9.49,10,12,14,2,"2",NA,NA,84
"11","Myles Gaskin","RB","MIA",17.3,1.55,0.567,16,18.9,8.69,8.42,9.67,11,9,13,7,"5",NA,NA,68
"12","Stefon Diggs","WR","BUF",20,3.04,0.27,16.9,23.4,8.46,6.76,10.5,12,20,6,3,"1",NA,NA,85
"13","DK Metcalf","WR","SEA",19.7,2.45,0.108,17.4,22.7,8.19,7.24,9.74,13,13,12,4,"1",NA,NA,74
"14","Miles Sanders","RB","PHI",16.8,1.71,0.851,15,18.3,8.12,7.46,9.11,14,10,15,8,"5",NA,NA,76
"15","Keenan Allen","WR","LAC",19.6,2.03,0.297,16.9,21.2,8.08,6.73,8.24,15,21,24,5,"2",NA,NA,63
