"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Derrick Henry","RB","TEN",21.3,1.92,0.356,20.1,24.2,12.7,13.6,14.7,1,1,2,1,"1",NA,NA,83
"2","Dalvin Cook","RB","MIN",21,1.34,0.331,19.6,22.6,12.4,13,13.1,2,2,3,2,"1",NA,NA,58
"3","Austin Ekeler","RB","LAC",20.7,4.05,0.817,17.1,24.7,12.1,10.6,15.2,3,6,1,3,"2",NA,NA,99
"4","Aaron Jones","RB","GB",19.8,0.447,0.678,19.3,20.2,11.2,12.7,10.7,4,3,6,4,"2",NA,NA,16
"5","Davante Adams","WR","GB",23.8,1.75,2.17,21.9,25.8,11,10.9,10.6,5,5,7,1,"1",NA,NA,47
"6","Mike Davis","RB","CAR",19.2,2.24,0.219,17.6,21.6,10.6,11,12.1,6,4,4,5,"2",NA,NA,87
"7","James Robinson","RB","JAC",19,NA,1.18,NA,NA,10.3,NA,NA,7,NA,NA,6,"3",NA,NA,NA
"8","Travis Kelce","TE","KC",19.2,1.51,1.25,17.4,20.7,9.79,9.29,10.5,8,11,8,1,"1",NA,NA,73
"9","Alvin Kamara","RB","NO",17.8,2.03,0.541,16.1,20.6,9.16,9.53,11,9,9,5,7,"3",NA,NA,86
"10","Tyreek Hill","WR","KC",21.7,2,1.54,19.4,23.6,8.88,8.36,8.36,10,16,14,2,"1",NA,NA,56
"11","Chris Carson","RB","SEA",17.2,0.993,0.0587,16.5,18.5,8.62,10,9.03,11,7,12,8,"3",NA,NA,46
"12","Ronald Jones","RB","TB",17.2,1.51,0.719,16.3,18.8,8.56,9.71,9.31,12,8,11,9,"4",NA,NA,63
"13","Darren Waller","TE","LVR",17.9,2.31,3.03,15,19.8,8.54,6.86,9.49,13,19,10,2,"2",NA,NA,85
"14","D'Andre Swift","RB","DET",16.4,1.77,0.0586,15.1,17.6,7.84,8.59,8.06,14,12,16,10,"4",NA,NA,76
"15","David Montgomery","RB","CHI",16.4,1.33,0.259,14.9,18,7.78,8.4,8.52,15,15,13,11,"4",NA,NA,57
"16","Ezekiel Elliott","RB","DAL",16.1,0.323,0.823,15.9,16.5,7.52,9.39,6.97,16,10,24,12,"5",NA,NA,9
"17","Keenan Allen","WR","LAC",20.1,2.88,0.0729,17.1,23.1,7.34,6.06,7.88,17,27,17,3,"1",NA,NA,79
"18","DK Metcalf","WR","SEA",20.1,1.83,0.289,18.4,22.4,7.27,7.41,7.15,18,17,21,4,"2",NA,NA,51
"19","Stefon Diggs","WR","BUF",19.8,1.99,0.107,17.7,21.5,6.98,6.66,6.29,19,23,31,5,"2",NA,NA,55
"20","DeAndre Hopkins","WR","ARI",19.7,1.78,0.13,17.6,21.3,6.87,6.59,6.1,20,24,37,6,"2",NA,NA,48
"21","Calvin Ridley","WR","ATL",19.5,2.42,0.39,17,22.2,6.74,5.94,6.96,21,28,25,7,"2",NA,NA,71
"22","Raheem Mostert","RB","SF",15.3,0.463,0.152,15,15.8,6.7,8.44,6.27,22,13,34,13,"5",NA,NA,19
"23","James Conner","RB","PIT",15.2,0.244,0.105,15,15.4,6.55,8.4,5.9,23,14,40,14,"5",NA,NA,6
"24","Nick Chubb","RB","CLE",15.1,1.6,0.148,13.2,16.8,6.44,6.67,7.23,24,22,20,15,"5",NA,NA,67
"25","Adam Thielen","WR","MIN",19.1,2.13,0.774,16.9,21.5,6.35,5.91,6.28,25,29,32,8,"2",NA,NA,61
"26","Duke Johnson","RB","HOU",14.9,1.88,0.175,13.1,16.7,6.29,6.52,7.13,26,25,22,16,"5",NA,NA,80
"27","Patrick Mahomes","QB","KC",24.2,1.35,0.616,23.1,26,6.14,6.44,6.71,27,26,26,1,"1",NA,NA,62
"28","Wayne Gallman","RB","NYG",14.7,1.27,0.00133,13.3,15.6,6.12,6.75,6.11,28,21,36,17,"5",NA,NA,54
"29","Jonathan Taylor","RB","IND",14.7,2.64,0.2,11.8,16.8,6.12,5.26,7.25,29,33,19,18,"6",NA,NA,92
"30","Josh Jacobs","RB","LVR",14.5,1.54,0.68,13.6,16.6,5.92,7.01,7.11,30,18,23,19,"6",NA,NA,66
"31","Allen Robinson","WR","CHI",18.4,2.79,0.103,15.7,21.2,5.58,4.69,5.99,31,37,39,9,"2",NA,NA,77
"32","Russell Wilson","QB","SEA",23.6,1.75,1.48,22.2,25.4,5.53,5.5,6.14,32,31,35,2,"2",NA,NA,77
"33","Mark Andrews","TE","BAL",14.9,3.04,1.7,12.1,18.4,5.52,3.99,8.09,33,40,15,3,"3",NA,NA,92
"34","Robby Anderson","WR","CAR",18.3,3.38,0.137,15.8,21.9,5.47,4.82,6.7,34,36,27,10,"2",NA,NA,85
"35","A.J. Brown","WR","TEN",18.1,2.14,0.046,16.1,20.7,5.34,5.12,5.44,35,35,43,11,"2",NA,NA,62
