"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Alvin Kamara","RB","NO",22.8,1.09,1.52,22,24.5,14.6,15.3,15.2,1,1,1,1,"1",NA,NA,50
"2","Ezekiel Elliott","RB","DAL",21.3,1.24,2.01,19.4,22.5,13.1,12.7,13.3,2,2,3,2,"2",NA,NA,58
"3","Austin Ekeler","RB","LAC",19.3,2.51,0.0314,17.3,23.2,11.1,10.5,13.9,3,8,2,3,"2",NA,NA,96
"4","Miles Sanders","RB","PHI",19.3,0.356,0.222,19.1,19.8,11.1,12.3,10.5,4,3,8,4,"3",NA,NA,16
"5","Aaron Jones","RB","GB",19.1,1.6,0.184,17.9,21.6,10.8,11.1,12.3,5,4,4,5,"3",NA,NA,75
"6","Jonathan Taylor","RB","IND",18.9,1.68,0.571,17.6,21.1,10.6,10.9,11.8,6,6,5,6,"3",NA,NA,79
"7","DeAndre Hopkins","WR","ARI",22.8,1.45,1.09,21,24.7,10.6,10.3,9.94,7,9,11,1,"1",NA,NA,39
"8","Derrick Henry","RB","TEN",18.3,1.07,0.123,17.7,20,10.1,11,10.8,8,5,7,7,"3",NA,NA,49
"9","Dalvin Cook","RB","MIN",18.2,0.662,0.794,17.6,19.2,9.95,10.9,9.95,9,7,10,8,"4",NA,NA,29
"10","Calvin Ridley","WR","ATL",21.7,2.89,3.25,17.6,23.9,9.5,6.88,9.13,10,19,13,2,"2",NA,NA,83
"11","Chris Carson","RB","SEA",17.4,0.924,0.414,16.6,18.8,9.16,9.84,9.5,11,10,12,9,"4",NA,NA,42
"12","Kenyan Drake","RB","ARI",17,1.05,0.0649,15.7,17.9,8.74,9,8.59,12,11,16,10,"5",NA,NA,47
"13","Josh Jacobs","RB","LVR",16.9,2.21,0.516,14.9,20.1,8.68,8.15,10.8,13,15,6,11,"5",NA,NA,92
"14","James Robinson","RB","JAC",16.4,2.04,0.128,15,17.8,8.16,8.31,8.48,14,13,17,12,"5",NA,NA,87
"15","Clyde Edwards-Helaire","RB","KC",16.3,1.02,0.235,15.4,17.6,8.03,8.65,8.31,15,12,18,13,"5",NA,NA,46
"16","James Conner","RB","PIT",16,1.42,0.0964,14.1,18,7.8,7.42,8.72,16,18,15,14,"5",NA,NA,66
"17","Joe Mixon","RB","CIN",15.9,1.75,0.407,14.6,18.2,7.7,7.85,8.96,17,16,14,15,"6",NA,NA,81
"18","Nick Chubb","RB","CLE",15.5,0.538,0.495,14.9,16.2,7.3,8.22,6.88,18,14,20,16,"6",NA,NA,22
"19","Lamar Jackson","QB","BAL",25.5,3.6,0.844,22.8,30.3,6.87,5.93,10.2,19,21,9,1,"1",NA,NA,98
"20","Melvin Gordon","RB","DEN",15,0.625,0.734,14.3,15.7,6.8,7.56,6.43,20,17,31,17,"7",NA,NA,27
"21","Amari Cooper","WR","DAL",18.5,2.93,0.246,16.1,22.4,6.25,5.31,7.66,21,23,19,3,"3",NA,NA,86
"22","Devin Singletary","RB","BUF",14.3,1.61,0.424,12.3,15.8,6.07,5.54,6.56,22,22,28,18,"7",NA,NA,78
"23","Travis Kelce","TE","KC",17.9,1.58,2.41,16.3,19.4,6.04,6.32,5.2,23,20,41,1,"1",NA,NA,66
"24","Kyler Murray","QB","ARI",24.7,1.79,0.142,21.8,26.4,6.02,4.92,6.26,24,27,33,2,"1",NA,NA,74
"25","Tyler Lockett","WR","SEA",18.2,2.26,0.558,15.8,21.2,6,5.01,6.46,25,25,30,4,"3",NA,NA,67
"26","Cam Newton","QB","NE",24.6,2.17,0.784,22.1,27,5.88,5.27,6.85,26,24,21,3,"1",NA,NA,90
"27","Mike Davis","RB","CAR",13.9,2.4,0.181,10.7,16,5.64,3.96,6.76,27,38,23,19,"8",NA,NA,93
"28","Leonard Fournette","RB","TB",13.7,2.61,0.551,10.1,16,5.46,3.37,6.72,28,41,24,20,"8",NA,NA,97
"29","Stefon Diggs","WR","BUF",17.7,2.6,0.0687,15.1,21,5.44,4.33,6.3,29,32,32,5,"3",NA,NA,76
"30","Allen Robinson","WR","CHI",17.6,2.89,0.0674,15,21.5,5.37,4.21,6.79,30,34,22,6,"3",NA,NA,83
"31","DK Metcalf","WR","SEA",17.5,2.88,0.0608,13.9,21.4,5.31,3.19,6.63,31,46,27,7,"3",NA,NA,82
"32","Tyreek Hill","WR","KC",17.5,2.83,0.355,15.7,21.2,5.24,4.96,6.49,32,26,29,8,"3",NA,NA,80
"33","Russell Wilson","QB","SEA",23.8,2.05,1.88,21.8,26.8,5.1,4.9,6.7,33,29,25,4,"2",NA,NA,84
"34","David Montgomery","RB","CHI",13.2,2.43,0.23,10.9,16,4.91,4.19,6.68,34,35,26,21,"8",NA,NA,94
"35","Chris Godwin","WR","TB",17.1,2.1,0.209,15.7,19.9,4.89,4.91,5.13,35,28,42,9,"3",NA,NA,61
