"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"36","Jalen Hurts","QB","PHI",21.5,0.876,1.17,20.2,22.8,5.2,5.91,4.97,36,29,40,2,"2",NA,NA,17
"37","DK Metcalf","WR","SEA",14.8,1.26,0.466,12.7,16.1,5.09,4.05,4.48,37,41,43,10,"4",NA,NA,58
"38","Bucky Irving","RB","TB",11.3,1.1,0.0242,10.1,13.1,4.96,5.62,5.66,38,32,33,24,"9",NA,NA,53
"39","Rico Dowdle","RB","DAL",11.3,1.02,0.284,10.1,12.9,4.94,5.66,5.5,39,31,34,25,"9",NA,NA,43
"40","Isiah Pacheco","RB","KC",11,NA,0.325,NA,NA,4.65,NA,NA,40,NA,NA,26,"9",NA,NA,NA
"41","Malik Nabers","WR","NYG",14.3,0.607,0.384,13.5,15.3,4.62,4.9,3.64,41,37,50,11,"4",NA,NA,3
"42","Austin Ekeler","RB","WAS",10.7,1.75,0.221,8.06,13.4,4.33,3.59,5.99,42,47,28,27,"10",NA,NA,88
"43","Jaxon Smith-Njigba","WR","SEA",14,1.06,0.12,12.3,15.2,4.24,3.72,3.49,43,45,52,12,"4",NA,NA,39
"44","Ladd McConkey","WR","LAC",13.8,1.17,0.131,12,15,4.12,3.42,3.32,44,49,53,13,"5",NA,NA,46
"45","Javonte Williams","RB","DEN",10.5,1.29,0.694,8.77,12.3,4.11,4.3,4.87,45,38,41,28,"10",NA,NA,72
"46","Jayden Daniels","QB","WAS",20.3,1.75,1.43,17.6,22.8,4.03,3.27,5,46,50,39,3,"3",NA,NA,86
"47","Zay Flowers","WR","BAL",13.7,1.63,0.00448,11.1,15.9,3.98,2.46,4.26,47,56,46,14,"5",NA,NA,85
"48","Terry McLaurin","WR","WAS",13.7,1.79,0.237,10.8,16.4,3.98,2.18,4.7,48,59,42,15,"5",NA,NA,92
"49","Trey McBride","TE","ARI",12.7,0.711,1.37,11.6,13.8,3.85,4.96,3.71,49,36,49,3,"3",NA,NA,34
"50","George Pickens","WR","PIT",13.5,1.35,0.0567,11.5,15.5,3.74,2.94,3.88,50,51,47,16,"5",NA,NA,62
"51","Courtland Sutton","WR","DEN",13.4,1.33,0.957,12.3,16.1,3.69,3.66,4.4,51,46,44,17,"6",NA,NA,61
"52","Nick Chubb","RB","CLE",9.76,1.14,0.859,8.22,11.2,3.41,3.75,3.83,52,44,48,29,"11",NA,NA,62
"53","Jayden Reed","WR","GB",12.4,1.71,0.1,9.82,14.9,2.73,1.21,3.27,53,75,54,18,"6",NA,NA,86
"54","Jakobi Meyers","WR","LVR",12.3,1.17,0.156,10.4,14.1,2.63,1.8,2.45,54,64,60,19,"6",NA,NA,48
"55","Patrick Mahomes","QB","KC",18.9,0.997,0.786,18.1,20.8,2.6,3.83,2.98,55,43,57,4,"4",NA,NA,37
"56","Jaylen Warren","RB","PIT",8.9,1.02,0.0414,6.88,9.63,2.55,2.42,2.23,56,57,63,30,"11",NA,NA,41
"57","Ameer Abdullah","RB","LVR",8.86,3.26,1.46,4.18,13.2,2.51,-0.289,5.85,57,158,31,31,"12",NA,NA,99
"58","Josh Downs","WR","IND",12.2,1.39,0.000295,9.46,13.3,2.47,0.861,1.68,59,86,67,20,"6",NA,NA,66
"59","Calvin Ridley","WR","TEN",12.2,1.74,0.014,10,15.3,2.47,1.45,3.61,60,70,51,21,"6",NA,NA,89
"60","George Kittle","TE","SF",11.3,1.1,0.658,10.2,13.2,2.47,3.51,3.06,58,48,56,4,"4",NA,NA,77
"61","Marvin Harrison Jr.","WR","ARI",12.2,1.47,0.122,9.55,13.7,2.46,0.95,2.07,61,81,64,22,"6",NA,NA,75
"62","Deebo Samuel","WR","SF",12.1,1.26,0.491,10.4,14.2,2.34,1.79,2.52,62,65,58,23,"7",NA,NA,56
"63","Jauan Jennings","WR","SF",11.6,1.11,0.097,10.1,13.2,1.85,1.51,1.53,63,69,68,24,"7",NA,NA,42
"64","Justin Herbert","QB","LAC",18.1,1.69,0.383,15.4,20.3,1.82,1.1,2.5,65,77,59,5,"5",NA,NA,83
"65","Cade Otton","TE","TB",10.6,0.966,0.0129,9.52,12.1,1.82,2.86,1.93,64,53,65,5,"4",NA,NA,54
"66","David Njoku","TE","CLE",10.6,1.28,0.39,8.73,12.5,1.8,2.06,2.4,66,60,61,6,"5",NA,NA,91
"67","Nathaniel Dell","WR","HOU",11.5,1.02,0.149,9.6,12.4,1.75,0.995,0.717,67,79,90,25,"7",NA,NA,32
"68","DeAndre Hopkins","WR","KC",11.3,1.47,0.109,8.68,13.2,1.6,0.0767,1.49,68,117,70,26,"7",NA,NA,76
"69","D.J. Moore","WR","CHI",11.2,1.35,0.0282,9.58,13.5,1.49,0.982,1.85,69,80,66,27,"7",NA,NA,63
"70","Jameson Williams","WR","DET",11.2,1.53,0.498,9.03,13,1.46,0.424,1.33,70,102,73,28,"8",NA,NA,82
"71","Baker Mayfield","QB","TB",17.7,0.973,0.134,16.3,19,1.43,1.95,1.18,71,61,76,6,"5",NA,NA,34
"72","Dallas Goedert","TE","PHI",10.2,0.745,0.308,9.22,11.4,1.41,2.56,1.31,72,55,74,7,"5",NA,NA,37
"73","Kyler Murray","QB","ARI",17.6,1.22,0.187,15.8,19.1,1.3,1.53,1.28,74,68,75,7,"5",NA,NA,57
"74","Budda Baker","DB","ARI",7.41,1.49,0.719,6.27,9.08,1.3,0.926,1.49,73,85,69,1,"1",NA,NA,79
"75","Jake Bates","K","DET",9.86,1.83,0.122,8.35,13,1.12,1.27,3.19,75,73,55,1,"1",NA,NA,96
"76","Jared Goff","QB","DET",17.4,1.29,0.111,15.5,18.8,1.11,1.16,0.984,76,76,80,8,"5",NA,NA,63
"77","Hunter Henry","TE","NE",9.94,1,0.101,8.5,11.2,1.1,1.83,1.02,77,63,78,8,"5",NA,NA,60
"78","Alexander Mattison","RB","LVR",7.4,1.26e-15,0.455,7.4,7.4,1.05,2.93,0,78,52,130,32,"12",NA,NA,1
"79","Bo Nix","QB","DEN",17.3,0.878,0.195,16.2,18.4,1,1.91,0.544,80,62,96,9,"5",NA,NA,20
"80","Jonnu Smith","TE","MIA",9.84,0.502,0.0512,8.89,10.2,1,2.22,0.0942,79,58,119,9,"5",NA,NA,17
"81","Austin Seibert","K","WAS",9.73,0.788,0.201,8.69,10.8,0.996,1.61,0.986,81,66,79,2,"1",NA,NA,16
"82","Quentin Johnston","WR","LAC",10.7,0.989,0.214,8.88,11.7,0.965,0.276,0,82,107,130,29,"8",NA,NA,30
"83","T.J. Hockenson","TE","MIN",9.78,0.267,0.443,9.44,10.2,0.952,2.78,0.0316,84,54,124,10,"6",NA,NA,3
"84","Andrew Van Ginkel","DL","MIN",4.32,0.354,0.389,4.1,4.59,0.952,1.3,0.428,83,72,101,1,"1",NA,NA,16
"85","Jordan Love","QB","GB",17.1,1.05,0.155,15.2,18.2,0.806,0.947,0.337,85,82,105,10,"5",NA,NA,43
"86","Kaimi Fairbairn","K","HOU",9.53,1.39,0.454,7.33,11.2,0.795,0.252,1.45,86,108,71,3,"1",NA,NA,80
"87","Jerry Jeudy","WR","CLE",10.5,1.49,0.0277,8.26,12.4,0.751,-0.338,0.752,87,162,88,30,"8",NA,NA,77
"88","Cedric Tillman","WR","CLE",10.4,1.45,0.229,8.66,12.1,0.723,0.0545,0.452,88,123,99,31,"8",NA,NA,70
"89","Geno Smith","QB","SEA",16.9,1.6,0.539,15.4,19.2,0.652,1.08,1.37,89,78,72,11,"6",NA,NA,80
"90","Fred Warner","LB","SF",7.65,1.77,0.0643,6.7,9.73,0.627,1.27,0.293,90,74,107,1,"1",NA,NA,33
"91","Jerome Ford","RB","CLE",6.95,0.957,0.504,5.4,8.29,0.599,0.937,0.889,91,83,84,33,"13",NA,NA,35
"92","Brian Branch","DB","DET",6.69,0.683,0.0848,6.04,7.26,0.58,0.69,-0.333,92,91,156,2,"1",NA,NA,17
"93","AShawn Robinson","DL","CAR",3.93,0.467,0.263,3.61,4.25,0.563,0.804,0.0892,93,88,120,2,"1",NA,NA,27
"94","Zaire Franklin","LB","IND",7.58,2.48,0.126,5.93,10.5,0.563,0.494,1.05,94,99,77,2,"1",NA,NA,88
"95","Zach Ertz","TE","WAS",9.34,0.967,0.0213,8.26,11.1,0.509,1.6,0.983,95,67,81,11,"6",NA,NA,57
"96","Nick Cross","DB","IND",6.61,1.47,0.0413,5.52,8.3,0.496,0.176,0.712,96,112,91,3,"1",NA,NA,76
"97","Michael Pittman","WR","IND",10.2,0.916,0.0604,9.19,11.9,0.495,0.586,0.258,97,95,108,32,"8",NA,NA,18
"98","Will Dissly","TE","LAC",9.32,1.61,0.488,6.69,10.8,0.488,0.0242,0.625,98,126,93,12,"7",NA,NA,97
"99","Antoine Winfield","DB","TB",6.57,0.965,0.0731,5.84,7.66,0.454,0.493,0.0684,99,100,122,4,"1",NA,NA,38
"100","Texans","DST","HOU",6.62,1.17,0.399,5.09,7.96,0.447,0,0,100,130,130,1,"1",NA,NA,92
"101","Ernest Jones","LB","SEA",7.46,2.22,0.0185,6.21,10.1,0.437,0.774,0.634,101,90,92,3,"1",NA,NA,78
"102","Wan'Dale Robinson","WR","NYG",10.2,0.954,0.186,8.96,11.8,0.434,0.36,0.16,102,106,115,33,"8",NA,NA,24
"103","T.J. Edwards","LB","CHI",7.44,1.87,0.148,6.27,9.63,0.418,0.837,0.195,103,87,113,4,"1",NA,NA,39
"104","Reed Blankenship","DB","PHI",6.49,1.26,0.00587,5.71,7.97,0.381,0.362,0.379,104,105,102,5,"1",NA,NA,59
"105","Kerby Joseph","DB","DET",6.49,0.616,0.0314,5.9,6.99,0.375,0.548,-0.601,105,97,179,6,"1",NA,NA,14
"106","Kevin Byard","DB","CHI",6.45,1.47,0.199,5.42,8.16,0.344,0.0727,0.57,106,118,94,7,"1",NA,NA,74
"107","Jason Myers","K","SEA",9.08,0.987,0.0138,7.56,9.8,0.341,0.481,0.0228,107,101,126,4,"1",NA,NA,36
"108","Jake Elliott","K","PHI",9.06,0.677,0.0505,8.01,9.85,0.327,0.937,0.077,108,84,121,5,"1",NA,NA,4
"109","Kobie Turner","DL","LAR",3.66,0.948,0.0113,3.02,4.32,0.301,0.212,0.16,109,109,116,3,"1",NA,NA,66
"110","Anfernee Jennings","DL","NE",3.65,0.566,0.0848,3.22,3.99,0.289,0.412,-0.168,110,103,142,4,"2",NA,NA,30
"111","Brandon McManus","K","GB",9.01,1.88,0.132,7.08,12.1,0.276,0,2.3,111,130,62,6,"1",NA,NA,99
"112","Daiyan Henley","LB","LAC",7.29,2.6,0.0826,5.44,10.3,0.271,0.00463,0.874,112,128,85,5,"1",NA,NA,92
"113","Jaylen Waddle","WR","MIA",9.96,1.06,0.0509,9.19,11.6,0.249,0.593,-0.0537,113,94,136,34,"8",NA,NA,38
"114","Zach Sieler","DL","MIA",3.57,0.24,0.04,3.4,3.74,0.205,0.599,-0.426,114,93,167,5,"2",NA,NA,11
"115","Jordan Addison","WR","MIN",9.91,1.19,0.198,8.6,11.4,0.198,0,-0.219,115,130,150,35,"9",NA,NA,52
"116","Bobby Wagner","LB","WAS",7.21,2.57,0.00682,5.43,10.2,0.188,0,0.763,116,130,87,6,"1",NA,NA,90
"117","Anfernee Jennings","LB","NE",7.2,NA,0.0581,NA,NA,0.181,NA,NA,117,NA,NA,7,"1",NA,NA,NA
"118","Maxx Crosby","DL","LVR",3.53,1.3,0.0442,2.53,5.01,0.165,-0.279,0.853,118,155,86,6,"2",NA,NA,91
"119","Julian Love","DB","SEA",6.26,1.28,0.139,5.41,7.75,0.145,0.0656,0.159,119,120,117,8,"1",NA,NA,64
"120","Justin Tucker","K","BAL",8.88,0.765,0.144,7.85,9.73,0.144,0.776,-0.0499,120,89,135,7,"1",NA,NA,12
"121","Zack Baun","LB","PHI",7.14,2.18,0.0302,5.63,9.68,0.123,0.195,0.248,121,111,109,8,"1",NA,NA,71
"122","Jared Verse","DL","LAR",3.48,1.06,0.0123,2.87,4.73,0.12,0.0642,0.569,122,121,95,7,"2",NA,NA,75
"123","Tua Tagovailoa","QB","MIA",16.4,1.57,0.113,14.1,18,0.113,-0.184,0.169,123,147,114,12,"6",NA,NA,77
"124","DeForest Buckner","DL","IND",3.47,1.35,0.089,2.71,5.06,0.108,-0.0991,0.898,124,139,83,8,"2",NA,NA,93
"125","Zach Charbonnet","RB","SEA",6.44,1.04,0.0953,4.97,7.76,0.0953,0.51,0.357,125,98,104,34,"13",NA,NA,47
"126","E.J. Speed","LB","IND",7.11,1.98,0.0931,6.04,9.44,0.0931,0.605,0,126,92,130,9,"1",NA,NA,53
"127","Vikings","DST","MIN",6.22,1.17,0.0472,5.08,7.99,0.0472,-0.0164,0.0311,127,131,125,2,"1",NA,NA,88
"128","Brian Burns","DL","NYG",3.38,0.858,0.0192,2.9,4.39,0.0192,0.0982,0.231,128,116,111,9,"2",NA,NA,59
"129","Xavier Woods","DB","CAR",6.12,0.868,0.00594,5.29,6.84,0.00594,-0.06,-0.747,129,138,196,9,"1",NA,NA,29
"130","Anthony Richardson","QB","IND",16.3,1.28,0.595,14.4,17.8,0,0.0997,0,130,115,130,13,"7",NA,NA,60
"131","Justice Hill","RB","BAL",6.35,0.319,0.383,5.79,6.65,0,1.32,-0.748,130,71,197,35,"13",NA,NA,4
"132","Demario Douglas","WR","NE",9.72,0.677,0.0701,8.67,10.6,0,0.0717,-1.03,130,119,232,36,"9",NA,NA,6
"133","Sam LaPorta","TE","DET",8.83,1.56,0.222,6,10.1,0,-0.665,0,130,196,130,13,"7",NA,NA,94
"134","Chris Boswell","K","PIT",8.74,1,0.267,7.28,9.78,0,0.203,0,130,110,130,8,"2",NA,NA,44
"135","Broncos","DST","DEN",6.18,0.949,0.0413,5.13,7.53,0,0.0399,-0.435,130,125,171,3,"2",NA,NA,76
"136","Jeffery Simmons","DL","TEN",3.36,1.09,0.063,2.62,4.12,0,-0.185,-0.043,130,148,133,10,"2",NA,NA,80
"137","Robert Spillane","LB","LVR",7.02,2.4,0.294,5.24,9.8,0,-0.193,0.359,130,149,103,10,"1",NA,NA,86
"138","Xavier McKinney","DB","GB",6.11,0.966,0.0251,5.41,7.22,0,0.0622,-0.374,130,122,162,10,"1",NA,NA,40
"139","Minkah Fitzpatrick","DB","PIT",6.09,1.53,0.0182,5.21,7.89,-0.0251,-0.141,0.298,131,145,106,11,"1",NA,NA,84
"140","Steelers","DST","PIT",6.14,0.942,0.229,5.14,7.61,-0.0413,0.0478,-0.349,132,124,159,4,"3",NA,NA,72
"141","Kyle Hamilton","DB","BAL",6.07,0.904,0.00832,5.35,7.07,-0.0433,0,-0.524,133,130,175,12,"1",NA,NA,31
"142","Derwin James","DB","LAC",6.06,1.83,0.0372,4.54,8.12,-0.0516,-0.804,0.53,134,220,97,13,"1",NA,NA,95
"143","Keion White","DL","NE",3.3,0.714,0.0618,2.81,3.8,-0.063,0.00815,-0.366,135,127,161,11,"2",NA,NA,46
"144","Xavier Worthy","WR","KC",9.65,1.31,0.207,8.32,11.9,-0.0701,-0.284,0.208,136,156,112,37,"9",NA,NA,59
"145","Quentin Lake","DB","LAR",6.02,1.81,0.000557,4.64,8.09,-0.0888,-0.714,0.505,137,205,98,14,"1",NA,NA,93
"146","Tyler Nubin","DB","NYG",6.02,1.33,0.0263,5.3,7.59,-0.0894,-0.0453,0,138,137,130,15,"1",NA,NA,69
"147","Jeremy Chinn","DB","WAS",6,1.32,0.0221,5.23,7.54,-0.116,-0.123,-0.0457,139,141,134,16,"1",NA,NA,67
"148","Cameron Heyward","DL","PIT",3.24,1.05,0.179,2.52,3.97,-0.125,-0.286,-0.192,140,157,147,12,"3",NA,NA,73
"149","Grant Delpit","DB","CLE",5.97,1.01,0.116,5.33,7.16,-0.138,-0.0217,-0.433,141,134,169,17,"1",NA,NA,45
"150","Mark Andrews","TE","BAL",8.61,1.28,0.606,6.37,9.95,-0.222,-0.298,-0.182,142,159,145,14,"8",NA,NA,89
"151","Kyle Dugger","DB","NE",5.86,1.19,0.0346,5.02,7.24,-0.253,-0.331,-0.353,143,161,160,18,"2",NA,NA,53
"152","Matt Gay","K","IND",8.47,1.04,0.0477,6.74,9.63,-0.267,-0.338,-0.145,144,163,140,9,"2",NA,NA,60
"153","Buccaneers","DST","TB",5.91,1.79,0.332,4.13,8.69,-0.271,-0.962,0.73,145,248,89,5,"4",NA,NA,99
"154","Christian Watson","WR","GB",9.44,0.864,0.0544,8.04,10.5,-0.277,-0.558,-1.16,146,182,248,38,"9",NA,NA,15
"155","Jordan Fuller","DB","CAR",5.82,1.37,0.0786,5.01,6.89,-0.288,-0.342,-0.702,147,164,189,19,"2",NA,NA,71
"156","Quay Walker","LB","GB",6.72,2.15,0.0219,5.42,9.25,-0.294,-0.0185,-0.187,148,133,146,11,"1",NA,NA,67
"157","T.J. Watt","DL","PIT",3.06,0.424,0.0381,2.81,3.39,-0.304,0,-0.774,149,130,199,13,"3",NA,NA,23
"158","Cameron Dicker","K","LAC",8.42,1.26,0.0393,6.49,9.57,-0.315,-0.586,-0.207,150,185,149,10,"2",NA,NA,72
"159","Jordyn Brooks","LB","MIA",6.7,2.09,0.125,5.42,9.15,-0.316,-0.0179,-0.283,151,132,154,12,"1",NA,NA,65
"160","Rome Odunze","WR","CHI",9.39,0.421,0.0508,8.99,10.1,-0.331,0.386,-1.53,152,104,275,39,"9",NA,NA,1
"161","Daniel Ekuale","DL","NE",3.02,0.601,0.00154,2.61,3.44,-0.342,-0.194,-0.723,153,150,192,14,"3",NA,NA,34
"162","Zach Allen","DL","DEN",3.02,0.884,0.0501,2.42,3.63,-0.344,-0.389,-0.529,154,167,176,15,"3",NA,NA,61
"163","Jason Sanders","K","MIA",8.38,1.26,0.16,6.45,9.67,-0.354,-0.63,-0.104,155,192,139,11,"2",NA,NA,76
"164","Amani Hooker","DB","TEN",5.74,1.14,0.00312,5.1,7.08,-0.367,-0.25,-0.505,156,152,174,20,"2",NA,NA,48
"165","Trevon Moehrig","DB","LVR",5.74,0.796,0.08,5,6.47,-0.37,-0.349,-1.12,157,165,246,21,"2",NA,NA,26
"166","Romeo Doubs","WR","GB",9.33,1.04,0.191,7.26,10.2,-0.382,-1.34,-1.51,158,327,274,40,"9",NA,NA,34
"167","Cam Akers","RB","MIN",5.96,0.81,0.328,5.05,7.05,-0.383,0.581,-0.349,159,96,158,36,"14",NA,NA,21
"168","Harold Landry","DL","TEN",2.97,0.212,0.0285,2.81,3.1,-0.394,0.00122,-1.06,160,129,236,16,"3",NA,NA,7
"169","Micah Parsons","DL","DAL",2.94,0.97,0.0144,2.31,4.08,-0.423,-0.495,-0.0837,161,174,138,17,"3",NA,NA,68
"170","Calijah Kancey","DL","TB",2.93,0.389,0.0329,2.66,3.19,-0.437,-0.148,-0.969,162,146,224,18,"3",NA,NA,21
"171","Eric Kendricks","LB","DAL",6.58,2.2,0.00214,5.03,9.13,-0.442,-0.403,-0.302,163,168,155,13,"1",NA,NA,76
"172","Josey Jewell","LB","CAR",6.57,2.35,0.0806,4.65,9.24,-0.444,-0.78,-0.198,164,212,148,14,"1",NA,NA,84
"173","Brandon Jones","DB","DEN",5.66,0.917,0.0231,4.98,6.7,-0.45,-0.372,-0.889,165,166,213,22,"2",NA,NA,33
"174","Jalen Carter","DL","PHI",2.89,1.99,0.0209,1.54,4.27,-0.47,-1.27,0.109,166,306,118,19,"3",NA,NA,99
"175","Kamren Curl","DB","LAR",5.64,2.19,0.0381,4.14,7.16,-0.473,-1.21,-0.432,167,296,168,23,"2",NA,NA,99
"176","Jonathan Greenard","DL","MIN",2.87,0.283,0.00045,2.7,3.09,-0.491,-0.102,-1.07,168,140,237,20,"3",NA,NA,12
"177","Chauncey Golston","DL","DAL",2.87,1.43,0.0453,1.55,4.4,-0.491,-1.26,0.24,169,305,110,21,"4",NA,NA,95
"178","Jammie Robinson","DB","CAR",5.6,NA,0.0188,NA,NA,-0.511,NA,NA,170,NA,NA,24,"2",NA,NA,NA
"179",NA,"K",NA,8.22,1.67,0.167,6.43,9.78,-0.514,-0.65,0.00577,171,195,129,12,"2",NA,NA,92
"180","Tremaine Edmunds","LB","CHI",6.49,1.65,0.0105,5.6,8.44,-0.525,0.17,-0.999,172,113,228,15,"1",NA,NA,24
"181","Jordan Poyer","DB","MIA",5.58,1.72,0.0977,4.24,7.55,-0.53,-1.11,-0.0391,173,283,132,25,"2",NA,NA,90
"182","Roquan Smith","LB","BAL",6.48,1.59,0.0182,5.6,8.35,-0.535,0.165,-1.08,174,114,240,16,"1",NA,NA,22
"183","Danielle Hunter","DL","HOU",2.83,0.806,0.0314,2.4,3.78,-0.537,-0.404,-0.387,175,169,163,22,"4",NA,NA,55
"184","Lavonte David","LB","TB",6.47,1.93,0.0817,5.41,8.74,-0.553,-0.0284,-0.697,176,136,188,17,"1",NA,NA,49
"185","Calais Campbell","DL","MIA",2.8,0.707,0.0519,2.31,3.29,-0.568,-0.492,-0.875,177,173,209,23,"4",NA,NA,43
"186","Keenan Allen","WR","CHI",9.14,0.943,0.196,8.19,10.8,-0.573,-0.416,-0.886,178,171,212,41,"9",NA,NA,21
"187","C.J. Stroud","QB","HOU",15.7,1.48,0.381,13.3,17.3,-0.595,-1,-0.545,179,259,178,14,"7",NA,NA,74
"188","Bears","DST","CHI",5.57,0.741,0.273,4.77,6.73,-0.603,-0.323,-1.23,180,160,254,6,"5",NA,NA,56
"189","Leonard Williams","DL","SEA",2.74,1.06,0.0295,2.02,3.48,-0.62,-0.785,-0.682,181,214,186,24,"4",NA,NA,77
"190","Rayshawn Jenkins","DB","SEA",5.48,0.354,0.0287,5.21,5.7,-0.627,-0.138,-1.89,182,144,313,26,"2",NA,NA,3
"191","Bobby Okereke","LB","NYG",6.38,1.89,0.0363,5.22,8.6,-0.635,-0.219,-0.839,183,151,204,18,"1",NA,NA,41
"192","Kwity Paye","DL","IND",2.71,0.725,0.0147,2.05,3.41,-0.649,-0.753,-0.755,184,207,198,25,"4",NA,NA,48
"193","Jordan Whitehead","DB","TB",5.45,1.48,0.044,4.42,7.18,-0.656,-0.928,-0.411,185,242,165,27,"2",NA,NA,78
"194","Byron Young","DL","LAR",2.7,NA,0.00756,NA,NA,-0.664,NA,NA,186,NA,NA,26,"4",NA,NA,NA
"195","Azeez Al-Shaair","LB","HOU",6.35,1.79,0.0403,5.31,8.45,-0.671,-0.125,-0.986,187,142,227,19,"1",NA,NA,35
"196","T'Vondre Sweat","DL","TEN",2.69,1.26,0.0189,1.82,4.16,-0.672,-0.988,0,188,255,130,27,"4",NA,NA,89
"197","Wil Lutz","K","DEN",8.06,1.09,0.000245,6.49,9.35,-0.681,-0.587,-0.425,189,186,166,13,"2",NA,NA,64
