"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",21.9,1.52,2.18,20.1,24.8,13.2,13.4,12.8,1,1,1,1,"1",NA,NA,66
"2","Justin Jefferson","WR","MIN",22.7,1.83,0.2,20.6,25.1,11.2,11.2,11.8,2,2,2,1,"1",NA,NA,80
"3","Tony Pollard","RB","DAL",19.7,1.39,3.08,17.4,21.4,11,10.7,9.43,3,3,5,2,"2",NA,NA,62
"4","Tyreek Hill","WR","MIA",22.5,1.93,3.88,19.9,24.4,11,10.5,11.1,4,4,3,2,"2",NA,NA,85
"5","Travis Kelce","TE","KC",18.6,2.56,4.08,14.4,20.8,10.1,7.79,10.8,5,6,4,1,"1",NA,NA,99
"6","Bijan Robinson","RB","ATL",16.7,2.89,0.126,12.2,20.5,7.97,5.48,8.54,6,19,6,3,"2",NA,NA,96
"7","Joe Mixon","RB","CIN",16.5,1.85,0.478,14.4,19.8,7.84,7.69,7.78,7,7,7,4,"2",NA,NA,82
"8","Patrick Mahomes","QB","KC",24.8,1.61,2.32,23.3,27.5,7.57,7.29,7.6,8,9,9,1,"1",NA,NA,83
"9","Travis Etienne","RB","JAC",16.1,1.73,0.0587,13.9,18.8,7.36,7.18,6.8,9,11,15,5,"3",NA,NA,77
"10","Derrick Henry","RB","TEN",16,1.14,0.0338,14,16.9,7.3,7.26,4.9,10,10,23,6,"3",NA,NA,43
"11","Jahmyr Gibbs","RB","DET",16,2.65,0.0553,12.1,19.2,7.27,5.36,7.22,11,21,14,7,"3",NA,NA,94
"12","Josh Jacobs","RB","LVR",15.9,1.28,0.204,14.3,17.9,7.22,7.58,5.9,12,8,19,8,"3",NA,NA,55
"13","Keenan Allen","WR","LAC",18.6,2.51,0.167,13.7,20.9,7.13,4.31,7.61,13,32,8,3,"2",NA,NA,97
"14","Kyren Williams","RB","LAR",15.7,2.23,1.02,12.9,18.6,7.01,6.21,6.61,14,14,16,9,"4",NA,NA,92
"15","Davante Adams","WR","LVR",18.4,1.37,0.301,17.4,20.8,6.96,7.96,7.55,15,5,11,4,"2",NA,NA,54
"16","CeeDee Lamb","WR","DAL",18.1,2.57,0.286,13.8,20.9,6.66,4.35,7.59,16,31,10,5,"2",NA,NA,99
"17","Ja'Marr Chase","WR","CIN",17.8,2.04,0.604,14.8,20.6,6.38,5.39,7.29,17,20,13,6,"3",NA,NA,90
"18","Mark Andrews","TE","BAL",14.5,1.21,0.945,13.3,16.6,6.03,6.64,6.61,18,12,17,2,"2",NA,NA,70
"19","Rhamondre Stevenson","RB","NE",14.7,1.6,0.114,12,16.4,5.99,5.33,4.42,19,22,29,10,"4",NA,NA,68
"20","Kenneth Walker III","RB","SEA",14.6,1.36,0.553,12.6,16.8,5.87,5.88,4.85,20,16,24,11,"4",NA,NA,60
"21","Amon-Ra St. Brown","WR","DET",17.2,2.48,0.19,13.1,20.8,5.77,3.71,7.46,21,42,12,7,"3",NA,NA,96
"22","Stefon Diggs","WR","BUF",17.1,1.9,0.0131,14.4,19.7,5.58,5.01,6.4,22,23,18,8,"3",NA,NA,84
"23","Calvin Ridley","WR","JAC",17,1.16,1.03,15.7,18.8,5.57,6.25,5.55,23,13,22,9,"4",NA,NA,37
"24","Alexander Mattison","RB","MIN",14,1.35,0.192,12.7,16.3,5.32,6,4.36,24,15,31,12,"4",NA,NA,58
"25","Jalen Hurts","QB","PHI",22.5,1.25,0.668,20.8,24,5.25,4.83,4.08,25,25,32,2,"1",NA,NA,62
