"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",20.9,1.93,2.64,18,23,13,13,13.2,1,1,1,1,"1",NA,NA,89
"2","Austin Ekeler","RB","LAC",18.3,1.15,0.558,16.9,20.4,10.4,11.9,10.5,2,2,2,2,"1",NA,NA,54
"3","Tyreek Hill","WR","MIA",21.9,1.18,0.406,20.4,23.3,9.84,10.5,9.58,3,5,7,1,"1",NA,NA,51
"4","Raheem Mostert","RB","MIA",17.7,1.36,0.154,15.7,19.8,9.8,10.7,9.95,4,4,4,3,"1",NA,NA,69
"5","Tony Pollard","RB","DAL",17.5,1.52,0.722,16.1,20.1,9.65,11.1,10.2,5,3,3,4,"2",NA,NA,75
"6","Cooper Kupp","WR","LAR",21.5,1.62,0.135,19.3,23.5,9.44,9.38,9.75,6,13,5,2,"1",NA,NA,78
"7","Travis Kelce","TE","KC",18.2,1.04,4.14,17,19.7,9.33,9.49,9.4,7,11,8,1,"1",NA,NA,49
"8","Ja'Marr Chase","WR","CIN",21.3,1.51,1.3,19.3,23.4,9.3,9.35,9.63,8,14,6,3,"2",NA,NA,71
"9","Travis Etienne","RB","JAC",16.8,1.36,0.116,14.6,18.8,8.93,9.64,8.9,9,8,11,5,"2",NA,NA,68
"10","Bijan Robinson","RB","ATL",16.7,2.48,0.0718,13.2,19.2,8.81,8.22,9.35,10,18,9,6,"2",NA,NA,92
"11","David Montgomery","RB","DET",16.6,1.84,0.0899,13.7,19.1,8.74,8.69,9.21,11,15,10,7,"2",NA,NA,87
"12","Alvin Kamara","RB","NO",16.5,1.13,0.157,14.6,17.8,8.65,9.58,7.89,12,10,14,8,"2",NA,NA,52
"13","Kyren Williams","RB","LAR",16.4,0.656,0.353,15.5,17.3,8.49,10.5,7.42,13,6,16,9,"3",NA,NA,26
"14","D'Andre Swift","RB","PHI",16,1.22,0.0142,14.4,17.9,8.14,9.44,8.06,14,12,12,10,"3",NA,NA,56
"15","Isiah Pacheco","RB","KC",16,1.01,0.00454,14.7,17.8,8.13,9.7,7.96,15,7,13,11,"3",NA,NA,47
"16","Josh Jacobs","RB","LVR",16,1.04,1.27,14.6,17.1,8.12,9.59,7.23,16,9,18,12,"4",NA,NA,48
"17","Stefon Diggs","WR","BUF",20,1.12,0.986,18.6,21.3,8,8.65,7.52,17,16,15,4,"3",NA,NA,45
"18","Patrick Mahomes","QB","KC",23.9,1.35,0.46,22.7,26,7.92,7.95,6.5,18,19,23,1,"1",NA,NA,76
