"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Tyreek Hill","WR","MIA",23.5,2.11,3.1,19.9,26.1,12.8,11.2,13.8,1,1,1,1,"1",NA,NA,94
"2","Travis Kelce","TE","KC",18.9,1.48,5.4,16.7,20.7,11.2,10.3,11.8,2,2,3,1,"1",NA,NA,93
"3","Christian McCaffrey","RB","SF",17.6,3.68,0.0139,11.7,21.8,10.9,6.33,13.4,3,20,2,1,"1",NA,NA,99
"4","Josh Jacobs","RB","LVR",17.6,2.09,0.0657,13.9,20.2,10.9,8.55,11.8,4,10,4,2,"1",NA,NA,92
"5","Austin Ekeler","RB","LAC",17.6,1.6,0.464,14.7,19.2,10.9,9.34,10.8,5,7,6,3,"1",NA,NA,82
"6","Kenneth Walker III","RB","SEA",17.1,1.15,0.786,15.6,18.6,10.4,10.2,10.2,6,3,8,4,"2",NA,NA,57
"7","Cooper Kupp","WR","LAR",20.4,2.05,0.832,18,22.8,9.65,9.35,10.4,7,6,7,2,"1",NA,NA,92
"8","Saquon Barkley","RB","NYG",16.3,2.06,0.232,14,20,9.61,8.67,11.6,8,8,5,5,"2",NA,NA,89
"9","Raheem Mostert","RB","MIA",16.1,1.17,0.0603,14.8,17.7,9.38,9.41,9.27,9,5,13,6,"2",NA,NA,59
"10","Travis Etienne","RB","JAC",16,1.13,0.408,14.8,18.1,9.32,9.44,9.73,10,4,11,7,"2",NA,NA,54
"11","Alvin Kamara","RB","NO",15.6,1.08,0.197,13.9,16.9,8.91,8.58,8.49,11,9,16,8,"2",NA,NA,46
"12","Stefon Diggs","WR","BUF",19.6,1.82,1.8,17.1,22.2,8.82,8.42,9.81,12,11,9,3,"2",NA,NA,90
"13","Bijan Robinson","RB","ATL",15.4,1.86,0.0802,12.8,18.2,8.71,7.47,9.8,13,14,10,9,"3",NA,NA,86
"14","D'Andre Swift","RB","PHI",15.3,1.49,0.486,12.5,17,8.63,7.16,8.57,14,16,15,10,"3",NA,NA,73
"15","Isiah Pacheco","RB","KC",14.8,1.37,1.03,13.2,17.3,8.15,7.85,8.87,15,13,14,11,"4",NA,NA,67
"16","Jalen Hurts","QB","PHI",23.5,1.11,0.255,22,24.4,7.66,7.45,6.02,16,15,27,1,"1",NA,NA,53
"17","Patrick Mahomes","QB","KC",23.2,1.41,2.3,21.5,25.3,7.41,6.98,6.94,17,18,20,2,"2",NA,NA,63
"18","Aaron Jones","RB","GB",13.8,1.12,0.00728,12.2,14.8,7.12,6.85,6.44,18,19,23,12,"4",NA,NA,52
"19","Jahmyr Gibbs","RB","DET",13.8,2.75,1.13,9.23,17.8,7.11,3.89,9.43,19,38,12,13,"5",NA,NA,99
"20","Keenan Allen","WR","LAC",17.8,1.14,0.179,16.6,19.7,7.02,7.91,7.36,20,12,18,4,"2",NA,NA,53
"21","A.J. Brown","WR","PHI",17.6,0.943,0.603,15.8,18.4,6.84,7.1,6.09,21,17,26,5,"3",NA,NA,40
"22","Amon-Ra St. Brown","WR","DET",17,1.37,0.564,14.4,18.3,6.24,5.77,5.94,22,22,28,6,"3",NA,NA,70
"23","Jonathan Taylor","RB","IND",12.7,2.22,0.332,10.8,16.4,5.98,5.44,7.99,23,24,17,14,"5",NA,NA,96
"24","T.J. Hockenson","TE","MIN",13.5,0.525,0.0719,12.6,14.1,5.83,6.26,5.24,24,21,33,2,"1",NA,NA,20
"25","Mark Andrews","TE","BAL",13.4,1.56,2.31,10.8,15.3,5.76,4.49,6.48,25,35,22,3,"2",NA,NA,96
"26","Brandon Aiyuk","WR","SF",16.4,2.17,0.0338,13.2,19.2,5.68,4.56,6.88,26,34,21,7,"3",NA,NA,95
"27","Rhamondre Stevenson","RB","NE",12.3,1.22,0.103,10.7,13.8,5.64,5.35,5.46,27,25,30,15,"5",NA,NA,63
"28","Davante Adams","WR","LVR",16.4,1.72,0.822,14,18.7,5.64,5.28,6.3,28,26,24,8,"4",NA,NA,88
"29","Alexander Mattison","RB","MIN",12.2,1.04,0.113,10.9,13.8,5.54,5.6,5.4,29,23,31,16,"5",NA,NA,44
"30","Brian Robinson","RB","WAS",12.1,1.22,0.0448,9.94,13.3,5.43,4.6,4.88,30,33,34,17,"6",NA,NA,62
"31","James Cook","RB","BUF",12.1,1.58,0.0598,9.75,14.7,5.38,4.4,6.26,31,37,25,18,"6",NA,NA,81
"32","Jerome Ford","RB","CLE",12,1.41,0.344,9.76,13.7,5.32,4.42,5.27,32,36,32,19,"6",NA,NA,71
"33","Josh Allen","QB","BUF",20.9,0.867,0.0142,19.7,21.8,5.11,5.13,3.41,33,29,47,3,"2",NA,NA,39
"34","Lamar Jackson","QB","BAL",20.9,0.967,1.48,19.7,22.6,5.1,5.19,4.17,34,28,39,4,"3",NA,NA,43
"35","Rachaad White","RB","TB",11.7,1.3,1.46,10.1,13.1,4.98,4.72,4.72,35,31,37,20,"7",NA,NA,65
"36","Mike Evans","WR","TB",15.6,1.58,0.264,13.4,18.1,4.82,4.71,5.73,36,32,29,9,"4",NA,NA,80
"37","Jaylen Waddle","WR","MIA",15.3,2.1,0.3,13.9,19.5,4.56,5.24,7.15,37,27,19,10,"4",NA,NA,93
"38","Puka Nacua","WR","LAR",15,1.38,1.06,13.5,17.2,4.26,4.83,4.87,38,30,35,11,"5",NA,NA,71
"39","Tua Tagovailoa","QB","MIA",19.5,0.626,0.355,18.3,20.1,3.62,3.78,1.66,39,40,69,5,"3",NA,NA,33
"40","DOnta Foreman","RB","CHI",10.2,2.3,0.129,6.6,12.9,3.52,1.26,4.53,40,76,38,21,"7",NA,NA,97
"41","George Kittle","TE","SF",11.1,1.5,0.249,8.85,13,3.45,2.49,4.17,41,58,40,4,"3",NA,NA,94
"42","Jaylen Warren","RB","PIT",10.1,1.56,0.0731,7.38,12,3.39,2.03,3.62,42,62,46,22,"7",NA,NA,80
"43","Javonte Williams","RB","DEN",10,1.4,0.577,7.95,11.7,3.32,2.61,3.29,43,55,48,23,"8",NA,NA,68
"44","Justin Herbert","QB","LAC",19.1,1.56,0.698,17.1,20.8,3.27,2.52,2.38,44,57,60,6,"4",NA,NA,80
"45","Sam LaPorta","TE","DET",10.8,0.644,0.25,9.81,11.6,3.2,3.45,2.72,45,43,57,5,"3",NA,NA,30
"46","Christian Kirk","WR","JAC",14,1.54,0.0212,12.2,16.5,3.19,3.49,4.12,46,42,41,12,"5",NA,NA,79
"47","D.J. Moore","WR","CHI",13.9,1.79,0.245,12,17.1,3.17,3.34,4.73,47,46,36,13,"6",NA,NA,89
"48","Evan Engram","TE","JAC",10.6,0.89,0.242,9.73,12.1,2.95,3.37,3.26,48,45,50,6,"3",NA,NA,54
"49","Chris Olave","WR","NO",13.7,0.727,0.0498,12.5,14.5,2.93,3.87,2.17,49,39,63,14,"6",NA,NA,21
"50","Calvin Ridley","WR","JAC",13.6,1.02,0.0235,11.6,14.6,2.88,2.97,2.27,50,49,62,15,"6",NA,NA,45
"51","DK Metcalf","WR","SEA",13.6,1.48,0.0787,11.9,15.6,2.85,3.22,3.29,51,48,49,16,"6",NA,NA,73
"52","Amari Cooper","WR","CLE",13.5,1.48,0.00019,10.6,14.8,2.77,1.96,2.4,52,63,59,17,"6",NA,NA,73
"53","Marquise Brown","WR","ARI",13.5,1.51,0.0194,12.2,16.5,2.77,3.53,4.1,53,41,42,18,"6",NA,NA,77
"54","Jakobi Meyers","WR","LVR",13.5,1.32,0.157,11.3,14.9,2.75,2.58,2.54,54,56,58,19,"6",NA,NA,64
"55","Najee Harris","RB","PIT",9.44,1.75,0.371,7.06,11.2,2.74,1.72,2.83,55,68,56,24,"8",NA,NA,84
"56","Dallas Goedert","TE","PHI",10.4,0.477,0.382,9.74,10.9,2.71,3.38,2.11,56,44,66,7,"4",NA,NA,16
"57","Tyler Lockett","WR","SEA",13.4,1.22,0.0145,11,14.5,2.6,2.32,2.09,57,60,67,20,"6",NA,NA,59
"58","Christian Watson","WR","GB",13.4,2.31,0.00199,10.5,16.4,2.58,1.81,4.07,58,65,43,21,"6",NA,NA,96
"59","DeVonta Smith","WR","PHI",13.4,1.35,0.0836,11.3,15.3,2.58,2.62,2.98,59,54,53,22,"6",NA,NA,69
"60","Geno Smith","QB","SEA",18.4,1.07,0.247,16.7,19.5,2.57,2.1,1.1,60,61,76,7,"4",NA,NA,49
