"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",22.6,1.24,4.49,20.8,24.2,15.2,15.3,14.2,1,1,1,1,"1",NA,NA,62
"2","Justin Jefferson","WR","MIN",22.1,2.49,0.443,18.9,26.2,11.7,10.3,13.6,2,4,2,1,"1",NA,NA,99
"3","Tyreek Hill","WR","MIA",21.6,1.01,1.1,20.4,22.9,11.3,11.7,10.3,3,2,5,2,"1",NA,NA,35
"4","Bijan Robinson","RB","ATL",18.1,2.65,0.618,14.8,21.3,10.7,9.34,11.3,4,7,4,2,"1",NA,NA,98
"5","Davante Adams","WR","LVR",20.5,2.5,0.754,17.5,24.8,10.2,8.87,12.2,5,12,3,3,"2",NA,NA,99
"6","David Montgomery","RB","DET",17.5,1.58,0.126,14.9,19,10,9.4,9.01,6,6,9,3,"1",NA,NA,80
"7","Tony Pollard","RB","DAL",17.3,1.55,0.282,15.8,19.9,9.91,10.3,9.85,7,3,7,4,"1",NA,NA,78
"8","Josh Jacobs","RB","LVR",17,1.6,0.625,14.6,18.7,9.63,9.07,8.74,8,9,10,5,"2",NA,NA,81
"9","Travis Kelce","TE","KC",18.3,1.93,4.84,15.6,20.5,9.55,8.52,10.3,9,13,6,1,"1",NA,NA,97
"10","Ja'Marr Chase","WR","CIN",19.8,1.94,0.759,17.6,22.3,9.42,8.92,9.67,10,10,8,4,"3",NA,NA,91
"11","Derrick Henry","RB","TEN",16.4,1.4,0.278,15,18.7,9.01,9.47,8.7,11,5,11,6,"2",NA,NA,73
"12","Kyren Williams","RB","LAR",16.1,1.62,0.285,14.4,18.6,8.73,8.9,8.63,12,11,12,7,"3",NA,NA,82
"13","Stefon Diggs","WR","BUF",19,1.88,0.55,15.7,21.2,8.66,7.07,8.57,13,19,13,5,"3",NA,NA,87
"14","Alvin Kamara","RB","NO",15.9,1.32,0.234,13.9,17.7,8.44,8.35,7.68,14,14,16,8,"3",NA,NA,68
"15","D'Andre Swift","RB","PHI",15.6,1.01,0.332,14.7,17.6,8.21,9.19,7.58,15,8,17,9,"3",NA,NA,48
"16","A.J. Brown","WR","PHI",18.5,1.96,1.77,16.1,21,8.11,7.47,8.35,16,18,14,6,"4",NA,NA,91
"17","Raheem Mostert","RB","MIA",15.3,1.16,0.0293,13.6,16.8,7.88,8.07,6.84,17,15,19,10,"3",NA,NA,55
