"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Travis Kelce","TE","KC",19.6,1.92,5.72,17.5,22.4,12.4,11.6,13.1,1,1,1,1,"1",NA,NA,97
"2","Tyreek Hill","WR","MIA",22.2,2.44,1.19,19.5,25.9,11.3,10.4,13.1,2,2,2,1,"1",NA,NA,98
"3","Alvin Kamara","RB","NO",18.3,2.21,1.01,14.6,21.1,11.1,8.96,12.7,3,6,3,1,"1",NA,NA,99
"4","Austin Ekeler","RB","LAC",17.3,1.51,0.0591,14.8,18.8,10.1,9.16,10.3,4,5,7,2,"1",NA,NA,75
"5","Ja'Marr Chase","WR","CIN",21,2.03,0.835,19.1,24.4,10.1,10,11.6,5,3,5,2,"1",NA,NA,95
"6","Saquon Barkley","RB","NYG",17.2,1.57,1.25,15.3,19,10,9.62,10.6,6,4,6,3,"2",NA,NA,80
"7","Stefon Diggs","WR","BUF",20.2,2.86,1.14,17.4,25.3,9.23,8.35,12.5,7,7,4,3,"2",NA,NA,99
"8","Breece Hall","RB","NYJ",16,1.53,0.451,13.9,18.2,8.8,8.23,9.8,8,8,9,4,"2",NA,NA,76
"9","Jonathan Taylor","RB","IND",15.5,1.76,0.297,13.4,18.3,8.35,7.72,9.87,9,12,8,5,"2",NA,NA,89
"10","A.J. Brown","WR","PHI",19,1.77,0.203,17,21.9,8.1,8.02,9.06,10,11,11,4,"3",NA,NA,89
"11","Josh Jacobs","RB","LVR",15.2,1.06,0.138,13.8,16.3,8.05,8.18,7.87,11,9,16,6,"3",NA,NA,49
"12","Bijan Robinson","RB","ATL",15.1,1.65,0.232,13.1,17.8,7.91,7.44,9.35,12,14,10,7,"3",NA,NA,83
"13","CeeDee Lamb","WR","DAL",18.8,1.38,1.87,17.1,20.7,7.89,8.12,7.89,13,10,15,5,"4",NA,NA,69
"14","Tony Pollard","RB","DAL",14.8,1.23,0.213,12.8,16.5,7.68,7.15,8.04,14,16,13,8,"3",NA,NA,62
"15","Raheem Mostert","RB","MIA",14.6,1.83,0.217,12.1,17.2,7.47,6.51,8.75,15,19,12,9,"3",NA,NA,94
"16","D'Andre Swift","RB","PHI",14.4,1.66,0.278,11.2,15.4,7.25,5.55,6.98,16,23,18,10,"3",NA,NA,84
"17","Derrick Henry","RB","TEN",14.1,0.901,0.176,12.6,15.4,6.97,6.99,6.95,17,18,19,11,"4",NA,NA,42
"18","Joe Mixon","RB","CIN",14,1.83,0.437,11.3,16.1,6.8,5.67,7.72,18,21,17,12,"4",NA,NA,95
"19","Mark Andrews","TE","BAL",13.8,1.8,1.64,10.6,15.5,6.65,4.63,6.19,19,34,21,2,"2",NA,NA,96
"20","Patrick Mahomes","QB","KC",22.3,0.622,0.135,21.4,23.1,6.6,7.66,4.93,20,13,34,1,"1",NA,NA,25
"21","Jalen Hurts","QB","PHI",22.1,1,0.171,20.9,23.2,6.47,7.12,5.04,21,17,33,2,"1",NA,NA,41
"22","Kenneth Walker III","RB","SEA",13.5,1.84,0.224,11.1,16.4,6.36,5.49,7.95,22,24,14,13,"4",NA,NA,96
"23","Josh Allen","QB","BUF",22,0.676,1.34,21,22.7,6.3,7.24,4.56,23,15,37,3,"2",NA,NA,27
"24","Isiah Pacheco","RB","KC",13.3,1.33,0.22,10.6,14.4,6.13,4.99,5.95,24,30,23,14,"4",NA,NA,68
"25","Keenan Allen","WR","LAC",16.9,1.07,0.59,15.3,18,6.02,6.29,5.14,25,20,31,6,"5",NA,NA,49
