"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",22.8,1.5,3.22,21.5,25.6,12.6,13.7,13.8,1,1,1,1,"1",NA,NA,72
"2","Tyreek Hill","WR","MIA",22.5,1.73,0.282,20,24.1,10.3,9.86,10.3,2,4,3,1,"1",NA,NA,78
"3","Justin Jefferson","WR","MIN",22.2,1.97,0.625,20.1,24.6,9.99,9.93,10.8,3,3,2,2,"1",NA,NA,88
"4","Saquon Barkley","RB","NYG",19.6,0,1.26,19.6,19.6,9.41,11.9,7.82,4,2,10,2,"2",NA,NA,1
"5","Keenan Allen","WR","LAC",21.6,1.2,1.83,20,23.2,9.37,9.8,9.39,5,5,6,3,"2",NA,NA,40
"6","Travis Kelce","TE","KC",17.6,1.62,4.44,15.1,19.4,9.33,8.36,9.42,6,7,5,1,"1",NA,NA,89
"7","Tony Pollard","RB","DAL",18.3,1.49,2.03,16.3,20.2,8.15,8.59,8.46,7,6,7,3,"3",NA,NA,70
"8","Ja'Marr Chase","WR","CIN",19.7,1.81,0.629,17.9,21.9,7.53,7.71,8,8,8,8,4,"3",NA,NA,82
"9","Davante Adams","WR","LVR",19.1,1.75,0.874,17.4,21.7,6.9,7.25,7.84,9,10,9,5,"4",NA,NA,79
"10","Travis Etienne","RB","JAC",16.3,1.79,0.129,14.7,19.2,6.12,6.93,7.38,10,12,11,4,"3",NA,NA,88
"11","Stefon Diggs","WR","BUF",18.2,1.95,0.571,15.6,21,6.03,5.4,7.14,11,16,12,6,"4",NA,NA,87
"12","Derrick Henry","RB","TEN",16.2,0.921,0.0574,15.4,17.8,5.99,7.67,5.99,12,9,15,5,"3",NA,NA,41
"13","Bijan Robinson","RB","ATL",16.1,3.14,0.182,11.8,21.2,5.93,4.06,9.45,13,27,4,6,"3",NA,NA,99
"14","Kenneth Walker III","RB","SEA",15.9,0.824,0.306,14.9,17.1,5.75,7.11,5.32,14,11,16,7,"3",NA,NA,34
"15","Amon-Ra St. Brown","WR","DET",17.7,1.95,1.02,14.7,20.4,5.46,4.53,6.55,15,21,13,7,"5",NA,NA,88
"16","Josh Jacobs","RB","LVR",15.6,1.67,0.0909,12.3,16.8,5.44,4.51,5,16,22,18,8,"3",NA,NA,82
"17","Kyren Williams","RB","LAR",15.5,1.84,0.985,13.4,18.2,5.35,5.7,6.43,17,14,14,9,"4",NA,NA,90
"18","T.J. Hockenson","TE","MIN",13.2,0.808,0.295,11.8,14.1,4.89,5.09,4.12,18,17,27,2,"1",NA,NA,35
"19","Josh Allen","QB","BUF",23,1.1,0.492,21.3,24.3,4.73,4.6,4.51,19,20,22,1,"1",NA,NA,59
"20","Mark Andrews","TE","BAL",12.9,1.47,1.64,10.8,14.9,4.6,4.13,4.97,20,26,19,3,"2",NA,NA,84
"21","A.J. Brown","WR","PHI",16.6,1.45,0.131,14.3,18.4,4.43,4.16,4.5,21,25,23,8,"5",NA,NA,60
"22","D'Andre Swift","RB","PHI",14.6,0.938,0.0561,13.3,16.1,4.37,5.56,4.32,22,15,25,10,"4",NA,NA,42
"23","Austin Ekeler","RB","LAC",14.5,0,0.229,14.5,14.5,4.31,6.75,2.72,23,13,46,11,"4",NA,NA,1
"24","CeeDee Lamb","WR","DAL",16.5,1.65,0.0808,13.6,18.2,4.3,3.39,4.3,24,34,26,9,"5",NA,NA,75
"25","Jalen Hurts","QB","PHI",22.5,1.03,0.684,21.4,24.3,4.24,4.67,4.47,25,19,24,2,"1",NA,NA,56
"26","Puka Nacua","WR","LAR",16.4,2.26,0.535,12.9,18.8,4.22,2.72,4.97,26,44,20,10,"5",NA,NA,96
"27","Rhamondre Stevenson","RB","NE",14.3,1.51,0.127,11.7,15.8,4.08,3.93,4.01,27,30,28,12,"4",NA,NA,73
"28","Raheem Mostert","RB","MIA",14.1,1.59,0.0486,11.2,15.8,3.95,3.41,4,28,33,29,13,"5",NA,NA,78
"29","Zack Moss","RB","IND",14.1,1.29,0.0459,11.8,15.2,3.9,4.01,3.41,29,28,37,14,"5",NA,NA,62
"30","Aaron Jones","RB","GB",14,1.18,0.0389,12,15.6,3.86,4.29,3.82,30,24,31,15,"5",NA,NA,55
"31","Joe Mixon","RB","CIN",14,1.73,0.412,11.4,16.6,3.82,3.69,4.86,31,32,21,16,"5",NA,NA,87
"32","DK Metcalf","WR","SEA",15.9,2.61,0.24,12,18.9,3.69,1.78,5.03,32,53,17,11,"6",NA,NA,99
"33","Patrick Mahomes","QB","KC",21.9,0.772,0.968,21,22.9,3.55,4.31,3.07,33,23,41,3,"2",NA,NA,47
"34","Chris Olave","WR","NO",15.6,1.52,0.319,13.2,17.7,3.45,2.98,3.83,34,43,30,12,"6",NA,NA,66
"35","Javonte Williams","RB","DEN",13.6,1.56,0.0716,10.9,15.3,3.41,3.2,3.56,35,39,33,17,"5",NA,NA,78
"36","Miles Sanders","RB","CAR",13.5,0.817,0.136,12.5,14.5,3.34,4.72,2.74,36,18,45,18,"5",NA,NA,32
"37","James Conner","RB","ARI",13.4,1.31,0.109,11.1,15.1,3.2,3.33,3.29,37,36,38,19,"5",NA,NA,64
"38","Tee Higgins","WR","CIN",15.3,1.35,0.177,13.4,17.4,3.13,3.26,3.52,38,38,35,13,"6",NA,NA,51
"39","James Cook","RB","BUF",13.3,1.72,0.458,10.8,15,3.09,3.06,3.2,39,42,40,20,"6",NA,NA,85
"40","Brandon Aiyuk","WR","SF",15.1,1.2,0.151,13.6,16.6,2.95,3.38,2.77,41,35,44,14,"6",NA,NA,41
"41","George Kittle","TE","SF",11.2,1.18,0.314,9.14,12.6,2.95,2.43,2.69,40,47,48,4,"2",NA,NA,65
"42","Calvin Ridley","WR","JAC",15,2,0.359,11.8,17.3,2.8,1.65,3.45,42,61,36,15,"6",NA,NA,91
"43","Evan Engram","TE","JAC",10.9,0.758,0.232,9.9,12,2.64,3.19,2.02,43,40,55,5,"2",NA,NA,32
"44","Alexander Mattison","RB","MIN",12.8,0.895,0.0055,11.7,13.9,2.63,4,2.13,44,29,52,21,"6",NA,NA,40
"45","Alvin Kamara","RB","NO",12.8,1.12,0.222,11.6,14.6,2.63,3.9,2.8,45,31,43,22,"6",NA,NA,53
"46","Justin Herbert","QB","LAC",20.9,0.679,1.59,20,21.6,2.58,3.31,1.81,46,37,61,4,"3",NA,NA,37
"47","Jaylen Waddle","WR","MIA",14.6,1.23,0.423,12.5,15.9,2.44,2.35,2.05,47,48,54,16,"7",NA,NA,42
"48","Rachaad White","RB","TB",12.6,1.32,0.365,10.8,13.7,2.41,3.07,1.97,49,41,56,23,"6",NA,NA,65
"49","Darren Waller","TE","NYG",10.7,1.02,0.318,9.23,12.3,2.41,2.52,2.34,48,46,51,6,"2",NA,NA,56
"50","Sam LaPorta","TE","DET",10.4,0.905,0.941,8.7,11.1,2.09,1.99,1.19,50,49,68,7,"3",NA,NA,46
"51","David Montgomery","RB","DET",12.2,1.81,0.0721,9.55,14.4,2.04,1.8,2.63,51,52,50,24,"6",NA,NA,89
"52","DeVonta Smith","WR","PHI",14.2,2.02,0.0444,11.7,17.7,2.02,1.55,3.81,52,62,32,17,"7",NA,NA,93
"53","Joshua Kelley","RB","LAC",12.2,2.03,0.434,9.11,15.3,1.97,1.36,3.55,54,69,34,25,"7",NA,NA,93
"54","Mike Evans","WR","TB",14.2,2,0.13,11.6,16.5,1.97,1.4,2.68,53,67,49,18,"7",NA,NA,91
"55","Amari Cooper","WR","CLE",14,1.22,0.172,11.9,15.7,1.84,1.76,1.82,55,55,59,19,"7",NA,NA,42
"56","Jerry Jeudy","WR","DEN",13.9,1.57,0.148,11.1,15.5,1.67,0.891,1.67,56,80,62,20,"7",NA,NA,71
"57","Eagles","DST","PHI",7.62,1.18,1.43,6.3,9.62,1.56,1.22,2.07,57,71,53,1,"1",NA,NA,99
"58","Jerome Ford","RB","CLE",11.7,1.99,0.306,9.2,14.7,1.53,1.45,2.91,58,65,42,26,"7",NA,NA,92
"59","Michael Pittman","WR","IND",13.7,0.701,0.0501,12.9,14.7,1.52,2.69,0.812,59,45,74,21,"7",NA,NA,11
"60","Deebo Samuel","WR","SF",13.7,2.89,0.351,8.39,16.6,1.47,-1.78,2.69,60,177,47,22,"7",NA,NA,99
"61","Najee Harris","RB","PIT",11.4,1.69,0.144,9.22,13.6,1.23,1.47,1.82,61,64,60,27,"7",NA,NA,84
"62","Dallas Goedert","TE","PHI",9.43,0.72,0.206,8.37,10.3,1.15,1.66,0.373,62,60,90,8,"4",NA,NA,29
"63","Courtland Sutton","WR","DEN",13.3,1.41,0.0406,11.8,15.8,1.12,1.67,1.91,63,59,58,23,"7",NA,NA,58
"64","Breece Hall","RB","NYJ",11.3,1.25,0.0186,9.47,13.1,1.08,1.72,1.3,64,57,67,28,"7",NA,NA,58
"65","Jakobi Meyers","WR","LVR",13.3,1.53,0.0245,10.8,15.5,1.08,0.617,1.65,65,85,63,24,"7",NA,NA,67
"66","Dameon Pierce","RB","HOU",11.3,1.03,0.0591,9.52,12.4,1.07,1.77,0.604,66,54,83,29,"7",NA,NA,47
"67","Tyler Lockett","WR","SEA",13.3,1.49,0.132,11.1,15.3,1.06,0.909,1.44,67,78,65,25,"8",NA,NA,65
"68","Isiah Pacheco","RB","KC",11.2,1.26,0.0488,9.7,12.5,1.01,1.95,0.696,68,50,80,30,"7",NA,NA,59
"69","Kirk Cousins","QB","MIN",19.3,0.732,0.0095,18.2,20,0.995,1.43,0.18,69,66,99,5,"3",NA,NA,44
