"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",21,1.1,2.95,19.9,23,12.1,13.6,10.8,1,1,1,1,"1",NA,NA,46
"2","Tyreek Hill","WR","MIA",21.8,1.87,1.37,18.5,23.7,10.8,9.27,10.1,2,4,3,1,"1",NA,NA,76
"3","Justin Jefferson","WR","MIN",20.4,2.56,1.08,17.2,23.5,9.41,7.92,9.91,3,8,4,2,"1",NA,NA,96
"4","Derrick Henry","RB","TEN",18.1,0.858,0.074,17,19.1,9.14,10.8,6.9,4,2,13,2,"1",NA,NA,35
"5","Saquon Barkley","RB","NYG",18,1.83,0.524,15.1,20.4,9.07,8.91,8.16,5,5,8,3,"1",NA,NA,83
"6","Travis Kelce","TE","KC",17.4,2.68,5.14,13.8,20.7,8.75,6.73,10.2,6,14,2,1,"1",NA,NA,99
"7","Tony Pollard","RB","DAL",17.5,1.31,0.766,15.9,19.3,8.54,9.66,7.09,7,3,10,4,"2",NA,NA,62
"8","Ja'Marr Chase","WR","CIN",19.3,1.89,0.501,17,22.3,8.33,7.76,8.71,8,10,5,3,"2",NA,NA,77
"9","Stefon Diggs","WR","BUF",18.8,1.24,0.953,17.2,20.5,7.83,7.95,6.95,9,7,12,4,"2",NA,NA,34
"10","Jalen Hurts","QB","PHI",25.5,1.77,1.79,22.9,27.8,7.8,7.2,8.27,10,11,7,1,"1",NA,NA,88
"11","Nick Chubb","RB","CLE",16.7,2.17,0.379,12.6,18.7,7.78,6.41,6.5,11,16,14,5,"2",NA,NA,91
"12","Bijan Robinson","RB","ATL",16.3,3.47,0.244,11.2,20.9,7.4,5,8.63,12,27,6,6,"2",NA,NA,99
"13","Josh Jacobs","RB","LVR",16.1,1.31,0.273,14,17.7,7.16,7.8,5.4,13,9,18,7,"2",NA,NA,61
"14","Joe Mixon","RB","CIN",15.8,1.19,1.13,14.4,17.7,6.88,8.21,5.43,14,6,17,8,"3",NA,NA,54
"15","Calvin Ridley","WR","JAC",17.9,1.77,0.15,16,19.8,6.88,6.74,6.2,15,13,15,5,"2",NA,NA,72
"16","Amon-Ra St. Brown","WR","DET",17.7,1.94,0.286,14.7,20.7,6.73,5.41,7.08,16,25,11,6,"3",NA,NA,79
"17","Davante Adams","WR","LVR",17.4,0.907,0.117,16.3,18.8,6.44,7.01,5.25,17,12,21,7,"3",NA,NA,13
"18","Keenan Allen","WR","LAC",17.3,2.58,0.871,13.2,20.9,6.32,3.95,7.34,18,38,9,8,"3",NA,NA,96
"19","Josh Allen","QB","BUF",23.7,1.11,0.814,21.8,24.9,6.01,6.06,5.33,19,18,19,2,"1",NA,NA,56
"20","Rhamondre Stevenson","RB","NE",14.7,1.8,0.21,12.4,17.5,5.75,6.22,5.27,20,17,20,9,"4",NA,NA,82
"21","James Conner","RB","ARI",14.5,1.38,0.317,11.9,16,5.54,5.69,3.72,21,22,33,10,"4",NA,NA,65
"22","DK Metcalf","WR","SEA",16.5,1.77,0.142,13.7,18.3,5.45,4.44,4.72,22,33,27,9,"3",NA,NA,71
"23","CeeDee Lamb","WR","DAL",16.3,1.69,0.0978,13.9,18.8,5.31,4.65,5.17,23,30,23,10,"4",NA,NA,66
"24","Kenneth Walker III","RB","SEA",14.1,1.7,0.0732,12.8,17.5,5.22,6.6,5.23,24,15,22,11,"4",NA,NA,77
"25","A.J. Brown","WR","PHI",16.2,2.12,0.748,12.5,18.7,5.21,3.19,5.11,25,43,24,11,"4",NA,NA,87
"26","Patrick Mahomes","QB","KC",22.9,0.989,2.83,21.5,24.6,5.2,5.77,5.01,26,20,26,3,"2",NA,NA,44
"27","Travis Etienne","RB","JAC",14.1,1.34,0.401,12.2,15.8,5.15,6.02,3.52,27,19,36,12,"4",NA,NA,63
"28","Rachaad White","RB","TB",13.7,1.97,0.205,11.5,17.3,4.75,5.26,5.08,28,26,25,13,"4",NA,NA,86
"29","Alexander Mattison","RB","MIN",13.5,1.5,0.23,11.7,15.9,4.54,5.44,3.62,29,23,34,14,"5",NA,NA,68
"30","Chris Olave","WR","NO",15.5,2.29,0.123,12.5,19.3,4.46,3.24,5.7,30,42,16,12,"4",NA,NA,93
"31","DeVonta Smith","WR","PHI",15.3,1.46,0.696,13.9,17.6,4.34,4.66,4.01,31,29,30,13,"5",NA,NA,54
"32","David Montgomery","RB","DET",13.2,1.58,0.0742,10.7,15.3,4.31,4.51,3.06,32,32,39,15,"5",NA,NA,74
"33","AJ Dillon","RB","GB",13.2,0.838,0.0483,12,14.2,4.24,5.77,1.91,33,21,56,16,"5",NA,NA,32
"34","James Cook","RB","BUF",13.1,1.29,0.36,11.6,15.3,4.19,5.41,3.01,34,24,40,17,"5",NA,NA,60
"35","Joshua Kelley","RB","LAC",12.8,2.16,0.19,10.4,16.5,3.83,4.22,4.26,35,35,28,18,"5",NA,NA,90
"36","Jaylen Waddle","WR","MIA",14.6,1.43,0.0921,12.3,16.3,3.65,3.02,2.71,36,45,42,14,"5",NA,NA,49
"37","Dameon Pierce","RB","HOU",12.6,1.84,0.0473,10.3,15.7,3.64,4.14,3.42,37,36,37,19,"5",NA,NA,84
"38","T.J. Hockenson","TE","MIN",12.3,0.993,0.424,11.2,13.8,3.6,4.11,3.25,38,37,38,2,"1",NA,NA,48
"39","Najee Harris","RB","PIT",12.5,1.25,0.0422,10.5,13.8,3.59,4.25,1.52,39,34,60,20,"5",NA,NA,58
"40","Breece Hall","RB","NYJ",12.5,2.72,0.0984,8.56,16.4,3.55,2.35,4.11,41,54,29,21,"5",NA,NA,96
"41","Tee Higgins","WR","CIN",14.6,1.58,0.189,13.1,17.5,3.55,3.8,3.91,40,39,32,15,"5",NA,NA,60
"42","Miles Sanders","RB","CAR",12.4,0.858,0.0127,10.9,13.2,3.45,4.68,0.995,42,28,73,22,"5",NA,NA,34
"43","D'Andre Swift","RB","PHI",12.4,1.91,0.179,9.72,14.4,3.44,3.51,2.13,43,41,51,23,"6",NA,NA,85
"44","Brandon Aiyuk","WR","SF",14.4,1.72,0.202,11.6,16.2,3.36,2.35,2.63,44,53,44,16,"5",NA,NA,68
"45","Javonte Williams","RB","DEN",12.2,0.913,0.293,10.9,13.4,3.26,4.64,1.15,45,31,68,24,"6",NA,NA,39
"46","Mark Andrews","TE","BAL",11.9,1.39,1.01,10.2,14.1,3.18,3.04,3.6,46,44,35,3,"2",NA,NA,75
"47","Deebo Samuel","WR","SF",14.2,1.45,0.447,11.6,15.7,3.16,2.31,2.07,47,56,55,17,"5",NA,NA,51
"48","Jahmyr Gibbs","RB","DET",11.9,3.32,0.441,6.21,16.2,2.97,0,3.92,48,103,31,25,"6",NA,NA,98
"49","Mike Williams","WR","LAC",13.7,1.8,0.0413,10.1,15,2.71,0.87,1.43,49,79,62,18,"5",NA,NA,74
"50","Garrett Wilson","WR","NYJ",13.7,1.78,0.197,11.6,16.4,2.67,2.37,2.76,50,52,41,19,"6",NA,NA,72
"51","Isiah Pacheco","RB","KC",11.5,2.13,0.0173,9.14,14.3,2.53,2.92,2.07,51,48,54,26,"6",NA,NA,89
"52","Brian Robinson","RB","WAS",11.4,1.36,0.168,9.1,13.2,2.51,2.89,0.919,52,49,77,27,"6",NA,NA,64
"53","Chris Godwin","WR","TB",13.5,1.24,0.112,11.6,15.2,2.48,2.32,1.58,53,55,59,20,"6",NA,NA,33
"54","Justin Herbert","QB","LAC",20.1,0.932,0.367,18.6,21,2.37,2.93,1.46,54,47,61,4,"2",NA,NA,39
"55","Mike Evans","WR","TB",13.4,1.68,0.293,10.7,15.9,2.36,1.41,2.27,55,70,48,21,"6",NA,NA,65
"56","Raheem Mostert","RB","MIA",11.3,1.38,0.0933,9.22,12.7,2.34,3,0.414,56,46,88,28,"6",NA,NA,66
"57","Jamaal Williams","RB","NO",11.2,0.801,1.03,10,12,2.25,3.8,-0.204,57,40,108,29,"7",NA,NA,31
"58","George Kittle","TE","SF",10.9,1.08,0.144,9.34,12.6,2.17,2.22,2.11,58,57,52,4,"2",NA,NA,57
"59","Michael Pittman","WR","IND",13.1,0.931,0.134,11.8,14.7,2.07,2.52,1.06,59,51,71,22,"6",NA,NA,15
"60","Darren Waller","TE","NYG",10.7,1.46,0.469,9.08,13.2,2.03,1.97,2.67,60,59,43,5,"3",NA,NA,82
"61","Joe Burrow","QB","CIN",19.7,1.01,0.222,18.4,21.3,2,2.68,1.72,61,50,58,5,"3",NA,NA,47
"62","Tyler Lockett","WR","SEA",12.9,1.33,0.0364,10.8,14.4,1.94,1.56,0.775,62,66,81,23,"6",NA,NA,42
"63","DeAndre Hopkins","WR","TEN",12.9,1.43,0.341,11.1,14.8,1.9,1.77,1.2,63,62,66,24,"6",NA,NA,48
"64","Lamar Jackson","QB","BAL",19.5,1.37,0.179,17.9,21.7,1.78,2.19,2.17,64,58,50,6,"3",NA,NA,72
"65","Trevor Lawrence","QB","JAC",19.3,1.27,0.73,17.6,20.5,1.6,1.89,0.951,65,61,75,7,"3",NA,NA,65
"66","Amari Cooper","WR","CLE",12.6,0.989,0.205,10.9,13.8,1.56,1.58,0.24,67,65,93,25,"6",NA,NA,19
"67","Dallas Goedert","TE","PHI",10.2,0.769,0.472,8.83,10.9,1.56,1.71,0.381,66,63,90,6,"3",NA,NA,22
"68","Terry McLaurin","WR","WAS",12.4,1.32,0.00491,10.8,14.5,1.35,1.5,0.945,68,68,76,26,"6",NA,NA,40
"69","Jerry Jeudy","WR","DEN",12.4,1.64,0.0504,10.2,14.7,1.35,0.898,1.12,69,78,70,27,"6",NA,NA,64
"70","Puka Nacua","WR","LAR",12.3,1.99,0.287,9.68,14.8,1.3,0.398,1.19,70,84,67,28,"7",NA,NA,82
"71","Khalil Herbert","RB","CHI",10.1,1.97,0.383,8.16,13.3,1.22,1.95,1,71,60,72,30,"8",NA,NA,87
