"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",22.9,1.52,3.39,21.2,25.3,14.6,15.7,13.7,1,1,1,1,"1",NA,NA,76
"2","Tyreek Hill","WR","MIA",23.5,1.72,1.72,21.5,25.6,12.6,12.4,12.8,2,3,2,1,"1",NA,NA,82
"3","Alvin Kamara","RB","NO",19.5,1.08,2.75,18.1,21.4,11.2,12.6,9.82,3,2,4,2,"2",NA,NA,50
"4","CeeDee Lamb","WR","DAL",21.8,1.97,2.65,19.3,24.6,10.9,10.1,11.8,4,4,3,2,"2",NA,NA,91
"5","Kyren Williams","RB","LAR",16.8,1.68,0.568,14.6,19.5,8.43,9.13,7.99,5,5,6,3,"3",NA,NA,82
"6","Keenan Allen","WR","LAC",19.1,0.978,1.67,17.4,20,8.24,8.28,7.13,6,9,8,3,"3",NA,NA,42
"7","Joe Mixon","RB","CIN",16.2,1.17,0.429,14.1,17.4,7.87,8.64,5.88,7,7,16,4,"3",NA,NA,62
"8","Austin Ekeler","RB","LAC",15.8,1.1,0.222,13.8,16.7,7.44,8.36,5.19,8,8,24,5,"3",NA,NA,55
"9","Travis Kelce","TE","KC",15.5,1.56,2.87,12.5,17,7.34,6.07,7.05,9,22,9,1,"1",NA,NA,96
"10","Zack Moss","RB","IND",15.5,1.1,0.133,14.5,17.6,7.21,8.98,6.06,10,6,13,6,"3",NA,NA,53
"11","Rachaad White","RB","TB",15.4,1.29,0.0319,12.8,16.1,7.08,7.29,4.57,11,12,29,7,"3",NA,NA,69
"12","Tony Pollard","RB","DAL",15.4,2.2,0.111,12.3,18.9,7.05,6.81,7.35,12,15,7,8,"3",NA,NA,95
"13","Bijan Robinson","RB","ATL",15.3,1.08,0.0992,13.7,16.6,6.94,8.26,5.01,13,10,26,9,"4",NA,NA,51
"14","Saquon Barkley","RB","NYG",15.2,1.38,0.289,13.6,17.3,6.84,8.16,5.74,14,11,20,10,"4",NA,NA,72
"15","A.J. Brown","WR","PHI",17.4,2.55,0.21,14.8,22.2,6.56,5.67,9.38,15,26,5,4,"3",NA,NA,99
"16","Travis Etienne","RB","JAC",14.9,1.76,0.118,12,17,6.55,6.53,5.45,16,17,22,11,"4",NA,NA,84
"17","Josh Jacobs","RB","LVR",14.8,1.2,0.0393,12.6,16,6.43,7.08,4.43,17,13,32,12,"4",NA,NA,66
"18","Jahmyr Gibbs","RB","DET",14.7,2.14,0.511,11.3,17.5,6.39,5.85,5.96,18,25,14,13,"4",NA,NA,93
"19","Jalen Hurts","QB","PHI",22.5,1.39,0.0473,20.6,24.5,6.38,6.5,6.06,19,18,12,1,"1",NA,NA,58
"20","Amon-Ra St. Brown","WR","DET",17.2,0.961,0.446,15.7,18,6.35,6.49,5.19,20,19,25,5,"3",NA,NA,42
"21","Josh Allen","QB","BUF",22.5,1.31,0.513,20.9,24.3,6.33,6.78,5.86,21,16,17,2,"1",NA,NA,53
"22","Ja'Marr Chase","WR","CIN",16.8,1.54,0.205,14.3,18.6,5.91,5.09,5.78,22,32,19,6,"3",NA,NA,73
"23","Devon Achane","RB","MIA",14.2,2.16,0.155,11.5,17,5.88,5.99,5.5,23,23,21,14,"5",NA,NA,94
"24","Dak Prescott","QB","DAL",22,1.73,1.25,19.4,24.4,5.82,5.31,5.94,24,31,15,3,"2",NA,NA,72
"25","Breece Hall","RB","NYJ",14.1,1.22,0.713,12.5,15.9,5.73,7.05,4.34,25,14,34,15,"5",NA,NA,67
"26","Mike Evans","WR","TB",16.6,2.13,0.251,13,19.2,5.7,3.86,6.33,26,44,11,7,"4",NA,NA,94
"27","Michael Pittman","WR","IND",16.3,0.635,0.238,15.4,17.2,5.45,6.28,4.33,27,21,35,8,"4",NA,NA,17
"28","Justin Jefferson","WR","MIN",16.1,1.7,0.138,13.6,18.2,5.21,4.48,5.32,28,37,23,9,"4",NA,NA,81
"29","Stefon Diggs","WR","BUF",16,1.91,0.589,13.6,19.4,5.07,4.45,6.56,29,38,10,10,"5",NA,NA,90
"30","Raheem Mostert","RB","MIA",13.3,1.82,0.371,10.9,16.1,5.02,5.44,4.53,30,27,31,16,"6",NA,NA,87
"31","Derrick Henry","RB","TEN",13,1.39,0.305,11.8,15.6,4.64,6.29,4.1,31,20,37,17,"6",NA,NA,73
"32","Patrick Mahomes","QB","KC",20.7,1.18,1.07,19,22.5,4.57,4.92,4.04,32,33,39,4,"3",NA,NA,40
"33","Nico Collins","WR","HOU",15.4,2.24,0.127,12.9,18.7,4.48,3.75,5.83,33,45,18,11,"5",NA,NA,96
"34","George Kittle","TE","SF",12.7,1.34,0.0782,10.2,14.1,4.47,3.75,4.12,34,46,36,2,"1",NA,NA,91
"35","Sam LaPorta","TE","DET",12.6,1.08,0.186,10.6,13.7,4.39,4.18,3.76,35,39,42,3,"1",NA,NA,74
"36","Deebo Samuel","WR","SF",15.2,2.02,0.061,12,17.6,4.36,2.88,4.8,36,57,27,12,"5",NA,NA,92
"37","Javonte Williams","RB","DEN",12.7,1.36,0.0994,10.9,14.5,4.34,5.41,2.99,37,28,48,18,"6",NA,NA,71
"38","Brandon Aiyuk","WR","SF",15.2,1.61,0.149,12.6,17.5,4.3,3.47,4.61,38,51,28,13,"5",NA,NA,76
"39","Ezekiel Elliott","RB","NE",12.6,1.56,0.0413,9.59,13.6,4.24,4.11,2.07,39,40,60,19,"6",NA,NA,79
"40","T.J. Hockenson","TE","MIN",12.4,1.48,1.2,9.88,14.3,4.21,3.47,4.35,40,52,33,4,"2",NA,NA,94
"41","David Montgomery","RB","DET",12.5,1.03,0.325,11.4,14,4.2,5.92,2.47,41,24,54,20,"6",NA,NA,47
"42","Chris Olave","WR","NO",15,1.42,0.369,12.6,16.6,4.15,3.47,3.76,42,50,43,14,"5",NA,NA,66
"43","James Cook","RB","BUF",12.2,1.1,0.0666,10.8,13.9,3.87,5.36,2.39,43,30,56,21,"6",NA,NA,54
"44","D'Andre Swift","RB","PHI",12.1,1.13,0.128,10.2,13.4,3.81,4.75,1.89,44,34,63,22,"6",NA,NA,60
