"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",21.6,1.09,4,20,22.9,14.4,15,13.9,1,1,1,1,"1",NA,NA,53
"2","Tyreek Hill","WR","MIA",23.2,1.45,2.62,21.8,25.2,12.9,13.6,12.8,2,2,2,1,"1",NA,NA,73
"3","Alvin Kamara","RB","NO",17.6,1.61,0.235,14.4,18.8,10.4,9.43,9.8,3,6,5,2,"1",NA,NA,85
"4","CeeDee Lamb","WR","DAL",20.6,1.89,1.61,17.4,22.7,10.3,9.22,10.3,4,7,4,2,"2",NA,NA,92
"5","Austin Ekeler","RB","LAC",17.4,1.44,1.06,15.4,19.3,10.2,10.4,10.4,5,3,3,3,"2",NA,NA,75
"6","Kyren Williams","RB","LAR",16.4,1.24,0.0192,14.7,18.3,9.12,9.7,9.28,6,5,7,4,"2",NA,NA,62
"7","Travis Etienne","RB","JAC",16.3,1.3,0.54,15.2,18.7,9.1,10.2,9.72,7,4,6,5,"2",NA,NA,66
"8","Travis Kelce","TE","KC",15.8,1.21,3.3,13.8,17.6,8.73,7.76,8.9,8,14,9,1,"1",NA,NA,85
"9","Keenan Allen","WR","LAC",19,1.42,1.07,17.2,21,8.64,8.95,8.57,9,9,10,3,"3",NA,NA,73
"10","Jahmyr Gibbs","RB","DET",15.8,1.73,0.206,12.6,17.5,8.56,7.66,8.49,10,15,11,6,"2",NA,NA,87
"11","Rachaad White","RB","TB",15.6,1.6,0.329,12.3,16.6,8.36,7.36,7.61,11,18,16,7,"3",NA,NA,83
"12","Breece Hall","RB","NYJ",15.3,1.08,0.189,14.2,17.3,8.03,9.2,8.28,12,8,12,8,"3",NA,NA,52
"13","Tony Pollard","RB","DAL",15.1,1.32,0.017,13.5,16.8,7.84,8.54,7.81,13,10,15,9,"3",NA,NA,68
"14","Zack Moss","RB","IND",15.1,1.15,0.534,13.5,17,7.82,8.51,8.05,14,11,13,10,"3",NA,NA,59
"15","Amon-Ra St. Brown","WR","DET",17.9,0.942,0.144,16.7,19.2,7.57,8.47,6.71,15,12,20,4,"3",NA,NA,33
"16","A.J. Brown","WR","PHI",17.8,1.66,1.56,16.1,20.4,7.42,7.91,7.98,16,13,14,5,"4",NA,NA,85
"17","Derrick Henry","RB","TEN",14.5,1.95,0.0351,11.2,16.6,7.29,6.21,7.59,17,22,17,11,"3",NA,NA,92
"18","Isiah Pacheco","RB","KC",14.5,2.45,0.145,10.4,18.2,7.25,5.45,9.25,18,30,8,12,"4",NA,NA,98
"19","Rhamondre Stevenson","RB","NE",14.3,1.41,0.112,12.4,16.4,7.11,7.4,7.47,19,17,18,13,"4",NA,NA,72
"20","Bijan Robinson","RB","ATL",14.2,0.936,0.803,12.6,15.3,7,7.61,6.37,20,16,21,14,"4",NA,NA,43
"21","D'Andre Swift","RB","PHI",13.4,1.45,0.228,11.1,15.2,6.19,6.14,6.22,21,23,24,15,"5",NA,NA,76
"22","Joe Mixon","RB","CIN",13.2,1.15,0.0274,11.5,14.5,5.97,6.48,5.48,22,21,33,16,"5",NA,NA,57
"23","Brian Robinson","RB","WAS",13.2,1.82,0.00521,10.2,15.3,5.94,5.27,6.35,23,33,22,17,"5",NA,NA,91
"24","Raheem Mostert","RB","MIA",13.2,3.02,0.258,7.89,16.3,5.93,2.91,7.36,24,61,19,18,"5",NA,NA,99
"25","Mike Evans","WR","TB",16.2,1.55,0.905,14.2,18,5.86,6.01,5.6,25,24,31,6,"5",NA,NA,79
"26","Jalen Hurts","QB","PHI",21.7,1.23,1.12,19.9,22.9,5.79,5.75,4.96,26,27,38,1,"1",NA,NA,54
"27","David Montgomery","RB","DET",12.9,1.05,0.189,11.9,14.5,5.68,6.94,5.52,27,19,32,19,"5",NA,NA,49
"28","Javonte Williams","RB","DEN",12.7,1.8,0.159,10.5,15.2,5.49,5.47,6.2,28,29,25,20,"5",NA,NA,90
"29","George Kittle","TE","SF",12.5,1.11,0.828,11.3,14.2,5.43,5.23,5.46,29,35,34,2,"2",NA,NA,77
"30","Jaylen Warren","RB","PIT",12.6,1.4,0.0814,10.8,14.7,5.33,5.79,5.73,30,26,28,21,"5",NA,NA,71
"31","Najee Harris","RB","PIT",12.5,1.54,0.468,10.4,14.9,5.25,5.39,5.89,31,32,26,22,"6",NA,NA,80
"32","Brandon Aiyuk","WR","SF",15.3,1.8,0.0135,13.4,18.1,4.96,5.2,5.7,32,36,29,7,"5",NA,NA,88
"33","Michael Pittman","WR","IND",15.3,0.395,0.139,14.8,15.9,4.95,6.6,3.42,33,20,51,8,"5",NA,NA,7
"34","Nathaniel Dell","WR","HOU",15.2,1.09,0.189,13.4,16.7,4.81,5.18,4.25,34,37,42,9,"5",NA,NA,46
"35","Jerome Ford","RB","CLE",12,0.698,0.305,10.8,12.9,4.78,5.8,3.9,35,25,46,23,"6",NA,NA,25
"36","Patrick Mahomes","QB","KC",20.5,0.674,0.274,19.6,21.3,4.67,5.39,3.36,36,31,53,2,"1",NA,NA,30
"37","Ja'Marr Chase","WR","CIN",15,1.95,0.17,13.2,18.8,4.62,5.02,6.32,37,38,23,10,"6",NA,NA,93
"38","Trey McBride","TE","ARI",11.7,1.26,0.278,10.1,13.8,4.6,4.05,5.08,38,46,37,3,"2",NA,NA,92
"39","Devin Singletary","RB","HOU",11.7,1.98,0.00986,8.88,14.1,4.47,3.91,5.11,39,47,36,24,"6",NA,NA,93
"40","AJ Dillon","RB","GB",11.7,1.28,0.332,9.9,13.3,4.46,4.92,4.36,40,40,41,25,"6",NA,NA,63
"41","Jaylen Waddle","WR","MIA",14.8,1.48,0.0943,12.7,17.2,4.45,4.44,4.79,41,43,39,11,"6",NA,NA,76
"42","Dak Prescott","QB","DAL",20.3,0.817,0.483,19.2,21.4,4.39,5,3.5,42,39,49,3,"1",NA,NA,38
"43","Nico Collins","WR","HOU",14.7,1.58,0.872,13.5,17.9,4.35,5.23,5.44,43,34,35,12,"6",NA,NA,79
"44","Sam LaPorta","TE","DET",11.4,0.883,0.492,10.2,12.9,4.32,4.13,4.13,44,45,45,4,"3",NA,NA,63
"45","Zach Charbonnet","RB","SEA",11.4,0.735,0.542,10.6,12.1,4.13,5.62,3.16,45,28,55,26,"7",NA,NA,26
"46","Tua Tagovailoa","QB","MIA",19.8,0.681,0.324,18.9,20.5,3.91,4.73,2.56,46,41,62,4,"1",NA,NA,32
"47","David Njoku","TE","CLE",10.9,1.25,0.073,8.9,12.4,3.83,2.84,3.71,47,63,47,5,"3",NA,NA,89
"48","Evan Engram","TE","JAC",10.9,0.382,1.64,10.4,11.3,3.76,4.35,2.61,48,44,60,6,"4",NA,NA,8
"49","C.J. Stroud","QB","HOU",19.5,1.36,0.0802,17.5,20.9,3.59,3.34,2.98,50,52,57,5,"1",NA,NA,64
"50","Chuba Hubbard","RB","CAR",10.8,0.827,0.146,9.54,11.8,3.59,4.56,2.83,49,42,59,27,"7",NA,NA,32
"51","Justin Herbert","QB","LAC",19.4,1.76,0.331,17.2,21.2,3.51,3.07,3.32,51,58,54,6,"2",NA,NA,78
"52","DeVonta Smith","WR","PHI",13.8,1.81,0.059,11.4,16.7,3.48,3.19,4.22,52,55,44,13,"7",NA,NA,89
"53","Devon Achane","RB","MIA",10.7,2.15,0.423,8.66,14.6,3.44,3.68,5.64,53,50,30,28,"7",NA,NA,97
"54","Christian Kirk","WR","JAC",13.8,1.41,0.112,11.6,15.9,3.42,3.33,3.42,54,53,52,14,"7",NA,NA,70
"55","Adam Thielen","WR","CAR",13.7,1.31,0.128,12.1,15.9,3.31,3.88,3.45,55,48,50,15,"7",NA,NA,66
"56","Brock Purdy","QB","SF",19,1.78,1.56,15.9,20.8,3.18,1.68,2.89,57,72,58,7,"3",NA,NA,82
"57","Puka Nacua","WR","LAR",13.6,1.19,0.0535,11.4,14.8,3.18,3.17,2.37,56,56,63,16,"7",NA,NA,56
"58","Cooper Kupp","WR","LAR",13.5,2.06,0.126,11.4,17,3.13,3.2,4.58,58,54,40,17,"7",NA,NA,95
"59","James Conner","RB","ARI",10.3,2.08,1.45,6.9,13.2,3.02,1.93,4.25,59,67,43,29,"8",NA,NA,95
"60","Deebo Samuel","WR","SF",13.4,1.47,0.0522,12,15.6,3,3.81,3.14,60,49,56,18,"7",NA,NA,76
"61","Garrett Wilson","WR","NYJ",13.3,0.901,0.11,11.8,14.6,2.95,3.6,2.19,61,51,67,19,"7",NA,NA,31
"62","DK Metcalf","WR","SEA",13.2,1.16,0.136,11.3,14.7,2.84,3.05,2.26,62,59,66,20,"7",NA,NA,53
"63","DeAndre Hopkins","WR","TEN",13.1,1.08,0.0869,11.3,14.6,2.7,3.11,2.15,63,57,68,21,"7",NA,NA,45
"64","Courtland Sutton","WR","DEN",13,1.65,0.201,11.2,16,2.62,3.01,3.59,64,60,48,22,"7",NA,NA,84
"65","Calvin Ridley","WR","JAC",12.8,1.42,0.0215,10.5,14.3,2.42,2.31,1.9,65,64,69,23,"7",NA,NA,71
"66","Chris Olave","WR","NO",12.8,2.28,0.23,8.49,14.7,2.39,0.265,2.29,66,98,65,24,"8",NA,NA,99
