"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",21.7,1.4,2.11,19.8,23.7,13.7,14.7,13.9,1,1,1,1,"1",NA,NA,75
"2","Austin Ekeler","RB","LAC",19.6,1.47,3.45,17.5,21.9,11.6,12.5,12.1,2,2,2,2,"2",NA,NA,77
"3","Tyreek Hill","WR","MIA",22.1,1.66,0.824,19.7,23.6,11.3,11.3,11.2,3,3,6,1,"1",NA,NA,84
"4","CeeDee Lamb","WR","DAL",21.3,1.98,1.23,19.5,24.1,10.4,11,11.7,4,4,4,2,"2",NA,NA,96
"5","Travis Kelce","TE","KC",18.1,1.79,3.7,16.2,20.5,10.1,9.54,11.2,5,5,5,1,"1",NA,NA,95
"6","Ja'Marr Chase","WR","CIN",20,2.59,1.18,17.5,24.5,9.2,9.12,12,6,6,3,3,"3",NA,NA,99
"7","Travis Etienne","RB","JAC",16.2,1.86,1.13,12.4,17.6,8.19,7.42,7.85,7,14,9,3,"3",NA,NA,90
"8","Amon-Ra St. Brown","WR","DET",18.9,1.17,0.111,17.2,20.6,8.02,8.77,8.2,8,7,8,4,"3",NA,NA,61
"9","A.J. Brown","WR","PHI",18.7,1.97,0.1,16.5,21.7,7.91,8.07,9.21,9,10,7,5,"3",NA,NA,95
"10","Keenan Allen","WR","LAC",18.6,1.1,2.11,16.8,20,7.81,8.35,7.51,10,8,10,6,"4",NA,NA,56
"11","Saquon Barkley","RB","NYG",15,1.19,0.221,13.4,16.3,7.06,8.33,6.57,11,9,15,4,"3",NA,NA,62
"12","Breece Hall","RB","NYJ",14.8,1.36,0.0223,12.1,16,6.83,7.09,6.2,12,16,18,5,"3",NA,NA,72
"13","Josh Jacobs","RB","LVR",14.8,1.33,0.227,12.7,16,6.81,7.69,6.22,13,13,17,6,"3",NA,NA,70
"14","Rachaad White","RB","TB",14.6,1.3,0.00866,12.2,15.9,6.59,7.22,6.12,14,15,19,7,"3",NA,NA,68
"15","Brian Robinson","RB","WAS",14.6,1.68,0.313,12,16.5,6.58,6.96,6.77,15,17,14,8,"4",NA,NA,83
"16","T.J. Hockenson","TE","MIN",14.4,1.12,0.317,13.1,16.3,6.38,6.46,7.02,16,20,13,2,"1",NA,NA,71
"17","Jahmyr Gibbs","RB","DET",14.3,2.83,0.00892,9.42,17.1,6.26,4.39,7.33,17,41,11,9,"4",NA,NA,98
"18","Kenneth Walker III","RB","SEA",14.2,1.15,0.0863,13,15.9,6.25,7.95,6.11,18,11,20,10,"4",NA,NA,57
"19","D'Andre Swift","RB","PHI",14.2,1.51,0.0519,11.5,15.8,6.17,6.47,6,19,19,23,11,"4",NA,NA,78
"20","Aaron Jones","RB","GB",14.1,1.15,0.741,12.8,15.9,6.12,7.74,6.09,20,12,21,12,"5",NA,NA,59
"21","Mark Andrews","TE","BAL",14.1,1.68,2.12,11.1,15.6,6.06,4.42,6.41,21,40,16,3,"2",NA,NA,92
"22","Stefon Diggs","WR","BUF",16.5,1.58,0.347,14.7,19.5,5.7,6.23,7.03,22,22,12,7,"4",NA,NA,82
