"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Cooper Kupp","WR","LAR",24.8,2.18,2.36,22.3,28,12.7,12.6,12.7,1,1,1,1,"1",NA,NA,78
"2","Jonathan Taylor","RB","IND",21.6,1.63,0.672,19.1,22.9,11.5,10.9,10.5,2,3,3,1,"1",NA,NA,64
"3","Christian McCaffrey","RB","CAR",20.9,2.59,1.68,16.9,24.2,10.9,8.64,11.7,3,8,2,2,"2",NA,NA,90
"4","Davante Adams","WR","LVR",22.4,1.34,0.122,20.7,23.9,10.3,11,8.61,4,2,8,2,"1",NA,NA,39
"5","Justin Jefferson","WR","MIN",22.3,1.23,2.26,20.6,23.5,10.2,10.9,8.23,5,4,14,3,"2",NA,NA,34
"6","Travis Kelce","TE","KC",18.8,0.899,2.12,17.6,19.8,10.1,9.87,8.54,6,6,9,1,"1",NA,NA,52
"7","Austin Ekeler","RB","LAC",19.2,0.64,0.0393,18.6,20,9.2,10.3,7.55,7,5,17,3,"2",NA,NA,22
"8","Saquon Barkley","RB","NYG",19.2,1.85,0.859,16.9,21.8,9.16,8.67,9.37,8,7,5,4,"3",NA,NA,71
"9","Joe Mixon","RB","CIN",18.3,1.91,0.41,16.7,21.5,8.3,8.44,9.06,9,9,6,5,"3",NA,NA,73
"10","Ja'Marr Chase","WR","CIN",20,2.36,0.513,17.9,23.7,7.95,8.16,8.43,10,10,11,4,"2",NA,NA,83
"11","Mark Andrews","TE","BAL",16.7,2,2.23,14.8,18.9,7.94,7.15,7.63,11,14,16,2,"2",NA,NA,91
"12","Dalvin Cook","RB","MIN",17.9,1.58,0.252,15.4,20,7.89,7.19,7.49,12,13,18,6,"3",NA,NA,60
"13","Javonte Williams","RB","DEN",17.7,1.92,0.494,16.1,20.7,7.64,7.83,8.28,13,11,12,7,"4",NA,NA,74
"14","Stefon Diggs","WR","BUF",19.5,1.53,1.4,17.3,21.3,7.44,7.62,6,14,12,27,5,"3",NA,NA,48
"15","Josh Allen","QB","BUF",26,1.6,1.84,24,28.3,7.39,6.58,8.73,15,15,7,1,"1",NA,NA,70
"16","D'Andre Swift","RB","DET",17.2,2.75,0.158,13,20.9,7.14,4.79,8.48,16,28,10,8,"4",NA,NA,93
"17","Derrick Henry","RB","TEN",17,2.02,0.232,14.1,19.2,6.99,5.87,6.73,17,18,20,9,"4",NA,NA,78
"18","Leonard Fournette","RB","TB",16.8,1.72,0.218,14.3,19.2,6.75,6.07,6.69,18,16,22,10,"4",NA,NA,67
"19","Najee Harris","RB","PIT",16.6,2.69,0.107,13.6,20.7,6.54,5.4,8.27,19,24,13,11,"4",NA,NA,93
"20","Antonio Gibson","RB","WAS",16.5,1.91,0.188,13.9,19.2,6.43,5.67,6.72,20,20,21,12,"4",NA,NA,72
"21","James Conner","RB","ARI",16.3,2.6,0.233,13.6,20.4,6.24,5.4,7.96,21,23,15,13,"4",NA,NA,91
"22","Tyreek Hill","WR","MIA",18.1,2.02,0.221,15.6,20.4,6.03,5.91,5.08,22,17,36,6,"4",NA,NA,73
"23","Nick Chubb","RB","CLE",16,2.59,0.141,12.3,18.8,6.01,4.05,6.29,23,36,25,14,"5",NA,NA,89
"24","Aaron Jones","RB","GB",15.9,1.82,0.801,13.1,18,5.87,4.83,5.54,24,27,32,15,"5",NA,NA,69
"25","A.J. Brown","WR","PHI",17.9,2.66,0.911,15.4,21.9,5.81,5.67,6.59,25,19,23,7,"4",NA,NA,88
"26","Darren Waller","TE","LVR",14.4,2.05,2.28,13.1,18.1,5.71,5.45,6.77,26,22,19,3,"3",NA,NA,92
"27","Jalen Hurts","QB","PHI",24.2,3.57,0.926,20.6,29.8,5.54,3.2,10.2,27,45,4,2,"1",NA,NA,99
"28","Darrell Henderson","RB","LAR",15.1,1.74,0.241,13.2,17.9,5.07,4.97,5.48,28,26,33,16,"5",NA,NA,68
"29","Amon-Ra St. Brown","WR","DET",17,2.79,0.0676,14,21.2,4.9,4.36,5.92,29,34,28,8,"4",NA,NA,89
"30","Cordarrelle Patterson","RB","ATL",14.9,2.22,0.053,12,18.3,4.83,3.75,5.86,31,38,29,17,"5",NA,NA,83
"31","Mike Williams","WR","LAC",16.9,3.37,0.117,13.1,21.7,4.83,3.38,6.44,30,41,24,9,"4",NA,NA,95
"32","David Montgomery","RB","CHI",14.8,2.16,0.196,12.9,18.5,4.77,4.64,6.07,32,30,26,18,"6",NA,NA,80
"33","Mike Evans","WR","TB",16.8,1.55,0.171,15.2,19.4,4.72,5.51,4.08,33,21,42,10,"4",NA,NA,51
"34","Patrick Mahomes","QB","KC",23.3,1.46,1.11,21.6,25.3,4.62,4.14,5.65,34,35,31,3,"2",NA,NA,66
"35","Josh Jacobs","RB","LVR",14.6,0.771,0.71,13.6,15.8,4.58,5.39,3.31,35,25,54,19,"6",NA,NA,27
"36","Deebo Samuel","WR","SF",16.6,1.46,0.652,14.1,17.7,4.55,4.45,2.4,36,32,72,11,"5",NA,NA,43
"37","Brandin Cooks","WR","HOU",16,1.98,0.102,14.4,19.3,3.89,4.72,4.01,37,29,44,12,"5",NA,NA,71
"38","Clyde Edwards-Helaire","RB","KC",13.9,2.22,0.191,11.4,17.5,3.87,3.2,5,38,46,37,20,"6",NA,NA,83
"39","Jaylen Waddle","WR","MIA",15.9,1.86,0.0758,14.1,19,3.79,4.38,3.72,39,33,51,13,"5",NA,NA,68
"40","Marquise Brown","WR","ARI",15.8,2.3,0.292,12.8,18.2,3.71,3.13,2.94,40,47,60,14,"5",NA,NA,81
"41","AJ Dillon","RB","GB",13.7,1.68,0.0629,11.8,16.2,3.68,3.62,3.74,41,39,50,21,"6",NA,NA,66
"42","Ezekiel Elliott","RB","DAL",13.6,2.1,0.28,11.8,17.1,3.61,3.58,4.62,42,40,40,22,"7",NA,NA,79
"43","Justin Herbert","QB","LAC",22.1,1.79,0.149,20.8,25.1,3.51,3.33,5.47,43,43,34,4,"2",NA,NA,80
"44","Dallas Goedert","TE","PHI",12.1,2.13,0.156,10.4,15.9,3.43,2.67,4.58,44,52,41,4,"3",NA,NA,93
"45","Courtland Sutton","WR","DEN",15.5,3.87,0.215,10.5,21,3.42,0.78,5.72,45,77,30,15,"5",NA,NA,99
"46","Lamar Jackson","QB","BAL",22,2.12,1.16,20,24.5,3.36,2.57,4.85,46,53,38,5,"3",NA,NA,91
"47","James Robinson","RB","JAC",13.4,1.2,0.0586,12.1,15.3,3.33,3.91,2.79,47,37,62,23,"7",NA,NA,49
"48","Dalton Schultz","TE","DAL",12,1.97,0.259,9.84,15.3,3.28,2.16,3.95,48,60,46,5,"3",NA,NA,90
"49","Miles Sanders","RB","PHI",13.3,1.62,0.272,11.2,15,3.27,2.92,2.58,49,49,68,24,"7",NA,NA,63
"50","D.J. Moore","WR","CAR",15.3,3.12,0.0832,11.9,19.3,3.21,2.25,4.05,50,58,43,16,"5",NA,NA,94
"51","Diontae Johnson","WR","PIT",15.2,1.19,0.0623,14.2,17.2,3.12,4.48,1.94,51,31,79,17,"5",NA,NA,31
"52","Michael Thomas","WR","NO",15.1,2.18,0.0567,13.1,18.1,3.06,3.37,2.82,52,42,61,18,"5",NA,NA,77
"53","T.J. Hockenson","TE","DET",11.7,2.78,0.202,9.93,16.6,3.02,2.25,5.31,53,59,35,6,"3",NA,NA,98
"54","Jerry Jeudy","WR","DEN",15.1,1.86,0.139,12,16.8,3.01,2.29,1.5,54,57,84,19,"6",NA,NA,69
"55","Chase Edmonds","RB","MIA",13,2.24,0.015,11.3,17.2,3,3.08,4.72,55,48,39,25,"7",NA,NA,84
"56","Michael Carter","RB","NYJ",13,2.45,0.0932,10.4,16.5,2.99,2.15,3.99,56,61,45,26,"7",NA,NA,88
"57","Damien Harris","RB","NE",12.9,2.19,0.56,10.6,16.1,2.89,2.4,3.66,57,54,52,27,"7",NA,NA,81
"58","Terry McLaurin","WR","WAS",14.9,2.86,0.132,11.5,18.9,2.87,1.8,3.65,58,65,53,20,"6",NA,NA,90
"59","Zach Ertz","TE","ARI",11.5,1.79,0.0969,10.1,14.6,2.82,2.38,3.28,59,55,55,7,"3",NA,NA,87
"60","Gabriel Davis","WR","BUF",14.8,2.12,0.146,12.5,17.3,2.74,2.79,2.05,60,51,77,21,"6",NA,NA,76
"61","Kyle Pitts","TE","ATL",11.4,0.712,0.725,10.5,12.2,2.72,2.83,0.882,61,50,89,8,"4",NA,NA,34
"62","CeeDee Lamb","WR","DAL",14.7,2.25,0.0302,11.3,17.7,2.59,1.59,2.42,62,68,71,22,"6",NA,NA,79
"63","DK Metcalf","WR","SEA",14.6,1.7,0.318,12.9,17.4,2.56,3.26,2.14,63,44,76,23,"6",NA,NA,59
"64","Rashaad Penny","RB","SEA",12.4,1.93,0.402,9.94,14.7,2.34,1.72,2.21,64,67,75,28,"8",NA,NA,75
"65","JuJu Smith-Schuster","WR","KC",14.3,3.3,0.163,11.5,19.1,2.24,1.77,3.84,65,66,49,24,"6",NA,NA,94
