"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Austin Ekeler","RB","LAC",22.2,1.41,2.66,19.8,23.7,14.2,13.4,13.8,1,1,1,1,"1",NA,NA,58
"2","Saquon Barkley","RB","NYG",19.5,1.53,0.353,17.8,22,11.5,11.4,12.1,2,2,2,2,"1",NA,NA,62
"3","Leonard Fournette","RB","TB",19.2,1.82,0.282,16.7,21.8,11.1,10.3,11.8,3,5,3,3,"1",NA,NA,77
"4","Derrick Henry","RB","TEN",18.9,1.72,0.296,16.6,21.4,10.9,10.2,11.4,4,7,4,4,"1",NA,NA,71
"5","Travis Kelce","TE","KC",18.4,0.981,0.544,17.4,19.5,10.7,10.6,10.1,5,4,6,1,"1",NA,NA,67
"6","Josh Jacobs","RB","LVR",18.6,0.997,0.517,17.7,19.9,10.6,11.3,9.98,6,3,8,5,"2",NA,NA,40
"7","Alvin Kamara","RB","NO",18.1,1.65,0.68,15.9,20.2,10.1,9.5,10.2,8,8,5,6,"2",NA,NA,65
"8","Mark Andrews","TE","BAL",17.9,1.74,5.12,15.2,19.5,10.1,8.34,10.1,7,11,7,2,"2",NA,NA,91
"9","Joe Mixon","RB","CIN",17.4,0.575,1.01,16.6,18.1,9.37,10.2,8.15,9,6,16,7,"3",NA,NA,22
"10","Tyreek Hill","WR","MIA",20.1,2.04,0.0549,17,22.1,9.08,8.16,9.58,10,14,10,1,"1",NA,NA,81
"11","Davante Adams","WR","LVR",20,1.88,0.427,17.8,22.1,9.02,8.94,9.58,11,9,11,2,"1",NA,NA,75
"12","Ja'Marr Chase","WR","CIN",19.6,1.78,0.854,17.4,21.8,8.6,8.52,9.23,12,10,12,3,"2",NA,NA,73
"13","Breece Hall","RB","NYJ",16.4,1.74,0.0504,14.4,18.8,8.36,7.97,8.88,13,15,13,8,"3",NA,NA,73
"14","Jonathan Taylor","RB","IND",16.3,1.11,0.233,14.7,17.5,8.31,8.3,7.54,14,12,21,9,"3",NA,NA,47
"15","Kenneth Walker III","RB","SEA",16.1,1.26,0.437,14.6,17.7,8.08,8.19,7.75,15,13,20,10,"4",NA,NA,54
"16","Lamar Jackson","QB","BAL",23.9,1.53,2.71,21.4,25.4,7.88,7.36,7.09,16,19,30,1,"1",NA,NA,67
"17","Deebo Samuel","WR","SF",18.7,3.04,0.274,14.3,22.3,7.74,5.41,9.81,17,27,9,4,"2",NA,NA,98
"18","Dameon Pierce","RB","HOU",15.7,1.03,0.00294,14.4,17.2,7.64,7.95,7.27,18,16,27,11,"4",NA,NA,42
"19","Aaron Jones","RB","GB",15.7,1.14,0.0917,14.2,17.2,7.64,7.8,7.29,19,17,26,12,"4",NA,NA,49
"20","Nick Chubb","RB","CLE",15.6,1.85,0.116,13.5,18.5,7.55,7.06,8.56,20,20,15,13,"4",NA,NA,80
"21","CeeDee Lamb","WR","DAL",18.5,1.9,0.665,16.3,20.5,7.47,7.42,7.98,21,18,17,5,"2",NA,NA,76
"22","Rhamondre Stevenson","RB","NE",15.4,1.74,1.23,12.3,16.6,7.43,5.88,6.67,22,25,34,14,"5",NA,NA,72
"23","Amon-Ra St. Brown","WR","DET",17.8,1.93,0.931,15,19.9,6.8,6.18,7.33,23,23,25,6,"3",NA,NA,78
"24","Jamaal Williams","RB","DET",14.2,2.79,0.124,11.7,17.5,6.2,5.35,7.54,24,28,22,15,"5",NA,NA,96
"25","Ezekiel Elliott","RB","DAL",14.1,0.56,0.0138,13.3,14.8,6.07,6.87,4.89,25,21,47,16,"5",NA,NA,20
"26","David Montgomery","RB","CHI",14.1,1.98,0.16,11.7,17.3,6.06,5.32,7.35,26,30,24,17,"5",NA,NA,85
"27","Raheem Mostert","RB","MIA",13.9,2.44,1.03,10.7,17.4,5.9,4.27,7.49,27,40,23,18,"6",NA,NA,93
"28","Mike Evans","WR","TB",16.9,2.34,0.0209,14.8,20.4,5.87,5.97,7.84,28,24,19,7,"3",NA,NA,88
"29","Mike Williams","WR","LAC",16.8,3.12,0.0572,13,20.5,5.85,4.13,7.94,29,42,18,8,"3",NA,NA,98
"30","Jaylen Waddle","WR","MIA",16.8,2.04,0.147,14.2,19.3,5.8,5.3,6.77,30,32,33,9,"3",NA,NA,82
"31","DeAndre Hopkins","WR","ARI",16.6,2.2,0.00954,13.6,18.9,5.65,4.77,6.4,31,36,35,10,"3",NA,NA,84
"32","DK Metcalf","WR","SEA",16.6,2.06,0.235,15.1,19.7,5.64,6.25,7.18,32,22,28,11,"3",NA,NA,82
"33","Michael Pittman","WR","IND",16.4,2.5,0.274,13.2,19.5,5.4,4.32,7,33,39,32,12,"4",NA,NA,92
"34","Patrick Mahomes","QB","KC",21.2,1.01,0.0758,19.7,22.6,5.16,5.59,4.27,34,26,53,2,"1",NA,NA,33
"35","Chris Godwin","WR","TB",16.1,2.7,0.183,13.6,19.6,5.13,4.76,7.09,35,37,31,13,"4",NA,NA,94
"36","Joe Burrow","QB","CIN",21.1,1.67,0.0638,18.5,22.9,5.09,4.41,4.54,36,38,52,3,"1",NA,NA,76
"37","Justin Herbert","QB","LAC",21,1.12,0.000772,19.4,22.2,5.03,5.31,3.89,38,31,58,4,"1",NA,NA,37
"38","George Kittle","TE","SF",12.8,3.08,1.16,10.2,18,5.03,3.35,8.64,37,47,14,3,"3",NA,NA,99
"39","Kyler Murray","QB","ARI",21,1.28,0.864,19.4,22.4,5.02,5.32,4.08,39,29,55,5,"1",NA,NA,55
"40","Tee Higgins","WR","CIN",15.9,1.71,0.243,13.9,18.5,4.95,5.07,5.95,40,34,37,14,"4",NA,NA,69
"41","Eno Benjamin","RB","ARI",12.9,1.19,0.531,11.7,14.7,4.87,5.28,4.71,41,33,49,19,"7",NA,NA,51
"42","Amari Cooper","WR","CLE",15.7,1.81,0.588,13.9,17.8,4.7,5.05,5.27,42,35,41,15,"4",NA,NA,74
"43","Travis Etienne","RB","JAC",12.4,1.67,0.661,9.76,14.7,4.34,3.36,4.78,43,46,48,20,"7",NA,NA,66
"44","Dak Prescott","QB","DAL",20.2,1.47,1.22,18.2,22,4.16,4.15,3.65,44,41,61,6,"2",NA,NA,61
"45","Chris Olave","WR","NO",15.1,2.49,0.0651,11.4,17.5,4.12,2.5,5.01,45,55,43,16,"4",NA,NA,91
"46","Allen Lazard","WR","GB",15,2.32,0.484,13,18.3,4.05,4.12,5.76,46,43,38,17,"5",NA,NA,87
"47","Zach Ertz","TE","ARI",11.6,2.99,0.408,8.32,16.5,3.87,1.49,7.15,47,72,29,4,"4",NA,NA,97
"48","Najee Harris","RB","PIT",11.7,1.84,0.805,8.69,13.8,3.68,2.29,3.9,48,56,57,21,"8",NA,NA,79
"49","Diontae Johnson","WR","PIT",14.6,2.13,0.283,12.6,18.2,3.57,3.71,5.66,49,45,39,18,"5",NA,NA,83
"50","T.J. Hockenson","TE","DET",11.2,1.83,1.07,9.68,14.4,3.46,2.86,5.04,50,51,42,5,"5",NA,NA,95
"51","Brandin Cooks","WR","HOU",14.3,1.69,0.255,12.7,17.1,3.28,3.88,4.58,51,44,50,19,"5",NA,NA,68
"52","JuJu Smith-Schuster","WR","KC",14,2.61,0.269,11.7,17.4,3.03,2.8,4.91,52,53,46,20,"6",NA,NA,93
"53","Geno Smith","QB","SEA",18.9,1.53,0.414,16.1,20,2.94,2.06,1.67,53,59,74,7,"3",NA,NA,65
"54","Brian Robinson","RB","WAS",10.9,1.77,0.0913,9.5,13.7,2.87,3.09,3.8,54,49,59,22,"8",NA,NA,75
"55","Kenyan Drake","RB","BAL",10.8,3.21,0.726,6.99,15.4,2.78,0.589,5.42,55,89,40,23,"9",NA,NA,97
"56","Courtland Sutton","WR","DEN",13.7,2.98,0.0219,10.7,18.6,2.76,1.82,6.1,56,62,36,21,"6",NA,NA,96
"57","Christian Kirk","WR","JAC",13.7,2.35,0.0368,10.8,17.4,2.74,1.97,4.91,57,61,45,22,"6",NA,NA,89
"58","Jakobi Meyers","WR","NE",13.7,1.74,0.256,12,16.5,2.7,3.14,4.01,58,48,56,23,"6",NA,NA,71
"59","Tom Brady","QB","TB",18.5,1.27,0.56,16.9,20.1,2.52,2.78,1.75,59,54,73,8,"3",NA,NA,53
"60","Tyler Lockett","WR","SEA",13.4,1.76,0.163,10.6,15.4,2.44,1.74,2.84,60,67,64,24,"6",NA,NA,72
"61","Gerald Everett","TE","LAC",10.1,0.682,0.367,9.06,10.9,2.38,2.24,1.49,61,57,77,6,"6",NA,NA,42
"62","Drake London","WR","ATL",13.3,2.28,0.098,11,17.1,2.28,2.12,4.55,62,58,51,25,"6",NA,NA,86
"63","Michael Gallup","WR","DAL",13.2,2.55,0.495,10.3,16.8,2.18,1.4,4.22,63,73,54,26,"6",NA,NA,92
"64","AJ Dillon","RB","GB",10.1,1.75,0.0776,8.02,12.7,2.05,1.62,2.71,64,70,67,24,"9",NA,NA,74
"65","David Njoku","TE","CLE",9.76,0.788,0.13,8.8,10.8,2.02,1.97,1.45,65,60,79,7,"6",NA,NA,49
"66","Tony Pollard","RB","DAL",9.99,2.02,0.105,6.91,12,1.98,0.507,2.04,66,90,71,25,"9",NA,NA,86
"67","Derek Carr","QB","LVR",18,1.38,0.00384,15.4,19.1,1.96,1.36,0.752,67,75,89,9,"3",NA,NA,57
"68","Tua Tagovailoa","QB","MIA",18,1.24,0.156,15.9,19.3,1.96,1.8,0.909,68,63,86,10,"3",NA,NA,51
"69","Kyle Pitts","TE","ATL",9.63,1.29,0.436,7.46,10.9,1.89,0.637,1.48,69,86,78,8,"6",NA,NA,82
"70","Kareem Hunt","RB","CLE",9.88,1.55,0.314,7.54,11.8,1.87,1.14,1.81,70,80,72,26,"9",NA,NA,63
"71","Aaron Rodgers","QB","GB",17.8,0.624,0.715,17,18.5,1.8,2.92,0.151,71,50,98,11,"4",NA,NA,27
"72","Robert Woods","WR","TEN",12.7,0.681,0.594,11.7,13.3,1.69,2.83,0.795,72,52,88,27,"7",NA,NA,17
"73","Damien Harris","RB","NE",9.57,2.11,0.0974,6.53,12.6,1.56,0.123,2.62,73,98,68,27,"9",NA,NA,89
"74","James Robinson","RB","JAC",9.47,1.92,0.477,7.65,12.7,1.46,1.25,2.81,74,77,65,28,"10",NA,NA,82
"75","Robert Tonyan","TE","GB",9.2,0.968,0.118,7.78,10.4,1.45,0.95,1.06,75,83,82,9,"7",NA,NA,65
"76","Justin Tucker","K","BAL",10.4,0.568,0.34,9.39,10.8,1.43,1.78,0.637,76,66,90,1,"1",NA,NA,4
"77","Patriots","DST","NE",7.4,1.69,0.845,5.47,9.44,1.34,0.00281,2.75,77,102,66,1,"1",NA,NA,99
