"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Austin Ekeler","RB","LAC",23.3,1.83,2.42,20.6,25.3,16.4,15.5,16,1,1,1,1,"1",NA,NA,78
"2","Alvin Kamara","RB","NO",20.9,1.64,1.93,18.8,23.1,14,13.7,13.8,2,2,2,2,"2",NA,NA,69
"3","Rhamondre Stevenson","RB","NE",19,2.73,0.358,15.9,22.2,12.1,10.8,13,4,8,3,3,"2",NA,NA,94
"4","Cooper Kupp","WR","LAR",21.9,1.34,1.09,20,23.3,12.1,12.8,11.1,3,3,5,1,"1",NA,NA,38
"5","Derrick Henry","RB","TEN",18.6,1.63,0.191,15.8,20.2,11.7,10.7,11,5,10,6,4,"2",NA,NA,67
"6","Aaron Jones","RB","GB",18.4,1.54,0.301,16.8,20.7,11.5,11.7,11.4,6,5,4,5,"3",NA,NA,63
"7","Travis Etienne","RB","JAC",18.1,1.91,0.393,15.2,20.1,11.2,10.1,10.9,7,15,7,6,"3",NA,NA,84
"8","Travis Kelce","TE","KC",19.2,1.02,6.44,17.4,20.1,11.1,10.7,10.2,8,9,9,1,"1",NA,NA,66
"9","Justin Jefferson","WR","MIN",20.8,1.09,0.0483,19.4,21.8,11,12.2,9.63,9,4,15,2,"1",NA,NA,28
"10","Tyreek Hill","WR","MIA",20.8,1.84,0.588,18.2,22.5,11,11,10.3,10,7,8,3,"1",NA,NA,62
"11","Josh Jacobs","RB","LVR",17.7,1.45,0.576,15.4,19.3,10.8,10.3,10.1,11,12,11,7,"3",NA,NA,58
"12","Stefon Diggs","WR","BUF",20.2,1.52,1.02,18.7,22.1,10.4,11.5,9.89,12,6,12,4,"2",NA,NA,44
"13","Joe Mixon","RB","CIN",17.1,1.42,0.548,15.4,18.9,10.3,10.3,9.69,13,11,14,8,"4",NA,NA,57
"14","Leonard Fournette","RB","TB",16.6,1.34,0.118,15.3,18.7,9.7,10.2,9.42,14,13,18,9,"4",NA,NA,53
"15","Dameon Pierce","RB","HOU",16.5,1.85,0.0437,14.2,19.4,9.59,9.09,10.2,15,18,10,10,"4",NA,NA,80
"16","Dalvin Cook","RB","MIN",16.4,1.67,1,14.6,18.7,9.54,9.45,9.44,16,16,17,11,"5",NA,NA,71
"17","DeAndre Hopkins","WR","ARI",19.2,2.17,0.268,16.6,21.8,9.39,9.42,9.58,17,17,16,5,"2",NA,NA,74
"18","A.J. Brown","WR","PHI",18.9,1.84,0.152,17.4,21.6,9.12,10.2,9.41,18,14,19,6,"2",NA,NA,61
"19","Davante Adams","WR","LVR",18.7,2.48,1.71,16.1,22.1,8.97,8.89,9.88,19,20,13,7,"3",NA,NA,86
"20","DOnta Foreman","RB","CAR",15.4,1.13,0.102,14,17,8.54,8.92,7.75,20,19,23,12,"5",NA,NA,41
"21","Kenneth Walker III","RB","SEA",15.3,1.33,1.01,13.4,17.2,8.44,8.29,7.91,21,21,22,13,"5",NA,NA,52
"22","Miles Sanders","RB","PHI",14.3,0.987,0.46,13.3,15.4,7.43,8.21,6.12,22,22,32,14,"6",NA,NA,37
"23","Tee Higgins","WR","CIN",17,1.93,0.0826,15.1,19.5,7.26,7.87,7.3,23,23,25,8,"3",NA,NA,66
"24","Amon-Ra St. Brown","WR","DET",16.9,2.77,0.0495,14.2,20.7,7.17,6.97,8.45,24,26,20,9,"3",NA,NA,90
"25","Jaylen Waddle","WR","MIA",16.9,1.63,0.189,14.9,18.6,7.12,7.68,6.39,25,24,30,10,"3",NA,NA,49
"26","Raheem Mostert","RB","MIA",13.9,2.21,1.49,11.4,17.5,6.97,6.27,8.26,26,31,21,15,"7",NA,NA,87
"27","Mike Evans","WR","TB",16.7,2.2,1.41,14.2,19.6,6.94,6.94,7.4,27,27,24,11,"4",NA,NA,78
"28","Josh Allen","QB","BUF",24.5,0.67,0.428,23.6,25.4,6.17,7.56,5.4,28,25,38,1,"1",NA,NA,35
"29","Patrick Mahomes","QB","KC",24.1,1.53,0.373,22,25.9,5.75,6,5.87,29,34,34,2,"1",NA,NA,76
"30","Tyler Lockett","WR","SEA",15.3,1.33,0.159,13.8,17.1,5.52,6.55,4.91,30,28,49,12,"4",NA,NA,34
"31","David Montgomery","RB","CHI",12.4,1.7,0.272,10.7,14.6,5.47,5.61,5.4,31,36,39,16,"7",NA,NA,73
"32","Jalen Hurts","QB","PHI",23.7,1.66,1.18,21.4,25.3,5.37,5.33,5.28,32,40,42,3,"2",NA,NA,80
"33","Chris Godwin","WR","TB",15.1,1.63,0.0262,13.6,17.5,5.37,6.35,5.3,33,30,41,13,"4",NA,NA,50
"34","Chris Olave","WR","NO",15.1,2.98,0.0908,11.3,19,5.34,4.04,6.77,34,48,27,14,"4",NA,NA,94
"35","D.J. Moore","WR","CAR",15,1.92,0.052,13.6,17.9,5.25,6.38,5.67,35,29,36,15,"4",NA,NA,64
"36","Devin Singletary","RB","BUF",12.1,2.33,0.208,8.71,15.3,5.2,3.61,6.09,36,52,33,17,"7",NA,NA,88
"37","DK Metcalf","WR","SEA",15,2.48,0.0465,13.3,18.8,5.2,6.07,6.57,37,33,29,16,"4",NA,NA,85
"38","Tyler Boyd","WR","CIN",14.9,2.06,0.238,13.3,18,5.15,6.09,5.82,38,32,35,17,"4",NA,NA,70
"39","Deon Jackson","RB","IND",11.9,1.28,0.13,10.9,14.3,4.99,5.75,5.01,39,35,47,18,"7",NA,NA,46
"40","JuJu Smith-Schuster","WR","KC",14.7,3.38,0.331,10.9,19.4,4.91,3.64,7.21,40,51,26,18,"4",NA,NA,97
"41","D'Andre Swift","RB","DET",11.7,1.85,0.212,9.25,13.9,4.86,4.15,4.67,41,47,52,19,"8",NA,NA,81
"42","Cordarrelle Patterson","RB","ATL",11.5,2.62,0.316,8.12,15.5,4.65,3.02,6.29,42,60,31,20,"8",NA,NA,93
"43","Gerald Everett","TE","LAC",12.8,1.99,0.276,9.74,15.2,4.62,3.08,5.36,43,59,40,2,"1",NA,NA,94
"44","Terry McLaurin","WR","WAS",14.3,3.06,0.0166,11.7,19,4.58,4.44,6.75,44,44,28,19,"4",NA,NA,95
"45","Christian Kirk","WR","JAC",14.3,1.92,0.148,12.8,17.3,4.56,5.55,5.05,45,38,46,20,"5",NA,NA,65
"46","Jakobi Meyers","WR","NE",14.2,1.82,0.0193,12.8,16.9,4.42,5.59,4.66,46,37,53,21,"5",NA,NA,58
"47","DeVonta Smith","WR","PHI",14.2,2.25,0.0826,11.9,17.4,4.4,4.67,5.16,47,41,45,22,"5",NA,NA,79
"48","Dallas Goedert","TE","PHI",12.5,0.657,0.848,12,13.5,4.35,5.35,3.69,48,39,58,3,"2",NA,NA,37
"49","Jamaal Williams","RB","DET",11.2,2.41,0.423,7.73,13.7,4.34,2.63,4.47,49,62,54,21,"8",NA,NA,89
"50","Michael Pittman","WR","IND",14.1,2.15,0.264,11.9,17,4.31,4.66,4.82,50,42,50,23,"5",NA,NA,74
"51","Lamar Jackson","QB","BAL",22.5,1.56,1.31,20.5,24.3,4.19,4.45,4.3,51,43,56,4,"3",NA,NA,78
"52","Gabriel Davis","WR","BUF",13.8,2.82,0.884,11,17.4,4.05,3.79,5.19,52,50,44,24,"5",NA,NA,92
"53","Michael Carter","RB","NYJ",10.8,1.57,0.325,8.95,12.6,3.91,3.85,3.4,53,49,61,22,"8",NA,NA,65
"54","Antonio Gibson","RB","WAS",10.5,1.74,0.577,8.31,12.3,3.59,3.21,3.07,54,58,62,23,"9",NA,NA,76
"55","Zach Ertz","TE","ARI",11.7,2.58,1.24,8.13,15.3,3.5,1.48,5.47,55,74,37,4,"3",NA,NA,97
"56","Garrett Wilson","WR","NYJ",12.9,2.99,0.0625,10.6,17.4,3.17,3.41,5.23,56,55,43,25,"5",NA,NA,94
"57","Josh Palmer","WR","LAC",12.9,1.34,0.591,11.6,14.7,3.1,4.35,2.46,57,45,68,26,"6",NA,NA,36
"58","Eno Benjamin","RB","ARI",9.9,1.7,0.025,7.51,12.3,3.01,2.41,3.05,58,63,64,24,"9",NA,NA,74
"59","Kenyan Drake","RB","BAL",9.87,1.18,0.611,8.35,11.7,2.99,3.25,2.42,59,57,69,25,"9",NA,NA,44
"60","Kyler Murray","QB","ARI",21.2,0.881,0.302,20.3,22.4,2.88,4.25,2.33,60,46,70,5,"4",NA,NA,43
"61","Justin Herbert","QB","LAC",20.9,0.922,0.59,19.4,21.9,2.58,3.39,1.85,61,56,74,6,"4",NA,NA,46
"62","Devin Duvernay","WR","BAL",12.3,1.35,0.00401,10.8,14.3,2.51,3.55,2.05,62,54,73,27,"6",NA,NA,38
"63","Curtis Samuel","WR","WAS",12.3,0.875,0.262,10.8,12.8,2.51,3.6,0.609,63,53,90,28,"6",NA,NA,22
"64","James Conner","RB","ARI",9.26,3.71,0.0686,5.05,13.7,2.38,-0.0519,4.4,64,105,55,26,"9",NA,NA,99
"65","Clyde Edwards-Helaire","RB","KC",9.19,2.86,0.221,6.14,13.2,2.31,1.04,3.92,65,86,57,27,"10",NA,NA,96
"66","Kyle Pitts","TE","ATL",10.4,0.894,0.00712,8.92,11.3,2.26,2.27,1.44,66,65,82,5,"3",NA,NA,57
"67","Robert Tonyan","TE","GB",10.4,2.49,0.718,7.97,14.7,2.26,1.32,4.82,67,79,51,6,"4",NA,NA,96
"68","Adam Thielen","WR","MIN",12,2.27,0.276,8.61,14,2.25,1.39,1.79,68,76,75,29,"6",NA,NA,80
"69","Brian Robinson","RB","WAS",8.97,2.51,0.0693,5.31,12.3,2.09,0.206,3.07,69,98,63,28,"10",NA,NA,91
"70","Gus Edwards","RB","BAL",8.9,NA,0.237,NA,NA,2.02,NA,NA,70,NA,NA,29,"10",NA,NA,NA
"71","Joe Burrow","QB","CIN",20.3,1.47,0.915,17.8,21.6,1.99,1.76,1.55,71,69,80,7,"5",NA,NA,67
"72","Darnell Mooney","WR","CHI",11.7,3.76,0.728,8.36,17.2,1.97,1.14,4.94,72,85,48,30,"6",NA,NA,98
"73","AJ Dillon","RB","GB",8.66,2.14,0.0992,5.54,11.4,1.78,0.443,2.19,73,94,71,30,"10",NA,NA,85
"74","Darrell Henderson","RB","LAR",8.56,1.91,0.355,6.45,11.4,1.68,1.35,2.15,74,78,72,31,"10",NA,NA,83
"75","Isaiah Likely","TE","BAL",9.72,1.27,0.219,7.64,10.7,1.54,0.987,0.887,75,87,87,7,"5",NA,NA,77
"76","Khalil Herbert","RB","CHI",8.21,2.61,1.08,5.89,12.8,1.33,0.787,3.54,76,90,59,32,"11",NA,NA,92
"77","Mark Andrews","TE","BAL",9.5,NA,0.0708,NA,NA,1.32,NA,NA,77,NA,NA,8,"5",NA,NA,NA
"78","Hayden Hurst","TE","CIN",9.43,0.974,0.0107,8.18,11,1.25,1.53,1.14,78,73,84,9,"5",NA,NA,63
