"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",22.3,0.968,1.45,20.9,23.7,12.7,13.9,11.2,1,1,1,1,"1",NA,NA,37
"2","Austin Ekeler","RB","LAC",20.8,1.43,0.834,19.1,22.9,11.3,12.1,10.4,2,2,3,2,"1",NA,NA,65
"3","Travis Kelce","TE","KC",19.1,1.18,4.73,17.5,20.5,11.1,10.7,10.5,3,4,2,1,"1",NA,NA,70
"4","Derrick Henry","RB","TEN",20,1.22,1.52,18.6,21.6,10.5,11.6,9.06,4,3,7,3,"2",NA,NA,56
"5","Justin Jefferson","WR","MIN",21.4,1.58,1.38,19.1,23.3,10.4,9.53,10.2,5,6,4,1,"1",NA,NA,57
"6","Ja'Marr Chase","WR","CIN",20,1.75,0.102,18.3,22.4,8.98,8.65,9.33,6,8,6,2,"1",NA,NA,65
"7","Josh Jacobs","RB","LVR",18.5,1.49,0.31,17,20.5,8.94,9.98,8.01,7,5,13,4,"2",NA,NA,69
"8","Davante Adams","WR","LVR",19.9,1.84,0.0815,17.7,21.8,8.88,8.08,8.76,8,11,9,3,"1",NA,NA,68
"9","Tyreek Hill","WR","MIA",19.8,2.37,1.09,16.9,22.4,8.79,7.34,9.34,9,14,5,4,"1",NA,NA,84
"10","Jonathan Taylor","RB","IND",18.2,1.63,1.12,16.2,20.4,8.63,9.14,7.91,10,7,15,5,"3",NA,NA,75
"11","Jalen Hurts","QB","PHI",24.6,1.18,0.423,22.7,25.6,7.76,7.37,7.2,11,12,18,1,"1",NA,NA,57
"12","Stefon Diggs","WR","BUF",18.7,1.74,0.0414,16.9,21,7.71,7.31,7.95,12,15,14,5,"2",NA,NA,64
"13","Amon-Ra St. Brown","WR","DET",18.7,2.23,0.256,16.4,21.5,7.67,6.82,8.47,13,19,10,6,"2",NA,NA,80
"14","Alvin Kamara","RB","NO",17,1.06,0.689,15.4,18.3,7.51,8.41,5.79,14,9,35,6,"3",NA,NA,44
"15","A.J. Brown","WR","PHI",18.4,1.85,0.693,16.6,21.5,7.41,6.97,8.37,15,18,11,7,"2",NA,NA,69
"16","Josh Allen","QB","BUF",24.2,0.549,0.161,23.4,24.8,7.34,8.09,6.37,16,10,22,2,"1",NA,NA,28
"17","Patrick Mahomes","QB","KC",24,1.82,3.03,21.8,26.2,7.17,6.42,7.79,17,22,16,3,"2",NA,NA,89
"18","James Conner","RB","ARI",16.4,1.68,0.147,14.4,18.7,6.83,7.35,6.15,18,13,26,7,"3",NA,NA,77
"19","CeeDee Lamb","WR","DAL",17.7,1.36,0.49,15.9,19.2,6.72,6.29,6.08,19,23,28,8,"3",NA,NA,46
"20","Aaron Jones","RB","GB",16.2,2.15,0.0642,13.5,19.4,6.68,6.5,6.86,20,21,19,8,"4",NA,NA,91
"21","Dalvin Cook","RB","MIN",16.1,1.21,0.212,14.1,17.6,6.62,7.05,5.05,21,17,40,9,"4",NA,NA,54
"22","Joe Mixon","RB","CIN",15.9,0.926,0.866,14.3,16.6,6.4,7.22,4.1,22,16,54,10,"4",NA,NA,33
"23","Mark Andrews","TE","BAL",14.4,2.25,1.84,12.3,17.4,6.33,5.54,7.46,23,25,17,2,"2",NA,NA,96
"24","Keenan Allen","WR","LAC",17.2,3.47,0.619,13.4,22,6.23,3.77,8.91,24,41,8,9,"3",NA,NA,97
"25","DK Metcalf","WR","SEA",16.6,2.19,0.388,14.1,19.4,5.61,4.44,6.33,25,31,24,10,"3",NA,NA,79
"26","Saquon Barkley","RB","NYG",15.1,0.829,0.138,13.7,15.9,5.54,6.68,3.43,26,20,60,11,"5",NA,NA,30
"27","Tony Pollard","RB","DAL",14.9,1.99,0.316,12.2,16.9,5.4,5.17,4.33,27,27,50,12,"5",NA,NA,87
"28","DeAndre Hopkins","WR","ARI",16.2,1.07,0.183,14.7,17.5,5.22,5.1,4.47,28,28,47,11,"4",NA,NA,31
"29","Nick Chubb","RB","CLE",14.6,1.89,0.0271,12.2,17.3,5.08,5.19,4.79,29,26,43,13,"5",NA,NA,83
"30","Miles Sanders","RB","PHI",14.6,1.48,0.949,12.7,17,5.06,5.71,4.52,30,24,45,14,"6",NA,NA,68
"31","Tyler Lockett","WR","SEA",16,2.24,0.302,13.8,19,5.04,4.18,5.97,31,36,32,12,"4",NA,NA,81
"32","Chris Olave","WR","NO",15.7,2.82,0.12,12.7,19.5,4.73,3.12,6.38,32,48,21,13,"4",NA,NA,90
"33","Michael Pittman","WR","IND",15.6,2.09,0.00351,13.6,19.1,4.61,3.98,6.06,33,39,30,14,"4",NA,NA,77
"34","Jerry Jeudy","WR","DEN",15.6,1.92,0.101,12.9,17.9,4.61,3.25,4.85,34,46,41,15,"4",NA,NA,73
"35","Garrett Wilson","WR","NYJ",15.5,2.26,0.00773,12.3,18.2,4.51,2.66,5.09,35,60,39,16,"4",NA,NA,81
"36","Christian Kirk","WR","JAC",15.5,2.82,0.0229,12.5,19.4,4.5,2.91,6.37,36,55,23,17,"4",NA,NA,91
"37","T.J. Hockenson","TE","MIN",12.6,1.98,0.323,11,15.9,4.49,4.26,5.97,37,34,31,3,"2",NA,NA,91
"38","Terry McLaurin","WR","WAS",15.5,2.14,0.103,13.8,19.2,4.48,4.21,6.11,38,35,27,18,"4",NA,NA,78
"39","DeVonta Smith","WR","PHI",15.4,1.57,0.0618,14,17.4,4.38,4.43,4.28,39,32,52,19,"4",NA,NA,56
"40","Mike Williams","WR","LAC",15.3,3.1,0.103,11.6,19.3,4.31,2.04,6.26,40,69,25,20,"4",NA,NA,95
"41","Amari Cooper","WR","CLE",15.2,1.92,0.0445,12.9,17.5,4.21,3.26,4.38,41,45,48,21,"4",NA,NA,73
"42","Tee Higgins","WR","CIN",15.2,2.47,0.00088,11.8,17.6,4.17,2.2,4.47,43,68,46,22,"4",NA,NA,86
