"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Joe Mixon","RB","HOU",20.2,1.07,0.53,18.7,21.4,10.6,11.8,10.5,1,1,3,1,"1",NA,NA,52
"2","Saquon Barkley","RB","PHI",19.6,1.15,0.0219,18,21.3,10.1,11,10.4,2,2,4,2,"1",NA,NA,56
"3","Alvin Kamara","RB","NO",19.6,1.32,0.625,17.8,21.6,10.1,10.9,10.7,3,3,1,3,"1",NA,NA,66
"4","Christian McCaffrey","RB","SF",19,1.44,0.231,16.5,20.6,9.45,9.55,9.7,4,5,5,4,"1",NA,NA,71
"5","Bijan Robinson","RB","ATL",18.8,1.99,0.712,15.4,21.5,9.22,8.43,10.6,5,8,2,5,"2",NA,NA,94
"6","Ja'Marr Chase","WR","CIN",20.2,1.66,1.89,18.3,22.4,8.57,8.07,9.24,6,10,6,1,"1",NA,NA,82
"7","Jahmyr Gibbs","RB","DET",18,1.22,0.424,16.7,19.7,8.5,9.72,8.8,7,4,9,6,"3",NA,NA,61
"8","Kyren Williams","RB","LAR",17.6,1.42,0.198,16.3,19.9,8.08,9.37,8.96,8,6,7,7,"3",NA,NA,69
"9","Breece Hall","RB","NYJ",17.4,1.58,0.218,14.8,19.6,7.88,7.89,8.66,9,12,10,8,"3",NA,NA,81
"10","Chase Brown","RB","CIN",17.2,2.06,0.0635,13.4,19.5,7.66,6.44,8.57,10,14,11,9,"3",NA,NA,96
"11","Devon Achane","RB","MIA",17.1,1.58,0.278,14.9,19.8,7.6,7.94,8.89,11,11,8,10,"3",NA,NA,80
"12","Derrick Henry","RB","BAL",16.9,0.577,0.0705,16.1,17.7,7.32,9.13,6.73,12,7,18,11,"3",NA,NA,23
"13","Josh Jacobs","RB","GB",16.8,1.46,1,15.3,19.4,7.25,8.35,8.53,13,9,12,12,"4",NA,NA,72
"14","Nico Collins","WR","HOU",18.3,1.72,0.0811,15.6,20.6,6.67,5.36,7.44,14,24,15,2,"1",NA,NA,84
"15","Amon-Ra St. Brown","WR","DET",18.2,1.9,0.191,15.8,20.4,6.59,5.55,7.18,15,19,16,3,"1",NA,NA,92
"16","A.J. Brown","WR","PHI",18,1.27,0.379,15.7,19.1,6.4,5.46,5.9,16,21,25,4,"1",NA,NA,63
"17","Kenneth Walker III","RB","SEA",15.8,1.08,0.473,14.2,17.4,6.25,7.29,6.51,17,13,20,13,"5",NA,NA,53
"18","Justin Jefferson","WR","MIN",17.7,1.88,0.289,14.7,20.2,6.02,4.45,6.97,18,32,17,5,"1",NA,NA,91
"19","Jonathan Taylor","RB","IND",15.3,2.2,0.16,12.3,18.9,5.78,5.37,7.94,19,23,14,14,"5",NA,NA,98
"20","Puka Nacua","WR","LAR",17.4,1,0.141,15.6,18.5,5.73,5.42,5.3,20,22,30,6,"2",NA,NA,39
"21","Chuba Hubbard","RB","CAR",15.2,1.99,0.143,13.3,19,5.62,6.34,8.11,21,16,13,15,"5",NA,NA,95
"22","Cooper Kupp","WR","LAR",17.2,1.56,0.301,15.8,19.6,5.59,5.58,6.44,22,18,21,7,"2",NA,NA,77
"23","James Cook","RB","BUF",15,1.62,0.41,12.5,16.9,5.48,5.61,5.98,23,17,24,16,"6",NA,NA,82
"24","Tee Higgins","WR","CIN",16.9,2.15,0.236,14.1,19.9,5.29,3.86,6.69,24,39,19,8,"2",NA,NA,96
"25","Aaron Jones","RB","MIN",14.6,1.47,0.104,11.9,16.3,5.07,4.98,5.39,25,26,29,17,"6",NA,NA,73
"26","CeeDee Lamb","WR","DAL",16.7,1.2,1.19,14.8,18.2,5.06,4.57,5.03,26,30,32,9,"3",NA,NA,57
"27","Josh Allen","QB","BUF",22.1,1.51,0.581,20.5,24.7,5,4.89,6.22,27,28,22,1,"1",NA,NA,87
"28","James Conner","RB","ARI",14.5,1.63,0.233,12.2,16.8,4.96,5.24,5.83,28,25,26,18,"6",NA,NA,83
"29","David Montgomery","RB","DET",14.3,1.19,0.771,13.4,16.6,4.73,6.42,5.64,29,15,27,19,"7",NA,NA,58
"30","Travis Kelce","TE","KC",14.4,1.7,0.848,11.4,16.4,4.64,3.25,5.5,30,44,28,1,"1",NA,NA,98
"31","Jalen Hurts","QB","PHI",21.5,1.37,0.0582,19.8,23.6,4.42,4.18,5.14,31,33,31,2,"1",NA,NA,69
"32","Lamar Jackson","QB","BAL",21.4,0.897,1.52,20.5,22.7,4.36,4.84,4.28,32,29,39,3,"2",NA,NA,39
"33","Tony Pollard","RB","TEN",13.5,1.64,0.0816,11.1,15.5,3.96,4.12,4.6,33,35,35,20,"7",NA,NA,84
"34","Rico Dowdle","RB","DAL",13.4,0.677,0.165,12.4,14.3,3.88,5.47,3.42,34,20,49,21,"7",NA,NA,30
"35","Drake London","WR","ATL",15.5,1.38,0.12,14.4,18.2,3.87,4.17,5.01,35,34,33,10,"3",NA,NA,70
"36","Brock Bowers","TE","LVR",13.6,0.98,0.0153,12.1,14.5,3.79,3.9,3.55,36,38,45,2,"1",NA,NA,72
"37","Trey McBride","TE","ARI",13.6,1.07,0.605,12.3,15.3,3.78,4.08,4.38,37,36,38,3,"1",NA,NA,80
"38","Mike Evans","WR","TB",15.4,1.77,0.162,13.4,17.7,3.75,3.19,4.51,38,46,36,11,"3",NA,NA,86
"39","D'Andre Swift","RB","CHI",13.2,1.95,0.0725,11.5,17,3.71,4.57,6.11,39,31,23,22,"7",NA,NA,92
"40","Tyrone Tracy","RB","NYG",13.2,0.978,0.0648,11.9,14.3,3.64,4.95,3.42,40,27,48,23,"7",NA,NA,48
"41","Malik Nabers","WR","NYG",15.2,1.12,0.151,13.8,17.2,3.59,3.62,4.01,41,42,42,12,"4",NA,NA,51
"42","Bucky Irving","RB","TB",13.1,1.74,0.18,10.8,15.4,3.57,3.83,4.5,42,40,37,24,"7",NA,NA,88
"43","Courtland Sutton","WR","DEN",15.1,1.43,0.504,13.3,17.3,3.44,3.11,4.09,43,48,41,13,"4",NA,NA,73
"44","Brian Robinson","RB","WAS",12.9,1.8,0.483,10.7,15.8,3.39,3.78,4.92,44,41,34,25,"8",NA,NA,90
"45","George Kittle","TE","SF",13,0.955,1.4,11.4,14.4,3.17,3.23,3.47,45,45,47,4,"2",NA,NA,69
"46","George Pickens","WR","PIT",14.6,0.937,0.0609,13,15.6,2.93,2.73,2.39,46,50,56,14,"4",NA,NA,36
"47","Rhamondre Stevenson","RB","NE",12.4,1.11,0.439,10.9,14.2,2.91,3.98,3.33,47,37,51,26,"8",NA,NA,54
"48","Ladd McConkey","WR","LAC",14.5,1.99,0.07,11.6,17.1,2.87,1.34,3.92,48,69,44,15,"4",NA,NA,93
"49","Joe Burrow","QB","CIN",19.9,1.06,0.4,19,22,2.84,3.39,3.51,49,43,46,4,"2",NA,NA,53
