"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Saquon Barkley","RB","PHI",19.9,0.822,0.532,18.8,21.1,11.2,12.5,10.7,1,1,2,1,"1",NA,NA,30
"2","Joe Mixon","RB","HOU",19.4,1.01,0.0798,17.5,20.4,10.7,11.2,9.98,2,3,4,2,"1",NA,NA,46
"3","Bijan Robinson","RB","ATL",19.3,1.6,0.259,17.2,21.6,10.6,10.9,11.2,3,4,1,3,"1",NA,NA,75
"4","Derrick Henry","RB","BAL",19,0.483,1.05,18.4,19.6,10.4,12,9.18,4,2,8,4,"2",NA,NA,16
"5","Ja'Marr Chase","WR","CIN",21.5,1.62,2.68,19.7,23.7,9.83,10.1,10.5,5,5,3,1,"1",NA,NA,82
"6","Chase Brown","RB","CIN",18,1.67,0.484,14.7,19.3,9.31,8.37,8.88,6,8,9,5,"2",NA,NA,78
"7","Josh Jacobs","RB","GB",17.5,1.17,0.175,15.8,19,8.82,9.49,8.53,7,7,11,6,"2",NA,NA,58
"8","Devon Achane","RB","MIA",17.3,1.63,0.191,14.6,19.6,8.65,8.29,9.19,8,9,7,7,"3",NA,NA,76
"9","Jahmyr Gibbs","RB","DET",17.1,0.781,0.000755,16.2,18.1,8.45,9.92,7.66,9,6,17,8,"3",NA,NA,29
"10","Zach Charbonnet","RB","SEA",17.1,2.36,0.161,12.3,18.6,8.45,6.03,8.2,10,23,15,9,"3",NA,NA,98
"11","James Conner","RB","ARI",16.9,2.03,0.307,14.2,19.7,8.29,7.9,9.28,11,12,6,10,"3",NA,NA,93
"12","Chuba Hubbard","RB","CAR",16.6,1.81,0.139,14.5,19.9,7.99,8.21,9.48,12,11,5,11,"3",NA,NA,85
"13","Alvin Kamara","RB","NO",16.5,1.5,0.719,13.8,18.4,7.85,7.47,8,13,13,16,12,"4",NA,NA,71
"14","Puka Nacua","WR","LAR",18.8,1.82,0.229,16.6,21.5,7.15,6.98,8.3,14,16,13,2,"1",NA,NA,88
"15","Kyren Williams","RB","LAR",15.8,1.79,1.11,14.5,19.2,7.13,8.24,8.76,15,10,10,13,"5",NA,NA,84
"16","Justin Jefferson","WR","MIN",18.6,2.04,0.73,16.3,21.7,6.92,6.69,8.51,16,19,12,3,"1",NA,NA,96
"17","Brock Bowers","TE","LVR",15.6,1.85,0.899,13.1,18.5,6.55,5.29,8.25,17,27,14,1,"1",NA,NA,97
"18","Josh Allen","QB","BUF",23.2,1.08,0.457,22,24.8,6.37,6.88,6.53,18,17,20,1,"1",NA,NA,60
"19","Amon-Ra St. Brown","WR","DET",17.8,1.89,0.365,14.8,20.1,6.19,5.21,6.84,19,28,19,4,"2",NA,NA,92
"20","David Montgomery","RB","DET",14.7,1.19,0.447,13.5,16.7,6.02,7.21,6.25,20,14,22,14,"5",NA,NA,61
"21","Lamar Jackson","QB","BAL",22.7,0.63,2.03,21.8,23.6,5.91,6.72,5.31,21,18,33,2,"2",NA,NA,31
"22","Nico Collins","WR","HOU",17.5,1.15,1.46,15.4,18.7,5.83,5.81,5.49,22,26,29,5,"3",NA,NA,58
"23","Trey McBride","TE","ARI",14.7,1.09,0.972,12.6,15.8,5.65,4.76,5.54,23,31,27,2,"2",NA,NA,73
"24","James Cook","RB","BUF",14.2,1.29,0.134,12.8,16.4,5.58,6.51,6,24,20,24,15,"5",NA,NA,66
"25","Tony Pollard","RB","TEN",14.1,1.46,0.026,12.4,16.3,5.44,6.05,5.86,25,22,26,16,"5",NA,NA,70
"26","Aaron Jones","RB","MIN",14.1,1.11,0.125,12.6,15.5,5.42,6.28,5.03,26,21,36,17,"5",NA,NA,51
"27","Rico Dowdle","RB","DAL",13.9,1.03,0.0937,12.3,15.5,5.29,5.96,5.08,27,24,35,18,"6",NA,NA,48
"28","Breece Hall","RB","NYJ",13.9,1.85,0.131,10.5,15.8,5.2,4.21,5.38,28,36,30,19,"6",NA,NA,89
"29","Brian Robinson","RB","WAS",13.7,2.03,0.155,12.3,17.7,5.07,5.96,7.31,29,25,18,20,"6",NA,NA,93
"30","Isaac Guerendo","RB","SF",13.6,1.87,0.0677,11.4,16.8,4.91,5.06,6.34,30,29,21,21,"6",NA,NA,90
"31","Kenneth Walker III","RB","SEA",13.5,2.51e-15,0.217,13.5,13.5,4.84,7.19,3.07,31,15,54,22,"6",NA,NA,2
"32","George Kittle","TE","SF",13.7,1.65,0.454,11.7,16.3,4.68,3.87,6.03,32,42,23,3,"2",NA,NA,92
"33","Jonathan Taylor","RB","IND",13.3,1.75,0.17,10.2,15.5,4.63,3.87,5.12,33,41,34,23,"6",NA,NA,81
"34","D'Andre Swift","RB","CHI",13.1,1.82,0.185,10.3,15.8,4.46,4.01,5.35,34,38,32,24,"6",NA,NA,86
"35","Davante Adams","WR","NYJ",16,1.7,0.0556,14,19.2,4.37,4.41,5.98,35,33,25,6,"3",NA,NA,85
"36","Tee Higgins","WR","CIN",16,1.85,0.209,12.9,18.7,4.31,3.26,5.49,36,50,28,7,"4",NA,NA,91
