"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",22.3,1.77,2.14,20.5,25,15.8,15.1,16.4,1,1,1,1,"1",NA,NA,93
"2","Alvin Kamara","RB","NO",20.2,1.57,1.49,18.2,22.2,13.6,12.8,13.5,2,2,2,2,"2",NA,NA,87
"3","Joe Mixon","RB","HOU",18.7,1.29,0.167,17.1,20.8,12.1,11.7,12.1,3,3,3,3,"2",NA,NA,71
"4","Saquon Barkley","RB","PHI",18.5,1.4,0.248,16.7,20.3,12,11.3,11.7,4,4,4,4,"2",NA,NA,78
"5","Bijan Robinson","RB","ATL",18.3,1.38,0.0877,16.4,19.9,11.7,11.1,11.3,5,5,6,5,"2",NA,NA,76
"6","Kyren Williams","RB","LAR",18.2,1.68,0.415,15.6,20,11.6,10.3,11.4,6,8,5,6,"3",NA,NA,91
"7","Jahmyr Gibbs","RB","DET",17.8,1.17,0.291,16.3,19.1,11.2,11,10.4,7,6,10,7,"3",NA,NA,60
"8","Devon Achane","RB","MIA",17.5,2,0.297,13.8,19.8,10.9,8.41,11.1,8,12,7,8,"3",NA,NA,99
"9","Breece Hall","RB","NYJ",17.2,1.55,0.142,14.3,18.3,10.6,8.93,9.7,9,10,12,9,"3",NA,NA,86
"10","Derrick Henry","RB","BAL",17,1.26,1.21,15.7,19.3,10.5,10.3,10.7,10,7,8,10,"4",NA,NA,70
"11","Ja'Marr Chase","WR","CIN",19.8,1.61,1.5,17.9,22.3,9.46,8.89,10.1,11,11,11,1,"1",NA,NA,89
"12","Jonathan Taylor","RB","IND",15.8,2.31,0.0953,12.1,19.1,9.28,6.79,10.5,12,21,9,11,"4",NA,NA,99
"13","Chase Brown","RB","CIN",15.7,1.95,0.159,12.8,18,9.18,7.49,9.36,13,18,13,12,"4",NA,NA,98
"14","Kenneth Walker III","RB","SEA",15.6,1.17,0.857,14.4,17.8,9.02,9.08,9.11,14,9,14,13,"5",NA,NA,61
"15","J.K. Dobbins","RB","LAC",14.7,1.48,0.115,12.9,17.3,8.16,7.54,8.66,15,17,15,14,"5",NA,NA,81
"16","Kareem Hunt","RB","KC",14.6,1.37,0.218,13,17.1,8.05,7.67,8.43,16,15,16,15,"5",NA,NA,75
"17","Justin Jefferson","WR","MIN",18.3,1.59,0.129,16.9,20.2,7.96,7.86,8.01,17,13,18,2,"1",NA,NA,88
"18","James Cook","RB","BUF",14.4,1.52,0.0649,12.4,16.4,7.83,7.03,7.76,18,20,20,16,"5",NA,NA,85
"19","Amon-Ra St. Brown","WR","DET",18.1,1.5,1.75,16.4,20,7.83,7.33,7.86,19,19,19,3,"2",NA,NA,84
"20","Aaron Jones","RB","MIN",14.3,0.995,0.0471,12.9,15.8,7.77,7.54,7.19,20,16,23,17,"5",NA,NA,44
"21","David Montgomery","RB","DET",14.3,1.18,0.292,13.2,16.3,7.72,7.85,7.7,21,14,21,18,"5",NA,NA,62
"22","Josh Jacobs","RB","GB",14,1.19,0.341,11.7,15,7.43,6.38,6.39,22,23,28,19,"6",NA,NA,63
"23","D'Andre Swift","RB","CHI",13.6,1.24,0.149,11.7,14.9,7.09,6.31,6.24,23,24,29,20,"6",NA,NA,68
"24","Rhamondre Stevenson","RB","NE",13.5,1.65,1.06,11.9,16.7,6.94,6.53,8.03,24,22,17,21,"7",NA,NA,90
"25","Travis Kelce","TE","KC",14.9,0.934,1.3,13.1,15.7,6.74,6.2,6.22,25,25,30,1,"1",NA,NA,59
"26","Nico Collins","WR","HOU",16.4,1.72,0.843,13.1,18,6.08,4.06,5.8,26,43,33,4,"3",NA,NA,93
"27","Tony Pollard","RB","TEN",12.4,1.15,0.425,10.9,14.2,5.88,5.59,5.57,27,28,36,22,"7",NA,NA,59
"28","Jalen Hurts","QB","PHI",21.8,1.26,0.0532,20.2,24,5.67,5.53,5.9,28,29,32,1,"1",NA,NA,64
"29","Lamar Jackson","QB","BAL",21.8,0.689,0.351,20.5,22.6,5.61,5.87,4.52,29,26,41,2,"1",NA,NA,30
"30","Travis Etienne","RB","JAC",12,0.712,0.006,10.9,12.7,5.45,5.59,4.05,30,27,45,23,"7",NA,NA,30
"31","Nick Chubb","RB","CLE",12,1.2,0.341,10.6,14.2,5.44,5.25,5.52,31,30,37,24,"8",NA,NA,64
"32","George Kittle","TE","SF",13.6,2.12,1,10.2,16.8,5.43,3.31,7.33,32,49,22,2,"2",NA,NA,98
"33","Josh Allen","QB","BUF",21.4,2.02,1.46,19,24.7,5.26,4.35,6.64,33,35,26,3,"2",NA,NA,95
"34","Davante Adams","WR","NYJ",15.6,1.86,0.0164,13.6,18.9,5.24,4.6,6.68,34,33,25,5,"3",NA,NA,94
"35","George Pickens","WR","PIT",15.5,1.88,0.0976,13.6,18.7,5.22,4.53,6.57,35,34,27,6,"3",NA,NA,95
"36","A.J. Brown","WR","PHI",15.4,1.56,0.233,13.1,17.5,5.13,4.1,5.36,36,42,39,7,"4",NA,NA,85
"37","Najee Harris","RB","PIT",11.7,1.38,0.261,10.3,14.3,5.1,4.97,5.7,37,32,34,25,"8",NA,NA,77
"38","Puka Nacua","WR","LAR",15.2,1.26,0.0668,13.3,16.6,4.89,4.22,4.4,38,37,42,8,"4",NA,NA,69
