"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Breece Hall","RB","NYJ",19.4,2.23,0.00932,16.2,23.2,10.5,9.21,13.1,1,4,1,1,"1",NA,NA,97
"2","Bijan Robinson","RB","ATL",19.4,2.17,1.76,16.1,22.8,10.5,9.09,12.7,2,5,2,2,"2",NA,NA,96
"3","Tyreek Hill","WR","MIA",21.6,1.69,0.26,19.1,23.7,10.3,9.63,10.5,3,2,5,1,"1",NA,NA,76
"4","Cooper Kupp","WR","LAR",21.3,1.65,0.536,19.3,24,9.99,9.8,10.8,4,1,4,2,"1",NA,NA,73
"5","CeeDee Lamb","WR","DAL",20.8,2.17,2.16,17.1,23.6,9.46,7.58,10.4,5,9,6,3,"2",NA,NA,92
"6","Saquon Barkley","RB","PHI",17.6,1.82,0.254,16.3,21,8.73,9.36,10.9,6,3,3,3,"2",NA,NA,92
"7","Kyren Williams","RB","LAR",17.3,1.72,0.756,15.8,20.4,8.48,8.85,10.4,7,7,7,4,"3",NA,NA,90
"8","Jahmyr Gibbs","RB","DET",16.6,0.846,0.217,15.9,18.2,7.72,8.93,8.16,8,6,10,5,"3",NA,NA,35
"9","Devon Achane","RB","MIA",16.4,1.31,0.336,14.5,18.3,7.5,7.52,8.28,9,10,9,6,"3",NA,NA,70
"10","Amon-Ra St. Brown","WR","DET",18.6,1.81,0.842,16.3,21.1,7.29,6.8,7.91,10,14,11,4,"2",NA,NA,82
"11","Jonathan Taylor","RB","IND",16,1.65,0.0224,14.5,19.1,7.17,7.51,9.01,11,11,8,7,"4",NA,NA,86
"12","Jordan Mason","RB","SF",16,1.08,0.411,14.6,17.9,7.14,7.62,7.78,12,8,14,8,"4",NA,NA,48
"13","Joe Mixon","RB","HOU",15.6,1.29,0.405,14.1,17.9,6.73,7.09,7.78,13,12,13,9,"4",NA,NA,67
"14","Travis Kelce","TE","KC",14.8,2.23,1.2,10.8,17.3,6.54,4.27,7.47,14,31,16,1,"1",NA,NA,98
"15","A.J. Brown","WR","PHI",17.8,1.87,0.142,15.2,20.3,6.45,5.65,7.08,15,21,18,5,"2",NA,NA,86
"16","James Conner","RB","ARI",15.2,1.11,0.0657,14,16.7,6.33,6.99,6.64,16,13,20,10,"4",NA,NA,50
"17","Justin Jefferson","WR","MIN",17.6,0.732,0.184,16.2,18.3,6.31,6.73,5.09,17,15,29,6,"3",NA,NA,17
"18","Isiah Pacheco","RB","KC",15.1,1.37,0.341,13.5,17.7,6.26,6.53,7.62,18,18,15,11,"5",NA,NA,75
"19","Ja'Marr Chase","WR","CIN",17.4,1.71,0.649,16.1,20.4,6.13,6.56,7.25,19,17,17,7,"3",NA,NA,78
"20","Alvin Kamara","RB","NO",14.8,0.853,0.244,13.6,15.8,5.92,6.61,5.68,20,16,25,12,"5",NA,NA,36
"21","Derrick Henry","RB","BAL",14.6,1.35,0.0626,13,16.8,5.68,5.99,6.78,21,19,19,13,"5",NA,NA,73
"22","Rhamondre Stevenson","RB","NE",14.5,1.7,0.724,11.9,16.7,5.61,4.9,6.62,22,25,21,14,"6",NA,NA,88
"23","Rashee Rice","WR","KC",16.8,2.45,0.361,12.7,19.5,5.48,3.22,6.31,23,39,22,8,"3",NA,NA,96
"24","Sam LaPorta","TE","DET",13.6,1.49,0.806,10.7,14.9,5.34,4.11,5.08,24,34,31,2,"1",NA,NA,80
"25","Josh Allen","QB","BUF",22.8,1.02,0.128,21.6,24,5.25,5.6,5.08,25,22,32,1,"1",NA,NA,36
"26","Jalen Hurts","QB","PHI",22.7,1.1,1.12,21.6,24.2,5.13,5.68,5.24,26,20,27,2,"1",NA,NA,43
"27","Garrett Wilson","WR","NYJ",16.4,1.99,0.267,13.8,19,5.12,4.24,5.78,27,33,24,9,"4",NA,NA,88
"28","Josh Jacobs","RB","GB",13.8,1.35,0.158,12,15.2,4.89,4.99,5.08,28,24,30,15,"6",NA,NA,72
"29","Deebo Samuel","WR","SF",16.2,1.51,0.25,14,18,4.85,4.5,4.78,29,30,36,10,"4",NA,NA,68
"30","Rachaad White","RB","TB",13.6,1.17,0.0693,11.8,14.7,4.73,4.78,4.6,30,27,37,16,"6",NA,NA,57
"31","James Cook","RB","BUF",13.5,1.26,0.0978,12.1,15,4.66,5.08,4.97,31,23,33,17,"6",NA,NA,63
"32","Mike Evans","WR","TB",15.9,2.2,1.01,12.5,18,4.6,2.99,4.79,32,45,35,11,"5",NA,NA,93
"33","Jerome Ford","RB","CLE",13.4,1.21,0.12,11.2,14.9,4.56,4.26,4.8,33,32,34,18,"6",NA,NA,58
"34","Trey McBride","TE","ARI",12.8,1.15,0.895,11.4,14.3,4.53,4.81,4.51,34,26,38,3,"2",NA,NA,59
"35","Travis Etienne","RB","JAC",13.3,0.969,0.783,11.6,14.2,4.45,4.59,4.12,35,28,41,19,"7",NA,NA,40
"36","Lamar Jackson","QB","BAL",21.5,1.66,0.465,18.6,23.4,4.01,2.62,4.47,36,53,39,3,"2",NA,NA,86
"37","Zach Charbonnet","RB","SEA",12.5,3.47,0.0887,7.05,18,3.66,0.0688,7.91,37,97,12,20,"7",NA,NA,99
"38","George Kittle","TE","SF",11.9,1.39,0.541,9.63,13.4,3.64,3.05,3.56,38,43,46,4,"3",NA,NA,67
"39","Nico Collins","WR","HOU",14.9,1.36,0.278,12.4,16.3,3.59,2.89,3.16,39,47,48,12,"5",NA,NA,60
"40","Najee Harris","RB","PIT",12.4,1.43,0.0879,11.6,15.3,3.57,4.57,5.27,40,29,26,21,"7",NA,NA,78
"41","Patrick Mahomes","QB","KC",21.1,1.26,2.28,19,22.5,3.54,3.06,3.51,41,42,47,4,"3",NA,NA,57
"42","Aaron Jones","RB","MIN",12.4,1.16,0.0779,10.5,13.8,3.49,3.48,3.73,42,38,44,22,"7",NA,NA,55
"43","Devin Singletary","RB","NYG",12.3,1.4,0.045,10.9,14.4,3.41,3.88,4.37,43,36,40,23,"7",NA,NA,77
"44","David Montgomery","RB","DET",12.2,0.982,0.22,11.1,13.9,3.36,4.09,3.82,44,35,43,24,"7",NA,NA,41
"45","Davante Adams","WR","LVR",14.6,1.67,0.00552,12.4,17.3,3.31,2.84,4.1,45,48,42,13,"5",NA,NA,75
"46","Chris Godwin","WR","TB",14.6,1.32,0.275,12.7,16.1,3.3,3.19,2.94,46,41,49,14,"5",NA,NA,53
"47","Brian Robinson","RB","WAS",12,1.04,0.0473,10.8,13.7,3.14,3.83,3.63,47,37,45,25,"7",NA,NA,44
"48","Tony Pollard","RB","TEN",12,1.97,0.737,9.82,15.2,3.1,2.83,5.14,48,49,28,26,"8",NA,NA,94
