"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Kyren Williams","RB","LAR",19,1.43,1.24,16.9,21.4,10.8,10.5,11.1,1,1,1,1,"1",NA,NA,76
"2","Saquon Barkley","RB","PHI",17.7,1.9,0.0897,15.4,20.6,9.6,8.98,10.4,2,3,3,2,"1",NA,NA,93
"3","Alvin Kamara","RB","NO",17.7,1.39,0.112,15.1,18.6,9.51,8.68,8.35,3,4,11,3,"1",NA,NA,71
"4","Bijan Robinson","RB","ATL",17.5,2,0.45,15.1,21,9.4,8.62,10.7,4,5,2,4,"1",NA,NA,95
"5","Justin Jefferson","WR","MIN",19.9,1.97,1.27,16.4,21.7,9.16,7.2,9.5,5,9,5,1,"1",NA,NA,87
"6","Derrick Henry","RB","BAL",17.1,0.461,0.828,16.3,17.7,8.95,9.88,7.43,6,2,13,5,"2",NA,NA,9
"7","Kenneth Walker III","RB","SEA",16.3,1.4,0.668,14.4,18.6,8.12,7.98,8.38,7,6,10,6,"2",NA,NA,73
"8","Malik Nabers","WR","NYG",18.7,1.93,0.209,16.7,21.8,7.88,7.45,9.6,8,7,4,2,"1",NA,NA,86
"9","Ja'Marr Chase","WR","CIN",18.4,1.64,0.463,16.6,20.6,7.67,7.33,8.39,9,8,9,3,"1",NA,NA,79
"10","Breece Hall","RB","NYJ",15.6,1.49,0.377,13.1,17.1,7.45,6.65,6.87,10,11,15,7,"3",NA,NA,80
"11","Drake London","WR","ATL",18,2.06,1.11,15.5,21.2,7.21,6.23,8.99,11,14,6,4,"2",NA,NA,90
"12","Tony Pollard","RB","TEN",15.2,1.21,0.0538,13,16.6,7.08,6.57,6.32,12,12,19,8,"3",NA,NA,60
"13","Chuba Hubbard","RB","CAR",15.2,1.32,0.318,13.4,16.9,7.02,7,6.68,13,10,16,9,"3",NA,NA,65
"14","J.K. Dobbins","RB","LAC",14.8,2.14,0.0252,12.6,18.8,6.7,6.15,8.55,14,15,7,10,"3",NA,NA,97
"15","Joe Mixon","RB","HOU",14.8,1.55,0.811,12.3,16.5,6.68,5.84,6.3,15,17,20,11,"4",NA,NA,83
"16","Chris Godwin","WR","TB",16.9,1.36,0.185,15.5,19.1,6.1,6.25,6.89,16,13,14,5,"2",NA,NA,64
"17","Amon-Ra St. Brown","WR","DET",16.7,2.37,0.557,13.3,20.8,5.92,4.03,8.52,17,34,8,6,"3",NA,NA,96
"18","Aaron Jones","RB","MIN",14,1.27,0.179,11.9,15.3,5.87,5.43,5.05,18,18,30,12,"4",NA,NA,62
