"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","CeeDee Lamb","WR","DAL",20.7,1.79,1.32,19,23.3,10.5,9.96,11.7,1,1,1,1,"1",NA,NA,86
"2","Breece Hall","RB","NYJ",19.4,1.98,0.117,17,22.5,10.2,9.08,11.6,2,3,2,1,"1",NA,NA,95
"3","Alvin Kamara","RB","NO",19.2,1.65,1.68,17.4,21.4,10,9.53,10.6,3,2,3,2,"2",NA,NA,89
"4","Ja'Marr Chase","WR","CIN",19.4,1.64,0.000295,17.3,21.4,9.21,8.33,9.78,4,4,5,2,"1",NA,NA,77
"5","Justin Jefferson","WR","MIN",19.4,1.96,1.49,17,22.1,9.21,8.02,10.4,5,7,4,3,"2",NA,NA,90
"6","Bijan Robinson","RB","ATL",17.6,1.73,0.00333,15,19.4,8.37,7.05,8.5,6,8,8,3,"2",NA,NA,91
"7","Devon Achane","RB","MIA",17.6,1.61,0.455,14.6,18.5,8.37,6.71,7.63,7,10,12,4,"3",NA,NA,88
"8","Saquon Barkley","RB","PHI",17.1,0.724,0.397,16.2,18.3,7.91,8.3,7.42,8,5,14,5,"3",NA,NA,34
"9","Amon-Ra St. Brown","WR","DET",17.9,1.34,0.364,15.5,19.3,7.72,6.51,7.63,9,13,11,4,"2",NA,NA,64
"10","Jordan Mason","RB","SF",16.7,1.46,0.118,14.8,18.3,7.51,6.84,7.39,10,9,15,6,"3",NA,NA,80
"11","Jahmyr Gibbs","RB","DET",16.6,0.727,0.57,16,17.7,7.4,8.04,6.8,11,6,18,7,"4",NA,NA,35
"12","Nico Collins","WR","HOU",17.6,1.69,0.662,15.6,19.7,7.35,6.64,8.06,12,11,9,5,"3",NA,NA,81
"13","Kyren Williams","RB","LAR",16,2.44,0.265,12.6,19.8,6.82,4.67,8.96,13,26,7,8,"4",NA,NA,99
"14","Rashee Rice","WR","KC",16.9,3,0.696,13,20.6,6.69,3.98,8.96,14,36,6,6,"3",NA,NA,99
"15","Jonathan Taylor","RB","IND",15.8,1.68,0.828,14.4,18.9,6.56,6.48,7.98,15,14,10,9,"5",NA,NA,90
"16","DeVonta Smith","WR","PHI",16.2,1.28,0.143,13.9,17.2,6,4.86,5.57,16,23,25,7,"4",NA,NA,59
"17","Marvin Harrison Jr.","WR","ARI",16.1,1.27,0.0777,14.5,18.1,5.85,5.49,6.47,17,16,22,8,"4",NA,NA,58
"18","Brandon Aiyuk","WR","SF",16,1.65,0.0138,13.7,18.1,5.77,4.73,6.46,18,25,23,9,"4",NA,NA,78
"19","Garrett Wilson","WR","NYJ",16,2.26,0.0628,12.6,18.3,5.76,3.62,6.67,19,39,19,10,"4",NA,NA,96
"20","Josh Jacobs","RB","GB",14.9,2.09,0.0965,12.5,18.2,5.73,4.59,7.34,20,27,16,10,"5",NA,NA,96
"21","Tyreek Hill","WR","MIA",15.9,1.7,0.314,14,18.9,5.7,5.01,7.26,21,19,17,11,"4",NA,NA,82
"22","James Conner","RB","ARI",14.8,0.753,0.0769,13.8,16,5.63,5.91,5.17,22,15,26,11,"5",NA,NA,37
