"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Kyren Williams","RB","LAR",18.5,1.06,0.9,16.7,20,11.2,10.2,10.5,1,1,2,1,"1",NA,NA,51
"2","Alvin Kamara","RB","NO",17.6,1.57,0.287,15.7,20,10.3,9.19,10.5,2,3,3,2,"1",NA,NA,74
"3","Jordan Mason","RB","SF",17.3,0.951,0.0507,16,18.9,9.98,9.53,9.38,3,2,5,3,"1",NA,NA,43
"4","Derrick Henry","RB","BAL",17.3,1.66,1.11,15.4,19.7,9.93,8.85,10.2,4,4,4,4,"2",NA,NA,75
"5","CeeDee Lamb","WR","DAL",19.8,1.97,1.71,17.4,23.1,9.07,8.26,11.1,5,5,1,1,"1",NA,NA,95
"6","Breece Hall","RB","NYJ",16.1,1.2,0.112,13.9,17.4,8.81,7.41,7.89,6,6,10,5,"2",NA,NA,59
"7","Bijan Robinson","RB","ATL",16,2.09,1.13,12.4,18.2,8.7,5.88,8.74,7,14,6,6,"3",NA,NA,93
"8","Aaron Jones","RB","MIN",14.9,1.38,0.103,12.8,16.4,7.57,6.32,6.94,8,10,14,7,"3",NA,NA,66
"9","Kenneth Walker III","RB","SEA",14.8,1.44,0.196,13.5,17.5,7.47,6.97,7.98,9,7,8,8,"3",NA,NA,69
"10","Nico Collins","WR","HOU",18.1,1.83,0.0354,15.5,20.4,7.36,6.34,8.33,10,9,7,2,"1",NA,NA,90
"11","Justin Jefferson","WR","MIN",18,1.55,0.88,15.9,20,7.33,6.7,7.95,11,8,9,3,"1",NA,NA,84
"12","Devon Achane","RB","MIA",14.6,0.989,0.716,12.7,15.3,7.27,6.15,5.85,12,11,22,9,"4",NA,NA,45
"13","Chuba Hubbard","RB","CAR",13.9,1.11,0.00521,12.2,15.3,6.56,5.74,5.77,13,15,25,10,"4",NA,NA,54
"14","Najee Harris","RB","PIT",13.9,1.28,0.016,11.9,15.6,6.55,5.38,6.15,14,16,20,11,"4",NA,NA,63
"15","Brian Robinson","RB","WAS",13.9,2.03,0.203,11.8,16.8,6.53,5.26,7.31,15,18,13,12,"4",NA,NA,92
"16","Ja'Marr Chase","WR","CIN",17.2,1.97,0.704,13.8,19.5,6.45,4.66,7.43,16,20,12,4,"2",NA,NA,94
"17","James Cook","RB","BUF",13.7,1.26,0.491,12.4,15.8,6.33,5.94,6.28,17,13,16,13,"5",NA,NA,61
"18","Travis Kelce","TE","KC",13.6,1.63,0.897,10.6,15.5,6.03,4.33,6.17,18,23,19,1,"1",NA,NA,88
"19","James Conner","RB","ARI",13.2,1.93,0.0994,10.2,16.3,5.84,3.66,6.82,19,31,15,14,"5",NA,NA,90
"20","Josh Jacobs","RB","GB",13.1,0.936,0.0525,11.4,13.8,5.74,4.91,4.29,21,19,33,15,"5",NA,NA,41
"21","Jayden Reed","WR","GB",16.5,2.48,0.485,12.6,19.7,5.74,3.45,7.69,20,35,11,5,"3",NA,NA,99
"22","Travis Etienne","RB","JAC",13,1.15,0.0478,11.1,14.6,5.69,4.56,5.09,22,22,28,16,"5",NA,NA,56
"23","D'Andre Swift","RB","CHI",13,0.892,0.894,11.8,14.1,5.64,5.3,4.59,23,17,31,17,"6",NA,NA,37
"24","Marvin Harrison Jr.","WR","ARI",16,1.89,0.943,13.8,18.3,5.26,4.6,6.28,24,21,17,6,"4",NA,NA,91
"25","George Kittle","TE","SF",12.7,1.82,1.15,9.73,15.5,5.14,3.49,6.2,25,33,18,2,"2",NA,NA,94
"26","Josh Allen","QB","BUF",21.6,0.911,0.586,20.8,23.1,5.09,5.94,4.65,26,12,29,1,"1",NA,NA,42
"27","Jerome Ford","RB","CLE",12.1,1.12,0.338,10.5,13.2,4.75,4.01,3.68,27,26,42,18,"6",NA,NA,55
"28","Lamar Jackson","QB","BAL",21,2.18,0.23,17.5,24.1,4.51,2.58,5.65,28,49,26,2,"1",NA,NA,94
"29","Zack Moss","RB","CIN",11.7,1.15,0.19,9.71,12.6,4.41,3.21,3.15,29,38,48,19,"6",NA,NA,57
"30","Chris Godwin","WR","TB",15,1.05,0.181,13,16,4.31,3.82,3.93,30,29,36,7,"4",NA,NA,51
"31","Jayden Daniels","QB","WAS",20.8,2.25,1.59,18.6,24.6,4.28,3.73,6.13,31,30,21,3,"2",NA,NA,96
"32","Trey Sermon","RB","IND",11.5,1.47,0.0112,9.89,13.7,4.22,3.38,4.18,32,36,34,20,"6",NA,NA,71
"33","Javonte Williams","RB","DEN",11.5,0.678,0.245,10.4,12.1,4.21,3.86,2.62,33,28,54,21,"6",NA,NA,30
"34","Deebo Samuel","WR","SF",14.9,1.77,0.0827,13.1,17.8,4.13,3.94,5.8,34,27,24,8,"4",NA,NA,88
"35","Mike Evans","WR","TB",14.8,2.04,0.153,11.9,17.5,4.05,2.69,5.52,35,46,27,9,"4",NA,NA,96
"36","Trey McBride","TE","ARI",11.5,0.727,0.711,10.3,12.5,3.99,4.07,3.18,36,24,47,3,"3",NA,NA,33
"37","Kareem Hunt","RB","KC",11.3,1.82,0.14,9.27,14.1,3.96,2.76,4.6,37,45,30,22,"7",NA,NA,85
"38","DK Metcalf","WR","SEA",14.6,1.23,0.298,12.3,15.9,3.9,3.16,3.87,38,39,37,10,"4",NA,NA,66
"39","Rachaad White","RB","TB",11.1,0.993,0.154,9.99,12.5,3.82,3.48,2.96,39,34,50,23,"7",NA,NA,46
"40","Alexander Mattison","RB","LVR",11,1.75,0.994,8.51,13.3,3.67,2,3.84,40,60,38,24,"8",NA,NA,81
"41","Drake London","WR","ATL",14.3,2.03,0.578,11.5,17.8,3.6,2.28,5.81,41,54,23,11,"5",NA,NA,96
"42","Jake Ferguson","TE","DAL",10.8,0.874,0.395,9.9,12,3.27,3.65,2.7,42,32,52,4,"3",NA,NA,45
"43","Diontae Johnson","WR","CAR",13.7,0.977,0.00867,12.3,14.6,3.02,3.08,2.59,43,40,55,12,"5",NA,NA,45
