"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","CAR",21.3,2.64,1.53,17.8,24.3,12.3,11.6,12.9,1,2,1,1,"1",NA,NA,84
"2","Najee Harris","RB","PIT",19.8,0.944,0.967,18.8,21.3,10.7,12.6,9.85,2,1,4,2,"1",NA,NA,24
"3","Davante Adams","WR","GB",21.5,1.58,0.597,19.8,23.4,9.84,10.7,10.2,3,4,3,1,"1",NA,NA,51
"4","Austin Ekeler","RB","LAC",18.8,1.22,0.465,17.2,20.4,9.77,11,9.02,4,3,9,3,"1",NA,NA,37
"5","Dalvin Cook","RB","MIN",18.4,1.62,0.0212,16.8,20.4,9.3,10.5,9,5,5,10,4,"1",NA,NA,57
"6","Jonathan Taylor","RB","IND",18.3,1.45,0.361,16.6,20.4,9.28,10.4,8.98,6,7,11,5,"2",NA,NA,49
"7","Deebo Samuel","WR","SF",20.9,1.94,0.079,17.9,23,9.25,8.83,9.82,7,10,5,2,"1",NA,NA,69
"8","Tyreek Hill","WR","KC",20.9,2.4,1,16.8,23.4,9.17,7.71,10.2,8,16,2,3,"1",NA,NA,87
"9","Nick Chubb","RB","CLE",18,1.24,0.621,16.7,19.6,8.92,10.5,8.22,9,6,15,6,"2",NA,NA,38
"10","Travis Kelce","TE","KC",17.8,2.16,0.941,14.8,20.3,8.4,6.61,9.33,10,21,7,1,"1",NA,NA,82
"11","D'Andre Swift","RB","DET",17.4,1.41,0.433,15.5,19.2,8.3,9.2,7.77,11,9,18,7,"2",NA,NA,45
"12","Stefon Diggs","WR","BUF",19.9,1.78,0.417,17.9,22,8.16,8.8,8.84,12,11,12,4,"2",NA,NA,62
"13","Leonard Fournette","RB","TB",16.9,1.06,0.0104,15.8,18.2,7.87,9.57,6.84,13,8,30,8,"2",NA,NA,32
"14","Ezekiel Elliott","RB","DAL",16.9,1.45,0.121,15,18.9,7.86,8.73,7.52,14,12,21,9,"3",NA,NA,48
"15","CeeDee Lamb","WR","DAL",19.4,2.4,0.968,16.3,22.7,7.75,7.22,9.53,15,17,6,5,"2",NA,NA,86
"16","AJ Dillon","RB","GB",16.8,1.52,0.462,14.9,18.9,7.74,8.69,7.47,16,13,23,10,"3",NA,NA,52
"17","Darren Waller","TE","LVR",16.9,2.29,1.62,13.8,19.6,7.46,5.64,8.65,17,30,13,2,"2",NA,NA,88
"18","Joe Mixon","RB","CIN",16.3,1.49,0.849,14.6,18.6,7.28,8.3,7.18,18,14,25,11,"3",NA,NA,51
"19","A.J. Brown","WR","TEN",18.5,1.19,0.232,17.1,20.1,6.78,7.98,6.88,19,15,29,6,"2",NA,NA,37
"20","Chris Godwin","WR","TB",18.2,1.66,0.029,16.2,20.2,6.55,7.09,6.99,20,18,27,7,"2",NA,NA,54
"21","Justin Jefferson","WR","MIN",18.2,2.25,0.225,15.6,20.7,6.52,6.55,7.47,21,23,22,8,"3",NA,NA,80
"22","James Conner","RB","ARI",15.5,2.53,0.0299,11.6,18.5,6.43,5.38,7.07,22,33,26,12,"3",NA,NA,83
"23","Mark Ingram","RB","NO",15.5,3.2,0.0185,11.7,18.8,6.4,5.43,7.36,23,32,24,13,"3",NA,NA,94
"24","Saquon Barkley","RB","NYG",15.4,3.54,0.403,12,20.5,6.38,5.78,9.05,24,29,8,14,"4",NA,NA,97
"25","Ja'Marr Chase","WR","CIN",18,2.33,0.849,16,21.5,6.29,6.86,8.32,25,20,14,9,"3",NA,NA,85
"26","Michael Carter","RB","NYJ",15,2.68,0.127,12.2,19.2,5.98,5.91,7.82,26,25,17,15,"4",NA,NA,86
"27","David Montgomery","RB","CHI",14.9,3.03,0.0617,12,19.4,5.85,5.78,7.99,27,28,16,16,"4",NA,NA,90
"28","George Kittle","TE","SF",15.2,2.19,0.423,12.6,18.7,5.84,4.41,7.7,28,40,19,3,"2",NA,NA,84
