"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Austin Ekeler","RB","LAC",21.3,1.8,1.76,18.2,22.9,13.2,12.3,12.5,1,1,1,1,"1",NA,NA,67
"2","Alvin Kamara","RB","NO",19.6,2.06,1.3,16.8,22.4,11.5,10.9,12,2,4,2,2,"1",NA,NA,76
"3","Cooper Kupp","WR","LAR",22,2.35,0.24,18.1,24.1,10.8,8.68,11.4,3,11,3,1,"1",NA,NA,83
"4","Davante Adams","WR","GB",21.8,1.95,0.411,19.3,23.7,10.5,9.87,11,4,6,4,2,"1",NA,NA,77
"5","Najee Harris","RB","PIT",18.3,1.09,0.387,17,19.9,10.2,11.1,9.46,5,3,8,3,"2",NA,NA,39
"6","Justin Jefferson","WR","MIN",21.4,1.88,1.86,19.3,23.4,10.1,9.95,10.7,6,5,5,3,"2",NA,NA,75
"7","Leonard Fournette","RB","TB",17.9,0.797,0.441,17.1,19.1,9.78,11.2,8.67,7,2,16,4,"2",NA,NA,23
"8","Dalvin Cook","RB","MIN",17.4,1.69,0.573,14.8,19.6,9.33,8.91,9.1,8,9,11,5,"2",NA,NA,62
"9","Ezekiel Elliott","RB","DAL",16.9,2.2,0.0597,15,20.5,8.76,9.09,10,9,7,7,6,"2",NA,NA,83
"10","Josh Jacobs","RB","LVR",16.8,1.55,0.165,15,18.9,8.7,9.04,8.43,10,8,19,7,"2",NA,NA,54
"11","Antonio Gibson","RB","WAS",16.6,1.52,0.192,14.6,18.9,8.54,8.73,8.43,11,10,20,8,"3",NA,NA,52
"12","Travis Kelce","TE","KC",18,1.74,1.26,16.1,20,8.41,8.66,9.22,12,12,9,1,"1",NA,NA,77
"13","Joe Mixon","RB","CIN",16.5,1.72,0.314,14.5,19,8.34,8.63,8.56,13,13,17,9,"3",NA,NA,64
"14","Tyreek Hill","WR","KC",19.5,1.5,0.459,17.5,21,8.25,8.08,8.33,14,15,21,4,"3",NA,NA,57
"15","Javonte Williams","RB","DEN",16.1,1.57,0.38,14.2,18.4,8.03,8.29,7.93,15,14,25,10,"3",NA,NA,56
"16","Diontae Johnson","WR","PIT",19,2.07,0.0659,16.6,21.5,7.79,7.2,8.76,16,23,14,5,"3",NA,NA,80
"17","Stefon Diggs","WR","BUF",19,2.17,0.595,16.9,21.5,7.72,7.56,8.82,17,17,13,6,"3",NA,NA,82
"18","James Conner","RB","ARI",15.8,2.74,0.254,12.1,19.6,7.65,6.23,9.16,18,27,10,11,"3",NA,NA,92
"19","David Montgomery","RB","CHI",15.5,3.54,0.0265,13.3,21,7.4,7.36,10.6,19,22,6,12,"3",NA,NA,99
"20","Cordarrelle Patterson","RB","ATL",15.5,1.82,0.189,13.7,16.8,7.37,7.8,6.31,20,16,40,13,"3",NA,NA,68
"21","Aaron Jones","RB","GB",15.3,1.17,0.0582,13.4,16.5,7.18,7.49,6.06,21,20,41,14,"3",NA,NA,43
"22","George Kittle","TE","SF",16.7,2.09,2.01,14.9,19.3,7.16,7.49,8.56,22,18,18,2,"2",NA,NA,89
"23","Chris Godwin","WR","TB",18.4,2.49,0.981,15.8,21.8,7.13,6.37,9.08,23,26,12,7,"4",NA,NA,87
"24","Nick Chubb","RB","CLE",15.2,2.05,0.209,13.4,18.5,7.12,7.49,8.04,24,19,23,15,"4",NA,NA,75
"25","Sony Michel","RB","LAR",15,2.75,0.325,12.6,19.2,6.91,6.73,8.72,25,24,15,16,"4",NA,NA,93
"26","Saquon Barkley","RB","NYG",14.7,1.91,0.00719,12.6,17.3,6.59,6.67,6.82,26,25,38,17,"4",NA,NA,74
"27","James Robinson","RB","JAC",14.7,1.9,0.916,13.3,18,6.58,7.4,7.59,27,21,30,18,"4",NA,NA,72
"28","Deebo Samuel","WR","SF",17.4,1.82,0.0149,14.5,19.6,6.14,5.13,6.94,28,30,35,8,"4",NA,NA,72
"29","CeeDee Lamb","WR","DAL",17.4,2.72,0.859,14.4,21,6.13,4.98,8.27,29,33,22,9,"5",NA,NA,91
"30","AJ Dillon","RB","GB",13.8,2.51,0.3,11.6,17.6,5.67,5.72,7.14,30,28,34,19,"5",NA,NA,86
"31","Chuba Hubbard","RB","CAR",13.5,3.41,0.13,9.86,18,5.37,3.95,7.58,31,39,31,20,"5",NA,NA,98
"32","Hunter Renfrow","WR","LVR",16.5,2.63,0.129,14.4,20.4,5.27,5.05,7.7,32,31,27,10,"5",NA,NA,90
"33","Clyde Edwards-Helaire","RB","KC",13.3,1.85,0.0406,11.3,15.5,5.24,5.41,5.05,33,29,47,21,"5",NA,NA,70
"34","Devonta Freeman","RB","BAL",13.3,2.17,1.6,10.9,16.4,5.19,5.03,5.94,34,32,43,22,"6",NA,NA,80
"35","Mark Andrews","TE","BAL",14.7,3.15,0.542,10.5,18.4,5.15,3.11,7.66,35,51,28,3,"2",NA,NA,98
