"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","CAR",26.1,1.84,5.94,24.8,29.2,16.3,17,17.3,1,1,1,1,"1",NA,NA,79
"2","Travis Kelce","TE","KC",21,1.01,1.73,19.6,22.1,12.3,12.3,11.9,2,2,3,1,"1",NA,NA,38
"3","Darren Waller","TE","LVR",19.2,2.09,3.87,16.1,21.4,10.5,8.89,11.1,3,8,4,2,"2",NA,NA,86
"4","Alvin Kamara","RB","NO",20.2,1.15,0.118,18.3,21.4,10.4,10.5,9.53,4,3,6,2,"1",NA,NA,41
"5","Derrick Henry","RB","TEN",20,1.89,0.449,17.1,22.1,10.2,9.28,10.2,5,5,5,3,"1",NA,NA,80
"6","Austin Ekeler","RB","LAC",19.6,2.68,1.07,17,24,9.79,9.18,12.1,6,7,2,4,"2",NA,NA,95
"7","Aaron Jones","RB","GB",18.5,1.15,1.19,17.1,19.9,8.73,9.27,8.04,7,6,9,5,"3",NA,NA,42
"8","Davante Adams","WR","GB",21.2,1.71,0.342,19.6,23.4,8.18,9.5,6.18,8,4,25,1,"1",NA,NA,49
"9","Tyreek Hill","WR","KC",20.9,2.16,0.874,18.1,23.5,7.84,8.04,6.2,9,9,24,2,"1",NA,NA,65
"10","Jonathan Taylor","RB","IND",17.3,1.75,0.677,15.6,19.9,7.54,7.76,7.98,10,12,10,6,"3",NA,NA,74
"11","Cooper Kupp","WR","LAR",20,1.6,0.331,18,22,6.97,7.93,4.7,11,11,35,3,"1",NA,NA,43
"12","D'Andre Swift","RB","DET",16.7,2.45,0.198,14,20.7,6.86,6.24,8.79,12,20,7,7,"3",NA,NA,91
"13","Nick Chubb","RB","CLE",16.5,2.16,0.0872,14.5,19.7,6.67,6.69,7.84,13,17,11,8,"3",NA,NA,88
"14","T.J. Hockenson","TE","DET",15.4,2.43,0.343,12.8,18.5,6.66,5.52,8.3,14,27,8,3,"2",NA,NA,94
"15","Tyler Lockett","WR","SEA",19.7,1.88,0.168,17.1,22.3,6.64,7.01,5.01,15,15,33,4,"1",NA,NA,58
"16","Lamar Jackson","QB","BAL",25.9,2.02,0.502,23.3,28.9,6.62,5.55,7.74,16,26,12,1,"1",NA,NA,86
"17","Joe Mixon","RB","CIN",16.4,1.62,0.118,14.8,19.1,6.58,6.97,7.19,17,16,15,9,"4",NA,NA,70
"18","Stefon Diggs","WR","BUF",19.5,1.68,0.529,17.5,21.6,6.47,7.42,4.37,18,13,39,5,"2",NA,NA,47
"19","Chris Carson","RB","SEA",16.3,0.597,0.366,15.8,17.4,6.46,7.99,5.45,19,10,30,10,"4",NA,NA,14
"20","George Kittle","TE","SF",15,2.22,0.673,12.8,17.6,6.31,5.49,7.32,20,28,14,4,"2",NA,NA,91
"21","Kyler Murray","QB","ARI",25.4,1.92,0.183,22.5,27.4,6.11,4.78,6.26,21,38,23,2,"1",NA,NA,79
"22","Najee Harris","RB","PIT",15.9,1.49,0.195,13.9,17.5,6.09,6.05,5.58,22,22,29,11,"4",NA,NA,61
"23","Calvin Ridley","WR","ATL",19,1.26,0.12,17.5,20.6,5.94,7.41,3.32,23,14,47,6,"2",NA,NA,36
"24","Patrick Mahomes","QB","KC",25.2,1.83,1.49,22.8,27.2,5.93,5.1,5.99,24,31,27,3,"2",NA,NA,75
"25","Saquon Barkley","RB","NYG",15.7,2.05,0.232,14.3,18.9,5.9,6.5,6.96,25,18,16,12,"4",NA,NA,86
"26","Justin Jefferson","WR","MIN",18.8,2.89,0.0868,15,22.3,5.82,4.91,5.02,26,34,32,7,"2",NA,NA,91
"27","Keenan Allen","WR","LAC",18.8,3.6,0.207,15,23.7,5.73,4.97,6.47,27,33,20,8,"2",NA,NA,98
"28","Ezekiel Elliott","RB","DAL",15.5,1.15,0.33,14.1,16.8,5.67,6.29,4.86,28,19,34,13,"4",NA,NA,43
"29","Mark Andrews","TE","BAL",14.4,2.21,1.58,11.4,16.8,5.64,4.17,6.52,29,47,19,5,"3",NA,NA,90
