"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Alvin Kamara","RB","NO",21.7,1.04,0.979,20.3,23.1,12.5,13.6,11.9,1,1,2,1,"1",NA,NA,41
"2","Cooper Kupp","WR","LAR",23.2,1.13,2.3,21.5,24.7,12,12.1,11.9,2,3,3,1,"1",NA,NA,37
"3","Austin Ekeler","RB","LAC",20.7,0.668,0.51,19.8,21.6,11.5,13.1,10.5,3,2,7,2,"1",NA,NA,18
"4","Najee Harris","RB","PIT",20.2,1.15,1.62,18.1,21.1,11,11.4,9.93,4,4,9,3,"2",NA,NA,44
"5","Tyreek Hill","WR","KC",20.9,1.96,1.38,18.5,23.5,9.73,9.05,10.7,5,7,5,2,"1",NA,NA,72
"6","Jonathan Taylor","RB","IND",18.6,2.97,0.21,13.3,21.3,9.41,6.6,10.1,6,20,8,4,"2",NA,NA,95
"7","Dalvin Cook","RB","MIN",18.4,1.81,0.104,16.3,20,9.2,9.53,8.87,7,5,17,5,"2",NA,NA,73
"8","Aaron Jones","RB","GB",18.3,2.77,0.7,15.3,22.9,9.09,8.59,11.7,8,9,4,6,"3",NA,NA,89
"9","Travis Kelce","TE","KC",17.8,1.67,0.907,15.8,20.1,8.98,8.37,9.79,9,10,10,1,"1",NA,NA,82
"10","Christian McCaffrey","RB","CAR",17.6,1.34,0.269,16.2,19.6,8.39,9.48,8.45,10,6,21,7,"3",NA,NA,56
"11","Davante Adams","WR","GB",19.5,1.72,0.233,16.9,21.4,8.35,7.45,8.57,11,15,20,3,"2",NA,NA,60
"12","Ezekiel Elliott","RB","DAL",17.3,1.5,0.844,14.8,18.9,8.13,8.06,7.73,12,12,25,8,"4",NA,NA,62
"13","Stefon Diggs","WR","BUF",19.2,1.41,0.465,17.7,21.1,8.12,8.26,8.28,13,11,22,4,"2",NA,NA,49
"14","Josh Allen","QB","BUF",26.5,1.66,0.717,24.2,28.6,8.11,8.65,9.22,14,8,14,1,"1",NA,NA,71
"15","Darren Waller","TE","LVR",16.9,2.61,1.43,13.4,20,8.08,6.03,9.66,15,27,13,2,"2",NA,NA,97
"16","Ja'Marr Chase","WR","CIN",18.8,1.77,0.247,17,21.4,7.65,7.53,8.57,16,13,19,5,"2",NA,NA,62
"17","Diontae Johnson","WR","PIT",18.5,2.69,0.197,16.1,22.6,7.4,6.66,9.73,17,19,11,6,"2",NA,NA,93
"18","Lamar Jackson","QB","BAL",25.8,3.51,3.13,22.4,31.4,7.39,6.8,12,18,18,1,2,"2",NA,NA,91
"19","Darrell Henderson","RB","LAR",16.5,1.6,0.0554,14.2,18.8,7.28,7.47,7.67,19,14,26,9,"4",NA,NA,69
"20","Nick Chubb","RB","CLE",16.4,2.52,0.963,12.9,20.1,7.23,6.13,8.92,20,23,16,10,"5",NA,NA,86
"21","CeeDee Lamb","WR","DAL",18.3,3.24,0.0785,15.6,23.4,7.21,6.21,10.5,21,22,6,7,"2",NA,NA,99
"22","Justin Jefferson","WR","MIN",18.3,3.01,0.195,15.5,21.9,7.13,6.12,9.09,22,24,15,8,"3",NA,NA,97
"23","A.J. Brown","WR","TEN",18.1,2.95,0.319,15.5,22.5,6.93,6.04,9.66,23,26,12,9,"3",NA,NA,96
"24","Mark Andrews","TE","BAL",15.5,2.43,1.76,11.9,18.3,6.65,4.54,7.99,24,41,23,3,"3",NA,NA,95
