"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Alvin Kamara","RB","NO",20.4,1.83,0.328,18,23.2,11.6,11.2,12,1,1,1,1,"1",NA,NA,75
"2","Derrick Henry","RB","TEN",20,1.66,0.504,16.9,21.1,11.3,10.1,9.89,2,4,5,2,"1",NA,NA,70
"3","Dalvin Cook","RB","MIN",19.5,2.04,0.435,16.7,21.9,10.8,9.83,10.7,3,5,3,3,"1",NA,NA,85
"4","Cooper Kupp","WR","LAR",23,2.01,2.56,19.9,25.2,10.7,9.39,8.94,4,6,9,1,"1",NA,NA,66
"5","D'Andre Swift","RB","DET",19.1,1.15,0.249,17.6,20.7,10.4,10.8,9.5,5,2,7,4,"1",NA,NA,46
"6","Najee Harris","RB","PIT",18.8,1.35,0.309,17.4,21,10.1,10.5,9.77,6,3,6,5,"2",NA,NA,56
"7","Aaron Jones","RB","GB",18.5,1.9,0.735,16.2,21.5,9.8,9.36,10.3,7,7,4,6,"2",NA,NA,79
"8","Travis Kelce","TE","KC",18.7,1.6,4.92,16.9,21,9.77,9.33,10.9,8,8,2,1,"1",NA,NA,77
"9","Austin Ekeler","RB","LAC",17.8,1.12,0.174,15.8,18.7,9.06,8.9,7.54,9,10,16,7,"2",NA,NA,42
"10","Jonathan Taylor","RB","IND",17.6,1.05,0.316,16.1,19.2,8.89,9.27,7.97,10,9,12,8,"3",NA,NA,40
"11","Darrell Henderson","RB","LAR",17.3,1.89,0.0964,15.1,19.8,8.57,8.18,8.59,11,13,11,9,"3",NA,NA,78
"12","Ezekiel Elliott","RB","DAL",17.2,2.04,0.272,14.9,20,8.48,7.99,8.77,12,14,10,10,"3",NA,NA,84
"13","Josh Allen","QB","BUF",26.8,1.77,2.7,24.4,29.2,8.38,7.11,9.04,13,19,8,1,"1",NA,NA,73
"14","James Robinson","RB","JAC",16.9,1.58,0.37,15.5,18.9,8.21,8.65,7.74,14,11,15,11,"3",NA,NA,65
"15","Tyreek Hill","WR","KC",20.4,1.12,0.644,19.1,21.9,8.12,8.63,5.64,15,12,33,2,"1",NA,NA,26
"16","Joe Mixon","RB","CIN",16.6,1.92,0.541,14,19,7.83,7.15,7.84,16,17,14,12,"4",NA,NA,80
"17","Stefon Diggs","WR","BUF",19.8,1.3,0.38,18.4,21.5,7.48,7.98,5.24,17,15,36,3,"1",NA,NA,35
"18","Nick Chubb","RB","CLE",16,2.24,0.437,12.2,17.9,7.29,5.28,6.74,18,25,21,13,"4",NA,NA,88
"19","Ja'Marr Chase","WR","CIN",19.4,1.85,0.0809,16.7,21.4,7.1,6.23,5.15,19,22,38,4,"1",NA,NA,53
"20","Deebo Samuel","WR","SF",19.3,2.17,0.127,17.4,22.1,7.01,6.97,5.8,20,20,32,5,"1",NA,NA,72
"21","Justin Jefferson","WR","MIN",19.2,2.23,0.462,17,22.5,6.89,6.55,6.25,21,21,27,6,"2",NA,NA,76
"22","Chuba Hubbard","RB","CAR",15.6,1.64,0.0942,14,17.9,6.86,7.12,6.67,22,18,22,14,"4",NA,NA,68
"23","Leonard Fournette","RB","TB",15.5,1.18,1.39,14.4,17.5,6.76,7.53,6.35,23,16,24,15,"5",NA,NA,47
"24","D.J. Moore","WR","CAR",18.7,1.84,0.609,16.5,21.1,6.43,6.09,4.79,24,23,44,7,"2",NA,NA,52
"25","A.J. Brown","WR","TEN",18.1,1.8,0.279,16.1,20.6,5.82,5.65,4.27,25,24,48,8,"2",NA,NA,51
"26","Patrick Mahomes","QB","KC",24.1,1.67,0.703,21.8,26.5,5.68,4.53,6.31,26,34,26,2,"1",NA,NA,67
"27","Chris Godwin","WR","TB",17.8,2.65,0.263,15.6,21.5,5.54,5.1,5.21,27,26,37,9,"2",NA,NA,86
"28","Khalil Herbert","RB","CHI",14.1,2.45,0.609,11.9,17.6,5.38,5.04,6.39,28,27,23,16,"6",NA,NA,92
"29","Adam Thielen","WR","MIN",17.6,3.28,0.0698,13.9,21.9,5.27,3.43,5.61,29,46,34,10,"2",NA,NA,95
"30","CeeDee Lamb","WR","DAL",17.5,3.47,0.158,14.3,21.9,5.2,3.8,5.57,30,43,35,11,"2",NA,NA,97
"31","DK Metcalf","WR","SEA",17.3,1.55,0.189,15.2,18.9,5.05,4.73,2.61,31,31,61,12,"3",NA,NA,44
