"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Derrick Henry","RB","TEN",21.4,2.11,1.67,17.7,23.5,11.3,10.1,11.1,1,2,1,1,"1",NA,NA,76
"2","Travis Kelce","TE","KC",19.3,1.4,1.87,17.3,21,10.5,9.98,10.8,2,4,2,1,"1",NA,NA,66
"3","Alvin Kamara","RB","NO",19.7,1.34,0.791,18.7,22.1,9.63,11.1,9.66,3,1,4,2,"1",NA,NA,52
"4","Austin Ekeler","RB","LAC",19,1.8,0.632,16.6,21.7,8.84,9.06,9.3,4,5,6,3,"2",NA,NA,63
"5","Darren Waller","TE","LVR",17.4,1.75,3.63,15.5,19.8,8.61,8.18,9.7,5,6,3,2,"2",NA,NA,78
"6","Davante Adams","WR","GB",21.9,1.85,1.02,19.2,23.9,8.45,7.95,6.79,6,8,11,1,"1",NA,NA,55
"7","Aaron Jones","RB","GB",18.3,0.512,0.00799,17.7,18.9,8.21,10.1,6.48,7,3,13,4,"2",NA,NA,11
"8","Saquon Barkley","RB","NYG",18.3,2.16,0.745,14.7,20.7,8.2,7.14,8.34,8,13,8,5,"2",NA,NA,77
"9","Najee Harris","RB","PIT",17.6,2.49,0.356,15,21.7,7.45,7.44,9.31,9,11,5,6,"2",NA,NA,84
"10","Tyreek Hill","WR","KC",20.9,1.61,0.218,18.9,22.6,7.43,7.59,5.53,10,10,23,2,"1",NA,NA,46
"11","Cooper Kupp","WR","LAR",20.6,1.74,0.863,18.3,22.4,7.21,7.04,5.24,11,14,26,3,"1",NA,NA,53
"12","D'Andre Swift","RB","DET",17.2,2.09,0.412,15.7,20.8,7.1,8.08,8.41,12,7,7,7,"3",NA,NA,75
"13","Ezekiel Elliott","RB","DAL",16.8,1.18,0.0379,14.8,18.2,6.68,7.25,5.82,13,12,20,8,"3",NA,NA,45
"14","James Robinson","RB","JAC",16.8,1.2,1.66,15.4,18.7,6.65,7.82,6.31,14,9,14,9,"4",NA,NA,46
"15","Justin Jefferson","WR","MIN",19.8,1.52,0.376,17.5,21.3,6.35,6.23,4.14,15,17,40,4,"1",NA,NA,42
"16","Stefon Diggs","WR","BUF",19.4,2.47,0.117,17.6,23.2,5.97,6.32,6.07,16,16,17,5,"2",NA,NA,80
"17","D.J. Moore","WR","CAR",19.3,1.94,0.668,17.3,21.6,5.86,5.97,4.45,17,18,33,6,"2",NA,NA,60
