"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Austin Ekeler","RB","LAC",20.4,1,0.347,18.9,21.7,12.3,12.4,11.5,1,1,5,1,"1",NA,NA,37
"2","Kareem Hunt","RB","CLE",20.1,2.65,0.255,15.1,22,11.9,8.61,11.8,2,10,3,2,"1",NA,NA,92
"3","Najee Harris","RB","PIT",19.8,1.68,0.369,17.3,21.9,11.7,10.7,11.7,3,2,4,3,"1",NA,NA,72
"4","Derrick Henry","RB","TEN",19.4,2.58,0.894,15.6,22.5,11.3,9.09,12.2,4,8,1,4,"2",NA,NA,91
"5","Jonathan Taylor","RB","IND",18.5,1.41,0.248,16.6,20.1,10.4,10.1,9.91,6,5,7,5,"2",NA,NA,54
"6","Travis Kelce","TE","KC",19.4,2,2.86,16.6,21.6,10.4,8.74,12,5,9,2,1,"1",NA,NA,86
"7","Davante Adams","WR","GB",22.9,0.884,2.41,21.4,23.9,10.3,10.6,9.48,7,3,11,1,"1",NA,NA,18
"8","Dalvin Cook","RB","MIN",18.3,1.68,0.905,16.8,20.6,10.2,10.3,10.3,8,4,6,6,"3",NA,NA,71
"9","James Robinson","RB","JAC",17.4,1.56,0.0706,15.6,19.9,9.25,9.1,9.66,9,7,9,7,"3",NA,NA,64
"10","Aaron Jones","RB","GB",17.3,1.5,0.434,15.8,19.7,9.18,9.29,9.48,10,6,10,8,"3",NA,NA,60
"11","Ezekiel Elliott","RB","DAL",16.9,1.73,0.515,14.7,18.8,8.74,8.15,8.53,11,13,14,9,"3",NA,NA,73
"12","D'Andre Swift","RB","DET",16.4,1.22,0.253,14.8,17.8,8.23,8.23,7.6,12,11,18,10,"4",NA,NA,47
"13","Joe Mixon","RB","CIN",16.1,1.52,0.389,13.9,18.5,7.97,7.39,8.22,13,17,16,11,"4",NA,NA,62
"14","Tyreek Hill","WR","KC",20.5,2.35,0.198,16.5,22.7,7.87,5.65,8.29,14,25,15,2,"1",NA,NA,83
"15","Cooper Kupp","WR","LAR",20.3,1.83,1.59,17.8,22.5,7.68,6.91,8.11,15,19,17,3,"2",NA,NA,64
"16","Leonard Fournette","RB","TB",15.7,1.8,0.187,14.4,18.8,7.58,7.84,8.6,16,14,13,12,"4",NA,NA,78
"17","Mark Andrews","TE","BAL",16.5,1.69,0.293,14.6,18.6,7.55,6.73,9.04,17,21,12,2,"1",NA,NA,77
"18","Antonio Gibson","RB","WAS",15.5,1.14,0.0933,14.2,17.3,7.4,7.67,7.04,18,15,26,13,"4",NA,NA,43
"19","Patrick Mahomes","QB","KC",26.2,1.24,0.57,24.4,27.4,7.37,6.68,6.7,19,22,33,1,"1",NA,NA,53
"20","Myles Gaskin","RB","MIA",15.4,0.885,0.317,14.7,16.8,7.3,8.2,6.6,20,12,36,14,"4",NA,NA,30
"21","Darren Waller","TE","LVR",16.2,2.3,2.99,13.8,19.2,7.26,5.96,9.69,21,24,8,3,"2",NA,NA,91
"22","Darrell Henderson","RB","LAR",15.1,1.06,0.12,14,16.9,6.99,7.43,6.64,22,16,35,15,"4",NA,NA,40
"23","Chuba Hubbard","RB","CAR",15,1.76,1.5,13.6,17.7,6.87,7.08,7.44,23,18,19,16,"5",NA,NA,76
"24","Josh Allen","QB","BUF",25.6,0.856,1.77,24.6,26.5,6.8,6.82,5.78,24,20,40,2,"2",NA,NA,34
"25","D.J. Moore","WR","CAR",18.7,2.32,0.163,16.3,21.4,6.09,5.49,7.01,25,27,28,4,"2",NA,NA,81
"26","Stefon Diggs","WR","BUF",18.5,1.12,0.142,17.3,19.9,5.93,6.43,5.48,26,23,44,5,"2",NA,NA,31
"27","Justin Jefferson","WR","MIN",18.4,1.86,0.176,16.4,20.4,5.79,5.56,6,27,26,38,6,"2",NA,NA,67
"28","Diontae Johnson","WR","PIT",18.2,2.95,0.0547,14.1,21.3,5.61,3.21,6.88,28,44,30,7,"2",NA,NA,92
"29","Terry McLaurin","WR","WAS",18.2,3.05,0.236,14.6,21.8,5.56,3.73,7.37,29,37,22,8,"2",NA,NA,94
"30","Darrel Williams","RB","KC",13.5,2.99,0.73,10,17.6,5.37,3.48,7.39,30,40,20,17,"5",NA,NA,97
"31","Ja'Marr Chase","WR","CIN",17.9,2.3,0.512,15,21.1,5.32,4.17,6.73,31,32,32,9,"3",NA,NA,80
"32","Lamar Jackson","QB","BAL",23.8,1.1,0.737,22.5,25.3,5.03,4.8,4.56,32,28,57,3,"3",NA,NA,49
"33","DeAndre Hopkins","WR","ARI",17.4,1.78,0.319,15.5,19.4,4.81,4.64,5.02,33,29,49,10,"3",NA,NA,61
"34","Khalil Herbert","RB","CHI",12.8,3.16,0.159,8.97,17.1,4.64,2.44,6.86,34,55,31,18,"5",NA,NA,98
"35","Mike Evans","WR","TB",17.1,2.17,0.0111,14.2,20,4.49,3.39,5.63,35,42,43,11,"3",NA,NA,78
"36","Josh Jacobs","RB","LVR",12.6,1.46,0.11,10.4,14,4.48,3.82,3.8,36,35,62,19,"5",NA,NA,57
"37","Chris Godwin","WR","TB",17.1,2.66,0.0856,15,21.4,4.48,4.18,7,37,31,29,12,"3",NA,NA,89
"38","Marquise Brown","WR","BAL",17,3.37,0.24,13.1,21.5,4.39,2.23,7.09,38,58,24,13,"3",NA,NA,96
"39","Melvin Gordon","RB","DEN",12.5,1.73,0.393,10.4,15.2,4.37,3.86,4.96,39,34,50,20,"6",NA,NA,75
"40","Jalen Hurts","QB","PHI",23.1,3.22,0.264,19.9,28.1,4.3,2.16,7.38,40,60,21,4,"3",NA,NA,91
"41","Mike Gesicki","TE","MIA",13.2,2.04,0.842,12,16.9,4.27,4.14,7.32,41,33,23,4,"3",NA,NA,87
"42","Keenan Allen","WR","LAC",16.8,3.1,0.0642,14.6,21.4,4.15,3.75,7.03,42,36,27,14,"3",NA,NA,94
"43","Brandin Cooks","WR","HOU",16.7,2.01,0.00292,15.1,19.2,4.09,4.23,4.85,43,30,52,15,"3",NA,NA,72
"44","DK Metcalf","WR","SEA",16.7,2.33,0.103,13.8,19.2,4.08,2.94,4.81,44,49,53,16,"3",NA,NA,82
"45","Tom Brady","QB","TB",22.8,1.53,0.0909,21.1,24.5,4.03,3.38,3.83,45,43,61,5,"3",NA,NA,66
"46","Robert Woods","WR","LAR",16.6,2.34,0.704,14.6,20.2,3.98,3.72,5.77,46,38,41,17,"4",NA,NA,83
"47","Alex Collins","RB","SEA",12.1,1.73,0.232,9.52,13.8,3.97,2.98,3.6,47,48,65,21,"6",NA,NA,74
"48","Kyler Murray","QB","ARI",22.7,2.44,1.32,20.6,26.6,3.94,2.87,5.9,48,51,39,6,"4",NA,NA,89
"49","Zack Moss","RB","BUF",11.9,2.47,0.703,9.99,15.6,3.74,3.45,5.34,49,41,46,22,"7",NA,NA,90
"50","T.J. Hockenson","TE","DET",12.4,2.48,0.497,10.2,16.6,3.43,2.4,7.05,50,56,25,5,"3",NA,NA,96
"51","Amari Cooper","WR","DAL",15.9,2,0.0821,13.7,18.1,3.28,2.87,3.7,51,50,64,18,"4",NA,NA,72
"52","Mike Williams","WR","LAC",15.8,1.58,0.153,13.9,18.2,3.19,3.05,3.84,52,46,60,19,"4",NA,NA,53
"53","Chase Edmonds","RB","ARI",11.2,0.755,0.0323,10.1,11.7,3.04,3.54,1.5,54,39,83,23,"7",NA,NA,25
"54","Antonio Brown","WR","TB",15.7,1.3,0.473,13.9,17.1,3.04,3.07,2.74,53,45,72,20,"4",NA,NA,43
"55","Miles Sanders","RB","PHI",11.1,1.37,0.192,9.3,12.7,3.01,2.77,2.49,55,52,75,24,"7",NA,NA,53
"56","Dawson Knox","TE","BUF",11.9,2.08,0.00179,9.25,14.4,2.93,1.41,4.86,56,70,51,6,"3",NA,NA,88
"57","Dalton Schultz","TE","DAL",11.9,1.99,0.907,10.1,15.2,2.93,2.26,5.7,57,57,42,7,"4",NA,NA,84
"58","Damien Harris","RB","NE",10.9,2.1,0.273,9.04,14,2.82,2.5,3.79,58,54,63,25,"7",NA,NA,84
"59","Justin Herbert","QB","LAC",21.4,0.587,1.58,20.7,22.1,2.62,2.99,1.38,59,47,84,7,"5",NA,NA,28
"60","Courtland Sutton","WR","DEN",15.2,2.98,0.012,12.8,19.7,2.57,1.94,5.32,60,61,47,21,"4",NA,NA,93
"61","Michael Pittman","WR","IND",15.2,2.85,0.0624,12.5,19.2,2.56,1.65,4.78,61,66,54,22,"4",NA,NA,91
"62","Jamaal Williams","RB","DET",10.7,1.03,0.181,9.17,11.8,2.54,2.64,1.52,62,53,82,26,"7",NA,NA,39
"63","Emmanuel Sanders","WR","BUF",15.1,2.47,0.611,11.9,18.3,2.49,1.06,3.96,63,75,59,23,"5",NA,NA,85
"64","Latavius Murray","RB","BAL",10.5,1.84,0.054,8.39,12.9,2.36,1.85,2.68,64,64,73,27,"7",NA,NA,79
"65","Devontae Booker","RB","NYG",10.4,1.56,0.102,8.4,12.1,2.31,1.86,1.85,65,63,78,28,"7",NA,NA,66
"66","Javonte Williams","RB","DEN",10.3,1.56,0.0509,8.34,12.2,2.21,1.8,1.93,66,65,76,29,"7",NA,NA,65
"67","J.D. McKissic","RB","WAS",10.3,1.61,0.329,8.13,11.9,2.15,1.59,1.62,67,67,81,30,"7",NA,NA,70
"68","Zach Ertz","TE","PHI",11,2.97,0.522,9.01,16.2,2.02,1.17,6.65,68,74,34,8,"4",NA,NA,97
"69","Kadarius Toney","WR","NYG",14.5,3.48,0.0315,11.2,19.7,1.88,0.303,5.28,69,93,48,24,"5",NA,NA,98
"70","CeeDee Lamb","WR","DAL",14.5,1.26,0.0156,13,16.3,1.85,2.19,1.87,70,59,77,25,"5",NA,NA,40
"71","DeVonta Smith","WR","PHI",14.5,3.67,0.326,10.8,19.8,1.84,-0.101,5.41,71,105,45,26,"5",NA,NA,99
"72","Tony Pollard","RB","DAL",9.96,1.99,0.824,7.82,12.9,1.83,1.28,2.68,72,72,74,31,"8",NA,NA,83
"73","Tyler Lockett","WR","SEA",14.1,1.3,0.00959,12.4,16.2,1.51,1.53,1.81,73,68,79,27,"5",NA,NA,44
"74","Tyler Boyd","WR","CIN",14.1,2.64,0.0557,10.9,17.4,1.5,0.0227,3.03,74,101,70,28,"5",NA,NA,88
"75","Hunter Henry","TE","NE",10.5,2.3,0.0502,8.53,14.2,1.5,0.692,4.7,75,84,55,9,"5",NA,NA,93
"76","Noah Fant","TE","DEN",10.4,1.04,1.19,8.88,11.3,1.45,1.03,1.76,76,76,80,10,"6",NA,NA,55
"77","Adam Thielen","WR","MIN",14.1,2.55,0.211,11.8,17.8,1.44,0.976,3.42,77,77,66,29,"5",NA,NA,87
"78","A.J. Brown","WR","TEN",13.8,2.82,0.153,11.6,17.8,1.23,0.746,3.38,78,83,68,30,"6",NA,NA,91
"79","Jaylen Waddle","WR","MIA",13.7,1.84,0.153,11.5,15.6,1.08,0.608,1.19,79,85,85,31,"6",NA,NA,65
"80","Dak Prescott","QB","DAL",19.8,1.29,0.121,17.9,21.1,1.04,0.195,0.384,81,98,94,8,"5",NA,NA,57
"81","Mason Crosby","K","GB",9.79,2.07,0.246,8.33,13.4,1.04,0.943,3.39,80,78,67,1,"1",NA,NA,99
"82","Kenneth Gainwell","RB","PHI",9.13,0.744,0.669,8.48,10.2,1,1.94,0,82,62,103,32,"9",NA,NA,22
"83","Tim Patrick","WR","DEN",13.5,2.73,0.118,10.9,17.3,0.928,0,2.96,83,103,71,32,"6",NA,NA,90
"84","Aaron Rodgers","QB","GB",19.7,0.922,0.0296,18.5,20.8,0.917,0.779,0.0836,84,82,101,9,"5",NA,NA,36
"85","Taylor Heinicke","QB","WAS",19.7,1.32,0.118,18.5,21.4,0.888,0.788,0.721,85,81,89,10,"5",NA,NA,62
"86","Marvin Jones","WR","JAC",13.4,0.953,0.123,12.3,14.4,0.81,1.42,0,86,69,103,33,"6",NA,NA,21
"87","Ryan Succop","K","TB",9.54,0.9,0.232,8.31,10.8,0.798,0.922,0.839,87,79,88,2,"1",NA,NA,17
"88","Matthew Stafford","QB","LAR",19.6,0.93,0.189,18.3,20.8,0.77,0.56,0.0407,88,86,102,11,"5",NA,NA,38
"89","Chase Claypool","WR","PIT",13.3,0.97,0.179,12.2,14.3,0.687,1.36,-0.0912,89,71,105,34,"6",NA,NA,24
"90","Joe Burrow","QB","CIN",19.4,0.964,0.582,18.2,20.7,0.582,0.493,0,90,89,103,12,"6",NA,NA,43
"91","Justin Tucker","K","BAL",9.31,1.42,0.0673,6.97,10.7,0.566,-0.418,0.691,91,113,91,3,"1",NA,NA,79
"92","Laviska Shenault","WR","JAC",13.1,3.54,0.508,11.2,18.7,0.508,0.387,4.27,92,92,58,35,"6",NA,NA,98
"93","Harrison Butker","K","KC",9.24,1.17,0.104,7.81,10.7,0.499,0.425,0.707,93,91,90,4,"1",NA,NA,50
"94","Colts","DST","IND",6.44,0.886,0.321,5.74,7.88,0.436,0.289,0.59,94,95,92,1,"1",NA,NA,81
"95","Matt Gay","K","LAR",9.14,0.961,0.351,7.89,10.2,0.395,0.509,0.233,95,87,98,5,"1",NA,NA,21
"96","Alexander Mattison","RB","MIN",8.46,4,0.0079,5.64,14.9,0.332,-0.897,4.65,96,129,56,33,"9",NA,NA,99
"97","Nyheim Hines","RB","IND",8.46,0.533,0.324,7.71,8.97,0.324,1.17,-1.27,97,73,138,34,"9",NA,NA,12
"98","Ricky Seals-Jones","TE","WAS",9.22,4.38,0.0271,5.81,15.8,0.256,-2.03,6.24,98,166,37,11,"6",NA,NA,99
"99","Jared Cook","TE","LAC",9.2,1,0.229,8.14,10.5,0.229,0.296,0.993,99,94,87,12,"6",NA,NA,48
"100","Packers","DST","GB",6.12,0.795,0.115,5.31,6.94,0.115,-0.137,-0.353,100,106,110,2,"2",NA,NA,70
"101","Zane Gonzalez","K","CAR",8.79,1.16,0.0435,7.39,10.3,0.044,0,0.362,101,103,96,6,"1",NA,NA,46
"102","Chris Boswell","K","PIT",8.75,0.773,0.000517,7.59,9.62,0.000517,0.201,-0.349,102,97,109,7,"1",NA,NA,12
"103","Carson Wentz","QB","IND",18.8,0.961,0.00447,17.7,20.3,0,0,-0.448,103,103,112,13,"6",NA,NA,40
"104","Devin Singletary","RB","BUF",8.13,1.1,0.0229,6.54,9.09,0,0,-1.15,103,103,133,35,"9",NA,NA,42
"105","Jakobi Meyers","WR","NE",12.6,0.866,0.115,11.7,13.7,0,0.838,-0.72,103,80,122,36,"6",NA,NA,17
"106","Tyler Higbee","TE","LAR",8.97,0.558,0.741,8.31,9.54,0,0.463,0,103,90,103,13,"7",NA,NA,25
"107","Tyler Bass","K","BUF",8.75,1.61,0.0594,7.18,10.4,0,-0.207,0.397,103,108,93,8,"1",NA,NA,96
"108","Rams","DST","LAR",6,0.635,0.166,5.45,6.79,0,0,-0.497,103,103,114,3,"3",NA,NA,56
"109","Sam Darnold","QB","CAR",18.8,1.79,0.667,16.5,21,-0.00447,-1.19,0.259,104,136,97,14,"6",NA,NA,72
"110","James Conner","RB","ARI",8.11,1.53,0.309,6.09,10.5,-0.0229,-0.449,0.232,105,115,99,36,"9",NA,NA,63
"111","Nick Folk","K","NE",8.69,0.564,0.102,7.89,9.31,-0.0594,0.508,-0.658,106,88,120,9,"1",NA,NA,1
"112","Tee Higgins","WR","CIN",12.5,2.42,0.62,9.42,15.4,-0.115,-1.43,1.05,107,142,86,37,"7",NA,NA,84
"113","Brandon McManus","K","DEN",8.58,1.25,0.0122,6.72,9.69,-0.161,-0.67,-0.277,108,122,108,10,"1",NA,NA,58
"114","Vikings","DST","MIN",5.84,0.549,0.077,5.46,6.73,-0.166,0.0121,-0.562,109,102,116,4,"4",NA,NA,44
"115","Mike Badgley","K","IND",8.57,1.04,0.00808,7.47,9.77,-0.173,0.0875,-0.197,110,100,107,11,"1",NA,NA,29
"116","Daniel Carlson","K","LVR",8.56,0.993,0.109,6.99,9.37,-0.181,-0.394,-0.595,111,112,117,12,"1",NA,NA,25
"117","Bills","DST","BUF",5.76,0.979,0.12,4.96,7.29,-0.243,-0.496,0,112,118,103,5,"5",NA,NA,85
"118","Greg Joseph","K","MIN",8.46,1.25,0.0387,6.91,9.97,-0.29,-0.48,0,113,117,103,13,"1",NA,NA,62
"119","Greg Zuerlein","K","DAL",8.42,0.749,0.303,7.36,9.32,-0.329,-0.0224,-0.649,114,104,119,14,"2",NA,NA,8
"120","David Johnson","RB","HOU",7.8,0.731,0.485,6.72,8.49,-0.332,0.182,-1.75,115,99,155,37,"10",NA,NA,21
"121","Cowboys","DST","DAL",5.64,1.3,0.0249,4.53,7.67,-0.363,-0.92,0.375,116,131,95,6,"5",NA,NA,96
"122","Steelers","DST","PIT",5.62,0.394,0.0471,5.3,6.09,-0.388,-0.149,-1.2,117,107,135,7,"6",NA,NA,22
"123","Buccaneers","DST","TB",5.57,0.288,0.0532,5.23,5.89,-0.435,-0.223,-1.4,118,110,145,8,"7",NA,NA,1
"124","Dolphins","DST","MIA",5.52,0.547,0.201,4.66,6.08,-0.488,-0.789,-1.22,119,125,136,9,"8",NA,NA,41
"125","Dustin Hopkins","K","WAS",8.11,1.05,0.00732,6.62,9.49,-0.631,-0.766,-0.475,120,124,113,15,"2",NA,NA,33
"126","Graham Gano","K","NYG",8.11,1.06,0.0927,6.87,9.58,-0.639,-0.515,-0.388,121,119,111,16,"2",NA,NA,42
"127","Trevor Lawrence","QB","JAC",18.1,1.16,0.0646,16.9,19.6,-0.671,-0.871,-1.09,122,127,132,15,"6",NA,NA,51
"128","Chiefs","DST","KC",5.31,0.389,0.327,4.79,5.6,-0.69,-0.664,-1.69,123,121,154,10,"9",NA,NA,19
"129","Randy Bullock","K","TEN",8.01,1.43,0.0476,5.82,9.26,-0.731,-1.57,-0.705,124,147,121,17,"2",NA,NA,83
"130","Allen Robinson","WR","CHI",11.9,0.759,0.311,11.1,12.8,-0.735,0.255,-1.6,125,96,153,38,"7",NA,NA,11
"131","Kirk Cousins","QB","MIN",18.1,0.785,0.693,17.3,19.3,-0.736,-0.419,-1.41,126,114,146,16,"7",NA,NA,32
"132","Dan Arnold","TE","JAC",8.23,0.425,0.397,7.84,8.75,-0.741,0,-0.788,127,103,124,14,"7",NA,NA,13
"133","Jason Myers","K","SEA",7.97,1.41,0.119,5.92,9.44,-0.779,-1.46,-0.532,128,145,115,18,"2",NA,NA,75
